RowID,Dataset Link,u_id,Public,Derived View,Parent uid,Domain,Type,Name,Description,Visits,Creation Date,Created Month,Created Year,Data Last Update Date,Month Data Last Updated,Year Data Last Updated,Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version uid,Data Provided By,Source Link,Api Endpoint,Provenance,Publishing,Terms of Use,Public Access Level,Public Access Level Comment,Published,Data Age,data_change,endpoint,geographic_coverage,homepage,issued,last_update,moderation_status,publisher,theme,unique_identifier
2380,https://citydata.mesaaz.gov/d/hc3n-93f4/revisions/45,hc3n-93f4:45,private,false,,citydata.mesaaz.gov,dataset,Solid Waste Accidents and Incidents - PRIVATE,"Accidents or incidents, including property damage, vehicle collisions, and work-related injuries, that have occurred within the Solid Waste Department. Also includes enumerators used for calculating incident rates, quarterly Solid Waste fleet mileage sourced from Fleet Services data, and quarterly hours worked for Solid Waste employees sourced from Kronos.  

Data labeled as sensitive or protected is designated for internal department consumption only. This is due to the ability to identify individuals or locations that may have been impacted by the incident or accident.",0,07/29/2025 03:51:15 PM,Jul,2025,03/01/2026 04:31:05 PM,Mar,2026,Solid Waste,"safety,accidents,incidents,vehicles",0,City of Mesa,,See Terms of Use,unpublished,Solid Waste Accidents and Incidents - PRIVATE,hc3n-93f4,Solid Waste,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,Dataset contains employee names and accident/incident details. Data labeled as sensitive or protected is designated for internal department consumption only. This is due to the ability to identify individuals or locations that may have been impacted by the incident or accident. Protected/sensitive fields ae to be redacted from public and all city employees with the exception of Preventable indicators as marked in the column descriptions which are ok for release to city employees but not public release.,n/a,90,As Needed / On Demand,,n/a,n/a,n/a,2026-03-01T16:31:02.000,not_ready,n/a,n/a,n/a
2393,https://citydata.mesaaz.gov/d/hfxk-5vpk,hfxk-5vpk,private,false,,citydata.mesaaz.gov,dataset,Community vs Police Demographics_Sworn,City of Mesa Community Demographics compared to City of Mesa Police Department demographics for Sworn employees,7,07/23/2024 10:40:39 PM,Jul,2024,07/23/2024 10:48:48 PM,Jul,2024,Police,,0,Myja.Lark@MesaAZ.gov,myja.lark@mesaaz.gov,,published,,,,,https://citydata.mesaaz.gov/resource/hfxk-5vpk.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,1 year,As Needed / On Demand,https://citydata.mesaaz.gov/resource/hfxk-5vpk.json,n/a,n/a,n/a,2024-07-23T22:48:54.000,not_ready,n/a,n/a,n/a
2395,https://citydata.mesaaz.gov/d/hg2m-z9cr,hg2m-z9cr,public,false,,citydata.mesaaz.gov,dataset,Business Services - Purchases Against Contracts,"Document numbers, departments and document dollar amounts from the city’s financial system (FIN).",253,12/15/2020 07:42:56 PM,Dec,2020,03/02/2026 02:17:23 PM,Mar,2026,Business Services,"purchases,contract",68,City of Mesa,xBusinessServicesData@Mesaaz.gov,See Terms of Use,published,,,Business Services,,https://citydata.mesaaz.gov/resource/hg2m-z9cr.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Daily,https://citydata.mesaaz.gov/resource/hg2m-z9cr.json,n/a,n/a,n/a,2026-03-02T14:14:19.000,approved,n/a,n/a,n/a
2397,https://citydata.mesaaz.gov/d/hgf6-yenu,hgf6-yenu,public,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Information about city code compliance cases. This dataset includes only the most recent workflow status, and each record/row represents a unique code compliance case. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. To see all workflow status changes associated with a case, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Case-Workflow-And-Inspections/2mnr-j6un"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Case Workflow and Inspections</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",4908,02/20/2019 06:21:28 PM,Feb,2019,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,1587,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,published,,,Code Compliance,,https://citydata.mesaaz.gov/resource/hgf6-yenu.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,https://citydata.mesaaz.gov/resource/hgf6-yenu.json,n/a,n/a,n/a,2026-03-26T02:43:24.000,approved,n/a,n/a,n/a
2398,https://citydata.mesaaz.gov/d/hgf6-yenu/revisions/201,hgf6-yenu:201,private,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Full dataset containing information about Code Compliance cases. Note that in this dataset a distinct code case may be represented by multiple rows as workflow status changes. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. For distinct code cases showing only the most recent status, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Distinct-Cases/2fkz-4tb7"" target=""_blank"" rel=""noopener noreferrer"">Distinct Code Enforcement Cases</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",0,10/07/2024 08:46:04 PM,Oct,2024,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,0,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,unpublished,Code Compliance,hgf6-yenu,Code Compliance,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,,n/a,n/a,n/a,2026-03-26T02:43:24.000,not_ready,n/a,n/a,n/a
2399,https://citydata.mesaaz.gov/d/hgf6-yenu/revisions/202,hgf6-yenu:202,private,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Full dataset containing information about Code Compliance cases. Note that in this dataset a distinct code case may be represented by multiple rows as workflow status changes. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. For distinct code cases showing only the most recent status, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Distinct-Cases/2fkz-4tb7"" target=""_blank"" rel=""noopener noreferrer"">Distinct Code Enforcement Cases</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",0,10/07/2024 08:48:43 PM,Oct,2024,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,0,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,unpublished,Code Compliance,hgf6-yenu,Code Compliance,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,,n/a,n/a,n/a,2026-03-26T02:43:24.000,not_ready,n/a,n/a,n/a
2400,https://citydata.mesaaz.gov/d/hgf6-yenu/revisions/204,hgf6-yenu:204,private,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Full dataset containing information about Code Compliance cases. Note that in this dataset a distinct code case may be represented by multiple rows as workflow status changes. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. For distinct code cases showing only the most recent status, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Distinct-Cases/2fkz-4tb7"" target=""_blank"" rel=""noopener noreferrer"">Distinct Code Enforcement Cases</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",0,10/07/2024 08:52:04 PM,Oct,2024,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,0,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,unpublished,Code Compliance,hgf6-yenu,Code Compliance,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,,n/a,n/a,n/a,2026-03-26T02:43:24.000,not_ready,n/a,n/a,n/a
2401,https://citydata.mesaaz.gov/d/hgf6-yenu/revisions/205,hgf6-yenu:205,private,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Full dataset containing information about Code Compliance cases. Note that in this dataset a distinct code case may be represented by multiple rows as workflow status changes. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. For distinct code cases showing only the most recent status, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Distinct-Cases/2fkz-4tb7"" target=""_blank"" rel=""noopener noreferrer"">Distinct Code Enforcement Cases</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",0,10/07/2024 08:55:14 PM,Oct,2024,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,0,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,unpublished,Code Compliance,hgf6-yenu,Code Compliance,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,,n/a,n/a,n/a,2026-03-26T02:43:24.000,not_ready,n/a,n/a,n/a
2402,https://citydata.mesaaz.gov/d/hgf6-yenu/revisions/306,hgf6-yenu:306,private,false,,citydata.mesaaz.gov,dataset,Code Compliance,"Information about city code compliance cases. This dataset includes only the most recent workflow status, and each record/row represents a unique code compliance case. To learn more about code compliance in the City of Mesa, visit the <b><a href=""https://www.mesaaz.gov/residents/code-compliance"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Office</b></a>. To see all workflow status changes associated with a case, see <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Case-Workflow-And-Inspections/2mnr-j6un"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Case Workflow and Inspections</a></b>. See also the following related datasets: <b> <a href=""https://data.mesaaz.gov/Code-Compliance/Code-Enforcement-Case-Turn-Around-Time-TAT-/k9hp-cy2s"" target=""_blank"" rel=""noopener noreferrer"">Code Enforcement Case Turn Around Time</a></b>, <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Cases-by-Officer/akj6-u9kt"" target=""_blank"" rel=""noopener noreferrer"">Code Cases by Officer</a></b>, and <b><a href=""https://data.mesaaz.gov/Code-Compliance/Code-Compliance-Investigation-Response/8t34-hz58"" target=""_blank"" rel=""noopener noreferrer"">Code Compliance Investigation Response</a></b>.",0,03/17/2026 03:27:22 PM,Mar,2026,03/26/2026 02:43:42 AM,Mar,2026,Code Compliance,,0,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,unpublished,Code Compliance,hgf6-yenu,Code Compliance,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,This dataset does not  contain complaintant name or contact information,n/a,14,Daily,,n/a,n/a,n/a,2026-03-26T02:43:24.000,not_ready,n/a,n/a,n/a
2405,https://citydata.mesaaz.gov/d/hhfp-fvbv,hhfp-fvbv,public,false,,citydata.mesaaz.gov,dataset,Mesa Census Tracts To City Boundary v2021,"Census tracts (version 2021) as supplied by the US Census Bureau clipped to Mesa city boundaries as supplied by the city's Geographic Information System (GIS).

Census tract files are found at https://www2.census.gov/geo/tiger/ and are updated annually.",117,05/02/2023 11:36:40 PM,May,2023,05/02/2023 11:55:58 PM,May,2023,,,18,Michael VanWie,,,published,,,,,https://citydata.mesaaz.gov/resource/hhfp-fvbv.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/hhfp-fvbv.json,n/a,n/a,n/a,2023-05-02T23:56:03.000,approved,n/a,n/a,n/a
2406,https://citydata.mesaaz.gov/d/hhgz-d3zt,hhgz-d3zt,public,false,,citydata.mesaaz.gov,dataset,Arts & Culture - IDEA Non Point of Sale,"Information about participation at the Mesa i.d.e.a. museum generated by the Non-Point of Sale system and includes Birthday parties, workshops, Group tours and other events. Non-point of sale refers to transactions that are usually completed in desktop version of Audience view by the staff members. Visit https://www.ideamuseum.org/ for more information about the museum. Additional museum participation information is available in  https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Point-of-Sale/j6sf-wemi and total participation information is at https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Monthly-Participation/kaam-svck.",394,03/30/2020 07:46:31 PM,Mar,2020,03/16/2026 09:31:26 PM,Mar,2026,Arts & Culture,,107,City of Mesa,xArtsAndCultureData@MesaAZ.gov,See Terms of Use,published,,,Arts & Culture,,https://citydata.mesaaz.gov/resource/hhgz-d3zt.json,official,n/a,,Public,,n/a,60,Daily,https://citydata.mesaaz.gov/resource/hhgz-d3zt.json,n/a,n/a,n/a,2026-03-16T21:31:25.000,approved,n/a,n/a,n/a
2407,https://citydata.mesaaz.gov/d/hhgz-d3zt/revisions/27,hhgz-d3zt:27,private,false,,citydata.mesaaz.gov,dataset,Arts & Culture - IDEA Non Point of Sale,"Information about participation at the Mesa i.d.e.a. museum generated by the Non-Point of Sale system and includes Birthday parties, workshops, Group tours and other events. Non-point of sale refers to transactions that are usually completed in desktop version of Audience view by the staff members. Visit https://www.ideamuseum.org/ for more information about the museum. Additional museum participation information is available in  https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Point-of-Sale/j6sf-wemi and total participation information is at https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Monthly-Participation/kaam-svck.",0,03/16/2026 09:30:06 PM,Mar,2026,03/16/2026 09:31:26 PM,Mar,2026,Arts & Culture,,0,City of Mesa,xArtsAndCultureData@MesaAZ.gov,See Terms of Use,unpublished,Arts & Culture - IDEA Non Point of Sale,hhgz-d3zt,Arts & Culture,,,official,n/a,,Public,,n/a,60,Daily,,n/a,n/a,n/a,2026-03-16T21:31:25.000,not_ready,n/a,n/a,n/a
2408,https://citydata.mesaaz.gov/d/hhgz-d3zt/revisions/28,hhgz-d3zt:28,private,false,,citydata.mesaaz.gov,dataset,Arts & Culture - IDEA Non Point of Sale,"Information about participation at the Mesa i.d.e.a. museum generated by the Non-Point of Sale system and includes Birthday parties, workshops, Group tours and other events. Non-point of sale refers to transactions that are usually completed in desktop version of Audience view by the staff members. Visit https://www.ideamuseum.org/ for more information about the museum. Additional museum participation information is available in  https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Point-of-Sale/j6sf-wemi and total participation information is at https://citydata.mesaaz.gov/Arts-Culture/Arts-Culture-IDEA-Monthly-Participation/kaam-svck.",0,03/16/2026 09:30:52 PM,Mar,2026,03/16/2026 09:31:26 PM,Mar,2026,Arts & Culture,,0,City of Mesa,xArtsAndCultureData@MesaAZ.gov,See Terms of Use,unpublished,Arts & Culture - IDEA Non Point of Sale,hhgz-d3zt,Arts & Culture,,,official,n/a,,Public,,n/a,60,Daily,,n/a,n/a,n/a,2026-03-16T21:31:25.000,not_ready,n/a,n/a,n/a
2409,https://citydata.mesaaz.gov/d/hhmy-8dpz,hhmy-8dpz,public,false,,citydata.mesaaz.gov,dataset,2023-2025 Heat Related Deaths by Zip Code,"Number of heat related deaths, by place of injury, reported by Maricopa County Public Health Department during heat seasons 2023, 2024, and 2025**. Heat season is generally identified as May-October. Unless otherwise specified in the column metadata, counts include only injury locations occurring within the city boundary and excludes injury locations in unincorporated county islands. Counts are sourced from county Public Health Department. See column metadata for more details. The ""Total-All"" column includes individuals whose injuries occurred in areas known as unincorporated county islands—these are neighborhoods or communities that are not officially part of any city, even though they may appear to be within city boundaries.

Because death certificates listed the nearest city as the place of injury, some of these deaths may be recorded under a city name even if they technically happened outside that city’s jurisdiction.

This dataset reports the number of heat-related deaths by location of injury, as recorded by the Maricopa County Public Health Department during the 2023, 2024, and 2025 heat seasons (typically May through October).

Unless otherwise noted in the column metadata, counts reflect injuries that occurred within official city boundaries and exclude incidents in unincorporated county islands—areas not formally part of any city.

The ""Total-All"" column includes deaths from both city areas and unincorporated county islands, where the death certificate listed Mesa as place of initial injury. These islands are neighborhoods that may appear to be inside a city but are not under city jurisdiction.

<i>** 2025 Preliminary deaths within City of Mesa ZIP codes; totals currently available only by injury location (indoor/outdoor) and may include deaths occurring in county islands. Not all suspected heat related deaths have been reviewed by the Maricopa County Medical Examiner. Final counts by Mesa jurisdiction only pending Public Health Department report, spring 2026.</i>

See also <a href=""https://maricopa.maps.arcgis.com/apps/instant/imageryviewer/index.html?appid=0361a2379bef40dda5792c4f27c6759b"">Public Health Heat Related Deaths Dashboard</a>. Zip code centroids sourced from <a href=""https://citydata.mesaaz.gov/dataset/Mesa-Zip-Codes/wpn5-n8am/about_data"">Mesa Zip Codes</a>.",196,08/08/2024 10:14:18 PM,Aug,2024,12/10/2025 05:58:46 PM,Dec,2025,Community Services,,34,City of Mesa,opendata.info@mesaaz.gov,Public Domain,published,,,Public Health Department,https://maricopa.maps.arcgis.com/apps/instant/imageryviewer/index.html?appid=0361a2379bef40dda5792c4f27c6759b,https://citydata.mesaaz.gov/resource/hhmy-8dpz.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,90,As Needed / On Demand,https://citydata.mesaaz.gov/resource/hhmy-8dpz.json,n/a,n/a,n/a,2025-12-10T17:58:46.000,approved,n/a,n/a,n/a
2410,https://citydata.mesaaz.gov/d/hhtr-unaw,hhtr-unaw,public,false,,citydata.mesaaz.gov,dataset,CountyCARES,,99,09/16/2021 10:04:27 PM,Sep,2021,09/16/2021 10:14:36 PM,Sep,2021,,,31,City of Mesa,,,published,,,,,https://citydata.mesaaz.gov/resource/hhtr-unaw.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/hhtr-unaw.json,n/a,n/a,n/a,2021-09-21T23:17:39.000,approved,n/a,n/a,n/a
2429,https://citydata.mesaaz.gov/d/hmpv-i4fh,hmpv-i4fh,private,false,,citydata.mesaaz.gov,dataset,Solid Waste - Monthly Customer Growth and Retention,Data is accumulated from the following reports https://appsinside-new.mesaaz.gov/cisreports/FileSelect.aspx?rid=1009&a=CIS. Data is used to understand growth and business impacts to Solid Waste's commercial program.,203,08/06/2020 08:25:12 PM,Aug,2020,03/24/2026 04:19:22 AM,Mar,2026,Solid Waste,"business,commercial,solid waste",8,City of Mesa,xSolidWasteData@mesaaz.gov,,published,,,Solid Waste,,https://citydata.mesaaz.gov/resource/hmpv-i4fh.json,official,n/a,,,,n/a,,Monthly,https://citydata.mesaaz.gov/resource/hmpv-i4fh.json,n/a,n/a,n/a,2026-03-24T04:19:22.000,not_ready,n/a,n/a,n/a
2436,https://citydata.mesaaz.gov/d/hnwr-bhf4,hnwr-bhf4,private,false,,citydata.mesaaz.gov,dataset,Business License Renewals Workflow,,28,10/09/2024 03:22:56 PM,Oct,2024,03/30/2026 02:38:07 AM,Mar,2026,,,1,Jenn Fisher,,,published,,,,,https://citydata.mesaaz.gov/resource/hnwr-bhf4.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/hnwr-bhf4.json,n/a,n/a,n/a,2026-03-30T02:38:06.000,not_ready,n/a,n/a,n/a
2445,https://citydata.mesaaz.gov/d/hpxm-53n4,hpxm-53n4,private,false,,citydata.mesaaz.gov,dataset,PRCF-Cost of Recreation Per Household - Not Automated,Total City Expenditures specific to department code 'F420' and service level names 'Recreation' and 'Resource Management' divided by annual households estimate from US Census.,39,06/09/2021 10:09:55 PM,Jun,2021,05/10/2022 09:53:12 PM,May,2022,"Parks, Recreation, and Community Facilities",cost,2,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/hpxm-53n4.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,0,As Needed / On Demand,https://citydata.mesaaz.gov/resource/hpxm-53n4.json,n/a,n/a,n/a,2025-03-10T23:50:56.000,not_ready,n/a,n/a,n/a
2448,https://citydata.mesaaz.gov/d/hqds-ku9m,hqds-ku9m,public,false,,citydata.mesaaz.gov,dataset,Municipal Court - Individuals Served,"Information about the waiting times for individuals served in person at the Municipal Court. Data sourced from QMATIC System, Waiting Time Queue. Data is missing for Feb 2019-Oct 2023.",399,04/15/2019 10:12:26 PM,Apr,2019,03/01/2026 02:06:57 PM,Mar,2026,Municipal Court,,90,Municipal Court Data Coordinator,xMunicipalCourtData@MesaAZ.gov,See Terms of Use,published,,,Municipal Court,,https://citydata.mesaaz.gov/resource/hqds-ku9m.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Monthly,https://citydata.mesaaz.gov/resource/hqds-ku9m.json,n/a,n/a,n/a,2026-03-01T14:05:58.000,approved,n/a,n/a,n/a
2450,https://citydata.mesaaz.gov/d/hqtk-qa6p,hqtk-qa6p,site,false,,citydata.mesaaz.gov,dataset,Fleet Fuel Force Fueling Events,"Information about all fueling events at the city fuel sites managed by Fuel Force system, including unleaded gas, diesel, CNG and electric vehicle charging. This dataset does not include fuel dispensed to city vehicles at commercial fueling sites. Exceptions where commercial fueling is allowable include PD motorcycles/undercover vehicles and city vehicles engaged in out-of-town travel. The fuel force system does not capture CNG dispensed by slow-fill devices at the Solid Waste facility; however, estimates have been added.  EV DC Charger data is not captured by fuel force but data has been added.

CNG Estimates through July 2024 are a monthly calculation from the meter consumption vs fuel force transactions and daily estimates starting Aug 2024 are from the AMI consumption vs the fuel force transactions.  Conversion from meter and AMI data (CCF) to fuel force (GGE) is 1 CCF = 0.809 GGE.  

EV DC Charger estimates are added monthly from the AMI consumption vs the fuel force transactions.  WMSC data starts Sept 2024.  EMSC data starts April 2025.",566,04/22/2024 06:07:10 PM,Apr,2024,03/29/2026 09:57:28 PM,Mar,2026,Fleet Services,,68,City of Mesa,xFleetServicesData@mesaaz.gov,See Terms of Use,published,,,Fleet Services,,https://citydata.mesaaz.gov/resource/hqtk-qa6p.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,User Code and Notes fields are confidential.,n/a,7,Daily,https://citydata.mesaaz.gov/resource/hqtk-qa6p.json,n/a,n/a,n/a,2026-03-29T21:57:27.000,not_ready,n/a,n/a,n/a
2451,https://citydata.mesaaz.gov/d/hqtk-qa6p/revisions/501,hqtk-qa6p:501,private,false,,citydata.mesaaz.gov,dataset,Fleet Fuel Force Fueling Events,"Information about all fueling events at the city fuel sites managed by Fuel Force system, including unleaded gas, diesel, CNG and electric vehicle charging. This dataset does not include fuel dispensed to city vehicles at commercial fueling sites. Exceptions where commercial fueling is allowable include PD motorcycles/undercover vehicles and city vehicles engaged in out-of-town travel. The fuel force system does not capture CNG dispensed by slow-fill devices at the Solid Waste facility; however, estimates have been added.  EV DC Charger data is not captured by fuel force but data has been added.

CNG Estimates through July 2024 are a monthly calculation from the meter consumption vs fuel force transactions and daily estimates starting Aug 2024 are from the AMI consumption vs the fuel force transactions.  Conversion from meter and AMI data (CCF) to fuel force (GGE) is 1 CCF = 0.809 GGE.  

EV DC Charger estimates are added monthly from the AMI consumption vs the fuel force transactions.  WMSC data starts Sept 2024.  EMSC data starts April 2025.",0,07/29/2025 02:40:41 PM,Jul,2025,03/29/2026 09:57:28 PM,Mar,2026,Fleet Services,,0,City of Mesa,xFleetServicesData@mesaaz.gov,See Terms of Use,unpublished,Fleet Fuel Force Fueling Events,hqtk-qa6p,Fleet Services,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,User Code and Notes fields are confidential.,n/a,7,Daily,,n/a,n/a,n/a,2026-03-29T21:57:27.000,not_ready,n/a,n/a,n/a
2456,https://citydata.mesaaz.gov/d/hrgd-4bmc,hrgd-4bmc,private,false,,citydata.mesaaz.gov,dataset,COM Employee Survey 2020-2024,Temporary dataset for employee survey data,15,11/19/2024 12:34:18 AM,Nov,2024,11/19/2024 02:39:46 PM,Nov,2024,City Manager,,0,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/hrgd-4bmc.json,official,n/a,,,,n/a,0,As Needed / On Demand,https://citydata.mesaaz.gov/resource/hrgd-4bmc.json,n/a,n/a,n/a,2024-11-19T14:32:32.000,not_ready,n/a,n/a,n/a
2459,https://citydata.mesaaz.gov/d/hsdb-amhj,hsdb-amhj,site,false,,citydata.mesaaz.gov,dataset,Water Resources Work Orders,"Information about work performed on Water Resources assets such as valves, hydrants, service disruptions and sewer overflow.",503,01/09/2019 11:51:20 PM,Jan,2019,03/30/2026 02:12:08 PM,Mar,2026,Water Resources,"hydrant,valves,service disruptions,sewer overflow",20,City of Mesa,xWaterResourcesData@MesaAZ.gov,See Terms of Use,published,,,Water Resources,,https://citydata.mesaaz.gov/resource/hsdb-amhj.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,Fields denoting work order location are recommended by the department as “sensitive” information and should be redacted before release outside the city.,n/a,7,Daily,https://citydata.mesaaz.gov/resource/hsdb-amhj.json,n/a,n/a,n/a,2026-03-30T14:05:09.000,not_ready,n/a,n/a,n/a
