"agency","related_agencies","headline","subheadline","publish_date","publish_year","city","state","header_content","content","footer_content","category_tags","social_media_tagline","ispinned","isarchived","contact1","contact2","contact3","contact4","contact5","date_expire","date_entered","entered_by","date_last_modified","last_modified_by","category_tag1","category_tag2","category_tag3","category_tag4","category_tag5","content2","content3","content4","content5"
"Oregon State Treasury",,"Oregon Treasurer co-convenes international investor summit focused on steps to address climate risk","Treasury manages the globally diversified fund on behalf of more than 350,000 beneficiaries","2018-01-31T00:00:00.000","2018","Salem","OR",,"Oregon State Treasurer Tobias Read is helping to lead an international conversation about climate risk and investments in climate-related opportunities.
Today, Read co-convened the Investor Summit on Climate Risk, which brought together more than 450 private and public-sector leaders at the United Nations in New York City. The even highlighted progress in lower-carbon investment opportunities that will help to advance the goals of the Paris Accord.
“As fiduciaries, our obligation is to ensure that Oregon’s public trust fund portfolios are sustainable and generate long-term risk-adjusted returns,” said Treasurer Read, who also sits on the Oregon Investment Council. 
As a responsible shareholder, the Oregon Treasury engages with companies and regulatory bodies through its corporate governance program. The focus areas of these engagements – with the goal of securing sustainable long-term profits -- include protecting shareholder rights, aligning executive compensation and performance, promoting board diversity, and capitalizing on climate –related opportunities.   
Oregon’s capacity to gauge and respond to climate risk is about to increase.
At the urging of Read, the 2017 Oregon Legislature granted budgetary authority for the state’s first investment officer devoted to Environmental, Social and Governance (ESG) risks. The search process has commenced. When that person is ultimately hired, he or she will augment the corporate governance efforts and will represent a key part of the Treasurer’s agenda to protect both the portfolio and the planet.   
“We are adding new capacity in our investment division specifically to evaluate environmental risks, which means Oregon will be better positioned to make strategic decisions in the new energy economy,” Read said.
The Oregon Treasury manages a public trust fund portfolio that stood at $102 billion as of Dec. 31. The largest component of the assets under management is the Oregon Public Employees Retirement Fund, with a value of $77.2 billion. 
The agenda for the summit identifies actions that investors can pursue in four key focus areas: Investment, Corporate Engagement, Investor Disclosure and Policy Advocacy. 
The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs. Treasury oversees public investment, banking, debt management services and the Oregon Savings Network, which manages OregonSaves, Oregon ABLE and 529 college savings options. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.
###","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Environment & Energy",,,,,,,,,,"2019-01-08T18:05:00.000","James Sinks","2019-01-08T18:05:00.000","James Sinks","Business","Environment & Energy",,,,,,,
"Oregon State Treasury",,"Due to deliberate management of public debt and a growing economy, capacity exists for targeted borrowing in 2018 and beyond","Additional headroom under the debt limit can facilitate investments in infrastructure and overdue repairs","2018-02-14T00:00:00.000","2018","Salem","OR",,"Oregon’s deliberate long-term approach to public debt is working well and – due to a growing economy – the state’s long-term capacity to prudently borrow has increased significantly.

That’s the bottom line in the State Debt Policy Advisory Commission’s annual recommendation to legislators and the governor.

The commission, chaired by Treasurer Tobias Read, is responsible for tracking the state’s financial health and determining how much debt capacity exists under historical prudent limits. Adherence to those limits have protected Oregon’s strong and stable credit ratings, which make the state attractive to bond buyers and keep the cost of borrowing low.

“Wise use of debt means Oregon can prudently make targeted new investments in schools, bridges and other critical facilities, and also perform badly needed repairs,” said Treasurer Read. “Addressing deferred maintenance extends the lives of existing facilities, and is a bargain compared to building replacements.”

The commission bases its projections on a spectrum of variables including long-term revenue and interest rate projections, and existing outstanding debt. Oregon’s combined long-term debt totaled $11.9 billion at the end of June 2017. 

The Treasurer recognized the Legislature and Governor for their measured approach to borrowing in recent years and also for creating deep budget reserves, which has strengthened the state’s overall financial position.

Treasurer Read recognized the work of the members of the five-member commission, which includes Rep. Phil Barnhart, D-Eugene; Sen. Betsy Johnson, D-Scappoose; the director of the Oregon Department of Administrative Services: and public member Tim Duy, a University of Oregon professor.

Johnson cautioned that while lawmakers will welcome the news that while responsible budgeting has helped to yield additional long-term state debt capacity, there are reasons to continue to be cautious.

“While the Oregon economy appears robust, the recent volatility in the stock market sends us a cautionary note,” she said. “We should be prudent and judicious in the use of any state bonds.”

The 2018 report is an off-year update to policymakers and highlights budget and debt capacity-related changes that have occurred since the beginning of the 2017-19 biennium. Highlights of the revised recommendations include:

Significant general obligation debt capacity will come available over the next three biennia, estimated at $3.72 billion in addition to the $1.1 billion in capacity already allocated by the 2017 Legislature and remain within the 5 percent threshold for this type of debt.
There is also more projected future capacity for Lottery-backed debt. The capacity to repay bonds with public gambling proceeds will climb by $81 million per biennium, to $290 million, starting in 2019-21.
Oregon continues to be regarded by the capital markets as a sound financial operation, as evidenced by General Obligation debt ratings of AA+/Aa1/AA+ by Standard & Poor’s, Moody’s Investors Service, and Fitch Investors Service respectively.

The Lottery bond program also continues to garner strong ratings of AAA and Aa2 by Standard & Poor’s and Moody’s Investors Service respectively.

Treasurer Read thanked Debt Management Director Laura Lockwood-McCall and her staff for their work to compile data on net tax-supported debt and non-tax-supported debt, and to calculate the state’s prudent debt capacity.

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs. Treasury oversees public investment, banking, debt management services and the Oregon Savings Network, which manages OregonSaves, Oregon ABLE and 529 college savings options. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Economy & Jobs,Improving Government,Legislature",,,,,,,,,,"2019-01-08T17:59:00.000","James Sinks","2019-01-08T17:59:00.000","James Sinks","Business","Economy & Jobs","Improving Government","Legislature",,,,,
"Oregon State Treasury",,"Oregon Treasurer calls on Congress to protect shareholder voting rights, which hold corporations accountable","Coalition of institutional investors opposes bill that would create new hurdles and raise costs for proxy voting","2018-02-27T00:00:00.000","2018","Salem","OR",,"Shareholders play an important role in holding corporate management accountable, which increases the likelihood of long-term sustainability and profitability. A bill in Congress could weaken shareholders’ rights.

Accordingly, State Treasurer Tobias Read is joining a coalition of 47 major institutional investors and investor advocates to oppose the proposed legislation.

If passed into law, U.S. House Resolution 4015 would hurt investors’ ability to gather independent research and support for proxy votes, which have been an important tool to improve reporting transparency, board diversity, and alignment between executive compensation and corporate performance.

“Proxy voting is a critical means by which shareholders hold corporate executives and boards to account and is a hallmark of shareholder ownership and accountability,” the coalition wrote, in a letter to the leadership of the Senate Committee on Banking, Housing and Urban Affairs.

Treasurer Read is the custodian of state funds and is a member of the Oregon Investment Council, which oversees asset allocation and investment policy for the state’s public trust fund portfolio. In addition to Read, signatories include fiduciaries of pension funds in California, New York, Ohio, Illinois, Minnesota, and Washington state.

Proxy votes allow investors to align and press for shareholder priorities. In 2017, for instance, a successful proxy voting campaign by the Oregon Public Employees Retirement Fund and other institutional investors led to more climate-related transparency by ExxonMobil. Following disclosure of Wells Fargo & Co. fraud in 2016, shareholder pressure led to additional board accountability.

Treasury’s corporate governance program, led by director Jennifer J. Peet, strives to enhance long-term value for beneficiaries via board and executive engagement, interaction with regulators to improve market efficiency, and advocacy for better transparency about Environmental, Social and Governance (ESG) risks.

In the year-long span from October 2016 to October 2017, the Oregon pension fund participated in 14,861 proxy ballots at 8,837 annual meetings, according to data from Glass Lewis & Co., the proxy voting agency retained by the Oregon Investment Council.

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs. Treasury oversees public investment, banking, debt management services and the Oregon Savings Network, which manages OregonSaves, Oregon ABLE and 529 college savings options. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business",,,,,,,,,,"2019-01-08T17:58:00.000","James Sinks","2019-01-08T17:58:00.000","James Sinks","Business",,,,,,,,
"Oregon State Treasury",,"Treasurer Tobias Read applauds Legislature for approving key items on his Financial Empowerment Agenda","Read: ""The more control and power people have over their financial future the better off our entire state will be in the long-run.”","2018-03-05T00:00:00.000","2018","Salem","OR",,"Treasurer Read thanked the Legislature and advocates for the successful work done this legislative session to move his financial empowerment agenda forward.

“One of my key priorities is to help create a culture of saving in Oregon by helping people invest in their future and the future of their loved ones,” said State Treasurer Tobias Read. “The more control and power people have over their financial future the better off our entire state will be in the long-run.”

Key financial empowerment legislation passed this session includes:

Secured a general fund loan to support the continued rollout of OregonSaves, the first in the nation state-based retirement plan helping Oregonians save and invest for their future. (HB 5201)
Ensuring that the assets saved by Oregonians in retirement accounts will not disqualify them from state assistance programs. Oregonians should not be forced to choose between poverty now or poverty later. This Legislation will help create a culture of saving now and in the future. (HB 4079)
Treasurer Read also worked to protect funds saved in the Oregon College Savings Plan accounts from eligibility determination for state assistance programs. Studies show that kids with any amount saved for post-secondary education are three times more likely to attend college and four times more likely to graduate than a child without a college savings account. (SB 1554)

Treasurer Read will continue to promote and protect key programs that are managed at the Oregon State Treasury that help Oregonians save and invest in their future and their families’ future.

For more information about programs in the Oregon Savings Network:

Oregon College Savings Plan: https://www.oregoncollegesavings.com/

OregonSaves: https://www.oregonsaves.com/

Oregon ABLE: http://oregonablesavings.com/","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Children & Family,Legislation",,,,,,,,,,"2019-01-08T17:50:00.000","James Sinks","2019-01-08T17:50:00.000","James Sinks","Business","Children & Family","Legislation",,,,,,
"Oregon State Treasury",,"Oregon pension fund sues the board of Wynn Resorts, which hid sexual predation of founder, for breach of fiduciary duty","Oregon Public Employees Retirement Fund files Nevada lawsuit on behalf of the company and against the Board","2018-03-07T00:00:00.000","2018","Salem","OR",,"State Treasurer Tobias Read and Oregon Attorney General Ellen Rosenblum today announced a shareholder lawsuit against Nevada gambling mogul Steve Wynn and the board of directors of Wynn Resorts Ltd. for massive breaches of fiduciary duty that caused damage to the company and impaired long-term shareholder value.

The civil case was filed Tuesday in District Court in Clark County, Nev., on behalf of the Oregon Public Employees Retirement Fund. The litigation cites the repeated failures of Mr. Wynn and nine current members of the board of directors to act in the best interests of shareholders and stop a pervasive pattern of sexual misconduct at the company. The lawsuit also cites millions of dollars in unjust enrichment to company leadership.

“Wynn’s board of directors failed to protect shareholders, the company, and its employees. The board of directors failed to investigate allegations of sexual abuse and harassment. They didn’t act to prevent Mr. Wynn from further harassing employees. This filing will help hold the Board of Directors and Mr. Wynn accountable for their profound dereliction of fiduciary duty,” said Treasurer Read, who is a member of the Oregon Investment Council, which sets state investment policy.

“Corporate wrongdoers are legally responsible when they commit or cover up sexual harassment in the workplace,” said Attorney General Rosenblum. “In this lawsuit, we claim that Mr. Wynn's previously unreported bad conduct resulted in a reduction in the value of the state's investments in his properties. We are pleased to represent the Oregon Public Employees Retirement Fund and Treasurer Read in attempting to recover these losses for Oregon.”

The securities lawsuit is a derivative action which seeks to hold the board accountable for the damage caused to the company. On Nov. 30, the Public Employees Retirement Fund held 8,506 shares of Wynn Resorts worth a total of $1.3 million.

Shares of the company fell in value by 13 percent in January after news coverage of allegations that Wynn, the founder of the company, pressured employees for sex.

The Oregon complaint says that the board of directors did nothing to stop the alleged sexual predation, despite knowing since at least 2016 of the allegations.

As a responsible shareholder, Treasury engages with corporations, boards and executives to facilitate the profitable and sustainable long-term growth of Oregon’s investment portfolios. If alleged wrongdoing results in material investment losses or other negative impacts to shareholders, Treasury works with the Oregon Department of Justice to recoup losses and enforce accountability through securities litigation.

Treasury’s corporate governance program, under the leadership of Jennifer J. Peet, strives to enhance long-term value for beneficiaries via executive engagement and proxy voting, interaction with regulators to improve market efficiency, and advocacy for better transparency about Environmental, Social and Governance (ESG) risks.

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.

The Oregon Department of Justice (DOJ) is led by Attorney General Ellen Rosenblum, and serves as the state’s law firm. The Oregon DOJ advocates for and protects all Oregonians, especially the most vulnerable, such as children and seniors. The Oregon DOJ has nine divisions, ranging from Criminal Justice to Child Support.

###","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Courts",,,,,,,,,,"2019-01-08T17:49:00.000","James Sinks","2019-01-08T17:49:00.000","James Sinks","Business","Courts",,,,,,,
"Oregon State Treasury",,"Treasurer Read and first-time savers celebrate the first $1.5 million in assets in Oregon’s first-in-the-nation retirement program","OregonSaves is available to workers who don’t have a plan via their employer","2018-03-16T00:00:00.000","2018","Portland","OR",,"PORTLAND – In just a few months, Oregon’s landmark retirement savings program has helped many first-time savers to invest in themselves and collectively set aside more than $1.5 million, State Treasurer Tobias Read announced today.

The news comes as OregonSaves is ramping up and is now available statewide: The program will serve as many as 1 million Oregon workers who currently lack access to a retirement savings option at work..

“This is a success story for every Oregonian because everybody wins when more people save more money,” said Treasurer Read, the chair of the Oregon Retirement Savings Board.

The announcement was made at Portland-based artisan business Alma Chocolate, which was the first employer in the state to facilitate payroll deductions to OregonSaves. The number of facilitating employers is now 410 statewide and the number grows every week.

“Saving for the future is super important, but it is also easy to put it off,” said.Lawson Wakeman, retail manager at Alma chocolate. “Having a little nudge from OregonSaves made it easy to get started.”

The Treasurer noted that when the event was planned, the intent was to mark the first $1 million saved. But money is being saved at a faster clip than was expected. “These retirement accounts will continue to grow and put people on the road to a more secure financial future, while saving taxpayers millions in the long run,” said Treasurer Read.

Oregon is the first state to create a state-based savings option to address the national crisis of inadequate retirement preparedness. Created by the 2015 Legislature and open for business statewide as of January, OregonSaves is a public-private partnership available for private sector workers who lack a retirement savings option offered by their employer.

Savings occur in Roth IRAs and low-cost mutual funds from State Street Global Advisors. An important fact: OregonSaves is not connected to PERS.

Market research found that an astonishing 1 million private sector workers statewide do not have a retirement savings option available at work. They are more likely to be younger workers, women, people of color and part-time workers.

If businesses do not offer a savings option for employees, they are required to sign up their workers – based on a series of rolling deadlines over the next three years. But they don’t need to wait: Based on the success of a pilot phase, all eligible businesses can register employees now.

Why is it important to offer savings options at work? Research from the AARP shows that workers are 15 times more likely to save if an option is available through payroll deductions. At the same time, OregonSaves is voluntary and workers can opt out at any time.

To learn more, visit www.OregonSaves.com

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.

###","{
  ""Photos"": [],
  ""Videos"": [
    {
      ""Url"": ""https://www.youtube.com/watch?v=mNNTj4Qwayg""
    }
  ],
  ""Audios"": []
}","Business,Consumer Information",,,,,,,,,,"2019-01-08T17:48:00.000","James Sinks","2019-01-08T17:48:00.000","James Sinks","Business","Consumer Information",,,,,,,
"Oregon State Treasury",,"During spring break, learn more about investing in yourself at Oregon family destinations","Sign up by Wednesday March 21 for a drawing to win free tickets to the High Desert Museum and Oregon Zoo","2018-03-19T00:00:00.000","2018","Salem","OR",,"The Oregon State Treasury is helping Oregonians to invest in themselves, via a trio of programs that allow you to set aside money for higher education tuition and expenses, for retirement, and for costs that impact people with disabilities.

You can learn more about these savings option during Spring Break at three premier family destinations in Oregon. Visitors can get information -- and free swag like fidget spinners -- at the High Desert Museum in Bend, the Oregon Coast Aquarium in Newport and the Oregon Zoo in Portland.

In addition, you can win free admission tickets to the Oregon Zoo and to the High Desert Museum, sponsored by the College Savings Plan. The deadline to enter is March 21 at 11:59 p.m.

Come visit the Oregon Savings Network on these dates. Experts will be on hand from the Oregon College Savings Plan and Oregon ABLE Savings Plan. In addition, they will be able to connect you to information sources about OregonSaves, the pioneering new state-based program that allows more Oregonians to save for retirement at work.

•           Kids Day at the High Desert Museum

Wednesday, March 28, 9-5

59800 US-97, Bend, OR 97702

 

•           Oregon Coast Aquarium

Friday, March 30, 10-5

2820 SE Ferry Slip Rd, Newport, OR 97365

 

•           Rabbit Romp at Oregon Zoo

Saturday, March 31, 9:30-3:30

4001 Southwest Canyon Road, Portland, OR 97221

 

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}",,,,,,,,,,,"2019-01-08T17:46:00.000","James Sinks","2019-01-08T17:46:00.000","James Sinks",,,,,,,,,
"Oregon State Treasury",,"Treasurer Read and employer association settle lawsuit, reiterate support for pioneering OregonSaves","The legal action was narrowly about how large employers identify themselves as exempt from OregonSaves","2018-03-28T00:00:00.000","2018","Salem","OR",,"OregonSaves, the nation’s first state-based program to expand retirement savings options for workers and address the mammoth retirement saving crisis, has gained another vote of confidence with the settlement and dismissal of a narrow lawsuit over how employers identify themselves as exempt.

OregonSaves, which completed a pilot phase in 2017 and began rolling out statewide in January, will ultimately provide an option to save to the estimated 1 million Oregon workers who don’t have access to an employer-directed plan.

In just a few months, the first 8,734 workers registered in the initial waves of OregonSaves have already collectively set aside almost $2 million and average about $100 in savings per month. Most of them had never saved a dime before.

“Everybody agrees that more saving by more people is a good thing, and OregonSaves is an important addition to the retirement savings arena,” said State Treasurer Tobias Read, the chair of the Oregon Retirement Savings Board. “We applaud businesses that offer retirement plans to workers. They are part of the solution to the goal of more saving, and we were pleased to work collaboratively to reach this settlement.”

The lawsuit filed and now dismissed by the ERISA Industry Committee (ERIC) against the Oregon Retirement Savings Board in 2017 was narrowly about the unsubscribe process for large employers who offer retirement plans to workers, and thus are exempt from facilitating OregonSaves.     

In a news release, the association gave OregonSaves a strong statement of support. “ERIC’s injunction request was only against this employer reporting requirement, and not the OregonSaves program, citing the important void that the program fills for individuals who don’t have access to an employer-provided retirement plan.”

As part of the settlement, the parties will work together and seek ways to streamline and automate the exemption process for those employers that offer their own plans. OregonSaves currently asks employers that are exempt to unsubscribe via an online form, so then OregonSaves can focus its communications efforts on those employers that do not offer qualified plans to workers.

The joint negotiated statement in the settlement is:

“As a result of a settlement with Oregon, ERIC dismissed its lawsuit against the Oregon Retirement Savings Board. Under the terms of the settlement, ERIC members may inform the State, if it asks, that they are ERIC members, and the State will verify their membership with ERIC to confirm their exemption from OregonSaves. In the meantime, ERIC will continue to work with the appropriate federal regulatory agencies to seek changes to existing reporting forms required under ERISA that can provide Oregon and other states the information they desire.”

The lawsuit did not impact employers that do not offer a qualified plan to their workers in Oregon. Those businesses will continue to register workers and facilitate OregonSaves. Because it is a state-based plan, OregonSaves has no fees or fiduciary risk for employers.

OregonSaves is a public-private partnership that was put into motion by the 2015 Oregon Legislature, and it serves a market that is not being served. More savings will help to address retirement poverty and also reduce the pressure on already stressed taxpayer-funded safety net programs.

Market research that identified those without savings options today found they are more likely to be younger workers, women, people of color and part-time workers.

The program was designed by the Oregon Retirement Savings Board with the help of businesses, consumer protection groups, and financial industry experts, based on investment best practices. Research shows that people are 15 times more likely to save, and will save more, if there is an option to do so through payroll deductions.

To ensure the program works well for employers and workers, it is rolling out gradually over the next three years, with rolling deadlines","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Courts",,,,,,,,,,"2019-01-08T17:44:00.000","James Sinks","2019-01-08T17:44:00.000","James Sinks","Business","Courts",,,,"based on employer size. At the same time, due to the success of the pilot phase, eligible businesses do not need to wait to facilitate and can sign up today.

OregonSaves is a Roth IRA and allows workers to save their own money into their own portable retirement savings accounts that follow them from job-to-job. The investments are in low cost mutual funds from State Street Global Advisors. An important fact: OregonSaves is not connected to the Oregon Public Employees Retirement System.

Judi Randall, finance director at Douglas Multi-Family Property Management Corp., an affordable housing nonprofit in Roseburg, said: “The process to get the program established was minimal, the OregonSaves software is easy to navigate, and the time and effort it took was worth the benefits the employees will gain from the program. Since we are not able to provide a retirement benefit, it is the least we could do for our employees.”

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.

###",,,
"Oregon State Treasury",,"Invest in yourself, and save on your taxes: Treasurer Read encourages Oregonians to take advantage of ‘Saver’s Credit’","Taxpayers can get a credit worth as much as $2,000 if they contribute to qualified retirement plans, such as the new OregonSaves","2018-04-04T00:00:00.000","2018","Salem","OR",,"Saving money for retirement can also help you save on your taxes.

That’s good news for all Oregonians who are doing the right thing and setting aside money for retirement. You could be eligible if you are saving:

·         on your own with a qualified plan like an Individual Retirement Arrangement (IRA).

·         at work with an employer-based plan like a 401(k) or SIMPLE-IRA.

·         at work via pioneering OregonSaves, the first-in-the-nation state-based program that launched this year and is helping thousands of people to save for the first time. 

The federal Retirement Savings Contributions Credit – also known as the “Saver’s Credit” -- lets taxpayers claim a credit of 50 percent, 20 percent or 10 percent of retirement plan or IRA contributions, depending on income, for the 2017 tax year, for up to $2,000 per filer.

“Your future quality of life is directly tied to your financial security,” said State Treasurer Tobias Read, the chair of the Oregon Retirement Savings Board. “Tools like the Saver’s Credit and OregonSaves are making it easier for Oregonians to invest in ourselves.”

Oregonians can qualify for the credit if they earned  $42,500 or less and file as head of household, $62,000 or less and file jointly, or $31,000 or less if they’re using any other filing status. 

It’s not too late to take advantage of the credit, if you are eligible. The IRS has a fact sheet about the Saver’s Credit.

If you do not have a retirement savings option available at work, then OregonSaves is for you.

Launched by the Oregon State Treasury, OregonSaves is a public-private partnership and available to Oregon workers whose employers do not offer a retirement savings option. Some 1 million Oregonians do not have the ability to save at work, according to market research. At the same time, people are 15 times more likely to save if there is a workplace-based option.

To learn more, visit www.OregonSaves.com. 

The Oregon Treasury does not collect or process taxes. Any Oregon tax-related questions should be referred to the Department of Revenue.

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.

###","{
  ""Photos"": [],
  ""Videos"": [
    {
      ""Url"": ""https://www.youtube.com/watch?v=mNNTj4Qwayg""
    }
  ],
  ""Audios"": []
}","Business,Children & Family,Consumer Information",,,,,,,,,,"2019-01-08T17:43:00.000","James Sinks","2019-01-08T17:45:00.000","James Sinks","Business","Children & Family","Consumer Information",,,,,,
"Oregon State Treasury",,"Building key infrastructure for less: New Oregon bond sale helps finance public projects around the state","Successful bond placement brings new momentum to the Oregon Bond Bank at Business Oregon","2018-04-11T00:00:00.000","2018","Salem","OR",,"A successful new bond sale this week helped finance key public projects around the state, which will put construction crews to work and improve the long-term quality of life for Oregonians.

The $31.3 million sale reactivated the Oregon Bond Bank which is a funding source for loan programs overseen by Business Oregon. The State Treasury managed the sale and helped to secure a strong credit rating for the revenue bonds—which lowered the cost of debt and will stretch public dollars.

“We are building a stronger future by making smart investments today in schools, bridges, water systems, and other vital public facilities,” said State Treasurer Tobias Read.

Since 1991, Oregon municipalities have secured roughly $400 million in financing for projects via the Oregon Bond Bank. Borrowers include large and small cities, counties, ports, water districts, sanitary districts and fire districts.

This is the first bond sale for the Oregon Bond Bank since 2010 and will allow for several new projects totaling $12 million. Those include a new building at the Coos Bay Airport, property for water treatment intake at Gold Beach, a pedestrian safety corridor in Rainier, and rehabilitation of the Tillamook City Hall.

“Projects like these help advance business development opportunities in rural Oregon, as well as enhance livability and safety in these communities,” said Business Oregon director Chris Harder.

The sale also included the refunding of approximately $27 million in outstanding Bond Bank debt, with the estimated $2.4 million in interest savings passed onto to local municipalities who’ve participated in past Bond Bank financings.

The all-in cost of funds for the 30-year transaction was 3.34 percent, though actual rates paid by  Bond Bank borrowers generally depends on the length of the loan and other factors.

The bond issue earned an AA+ rating from Standard and Poor’s and Aa2 rating from Moody’s Investors Service, an upgrade from the firm’s previous scoring for the debt. Moody’s reports the Aa2 rating primarily reflects the program's very strong default tolerance for loan payments despite a small and highly concentrated pool of borrowers, along with strong security pledges of borrowers that bolster loan repayment, overall adequate legal provisions, and sound management of the program by the state.

The Oregon Bond Bank is the combination of two state of Oregon infrastructure loan programs, the Special Public Works Fund and Water/Wastewater Program both operated by Business Oregon, the state’s economic development agency. More information on these and other programs operated by Business Oregon is available on the agency’s website at www.oregon4biz.com.

The Treasury Debt Management Division facilitates the sale of state bonds, interfaces with bond rating agencies on behalf of the state, connects nonprofits with lower-cost financing and maintains a bond calendar of all public debt issuances by Oregon governments.

 

Business Oregon, the state's economic development agency, invests in Oregon businesses, communities, and people to promote a globally competitive, diverse, and inclusive economy. The agency's services span rural community development and infrastructure financing; business retention, expansion and recruitment; export promotion and international trade; investments in industry research and development and entrepreneurship; small business assistance; and support for arts and cultural organizations.

 

The Oregon State Treasury protects public assets, saves money, and helps Oregonians to invest in themselves and their families through empowerment programs like the Oregon 529 Savings Network and OregonSaves. Treasury oversees public investment, banking, and debt management services. State investment policies are set by the Oregon Investment Council. Treasury also promotes public outreach and education to help Oregonians learn strategies to save money and make smart financial choices.

 

###","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Improving Government",,,,,,,,,,"2019-01-08T17:42:00.000","James Sinks","2019-01-08T17:42:00.000","James Sinks","Business","Improving Government",,,,,,,
"Oregon State Treasury",,"Oregon Treasurer announces stepped-up shareholder climate action to enhance corporate disclosure, advance sustainable returns","Following successes at Exxon and Occidental in 2017, Oregon trust funds will ramp up pressure in 2018 proxy voting season","2018-04-20T00:00:00.000","2018","Tigard","OR",,"The tide is turning when it comes to how corporations are preparing for climate change, thanks to mounting pressure from Oregon Treasury and other long-term institutional investors.

With Earth Day as a backdrop, Oregon Treasurer Tobias Read today announced new shareholder efforts to advance disclosure of material, climate-related risks and increase corporate preparedness -- to improve measures of long-term performance and sustainability.

“The markets will not reward ignorance and inaction about climate change,” said Treasurer Read, who is the custodian of state funds and a member of the Oregon Investment Council. “We know that companies will be better poised to succeed if they proactively address climate change and its related risks and opportunities.”

As a global investor, Oregon participated in 8,981 corporate meetings in 2017 and cast ballots in 15,227 separate proxy votes.

In watershed victories in 2017, Oregon Treasury was part of investor coalitions that successfully pushed Occidental Petroleum and ExxonMobil to better disclose climate-related risks and opportunities.

As part of the Treasurer’s proxy action strategy in 2018, Oregon Treasury-managed trust funds will press to continue the climate action momentum, and will support shareholder resolutions at major companies to disclose material risks and preparedness plans for rising global temperatures. Some of those resolutions ask for companies to respond to a scenario in which regulations are enacted to prevent global temperatures from rising by more than 2 degrees Celsius.

Shareholder resolutions will be forwarded at dozens of annual meetings including at Noble Energy, Anadarko, Kinder Morgan, and Chesapeake Energy.

“Shareholders with the right priorities can have a powerful and influential voice in management decisions. Fostering smart decisions about climate change is one of the reasons I have expanded Oregon’s corporate governance program,” said Treasurer Read.

You can learn more about those efforts in Stewardship, the annual report that outlines the Treasurer’s efforts to bolster sustainability across Oregon’s portfolios.

The corporate governance program seeks to enhance long-term performance through interaction with executives and boards of directors, advocacy via coalitions of like-minded investors, and proxy votes at annual shareholder meetings.

Treasury also is in the process of adding its first-ever investment officer focused on analyzing environmental, social and governance risks, which will complement and fortify the agency’s other corporate governance efforts.

 

###","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Environment & Energy",,,,,,,,,,"2019-01-08T17:40:00.000","James Sinks","2019-01-08T17:40:00.000","James Sinks","Business","Environment & Energy",,,,,,,
