QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
5220,Spatial Network Access Program (SNAP),Office of the Chief Technology Officer,OCTO,level4,Restricted Confidential,"The dataset contains information on DC Government’s communication Critical  Infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city’s public safety at risk.",Utility and Communication,Database,OCTO DC-Net,2011/08/24 04:00:00+00,Daily,"Maintains the mapping and tabular data on the physical network layer in support of Government Operations which includes all Public Safety, Health, Education and Government Ops.",Occasional Requests,,"Critical Physical Infrastructure, Assets, telecommunications",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,2338
5221,Solarwinds Dataset,Office of the Chief Technology Officer,OCTO,level3,Confidential,This data set contains District Critical Infrastructure information.,Technology,Database,OCTO NOC,,Daily,"Network Scanning software data that  contains confidential device and application details (hostnames, IP addresses, connectivity, etc.).",Occasional Requests,,technology,,2018/03/11 05:00:00+00,No,2339
5222,MAR Addresses,Office of the Chief Technology Officer,OCTO,level0,Open,,Location,Database,OCTO - GIS,2005/06/01 04:00:00+00,Daily,"Over 140,000 addresses and their associated geographies. Addresses are the way structures are identified and have the following components: Street Number, Street Name, Quadrant, City, State, Zip Code. For example: 441 4th Street NW, Washington, DC 20001.",Frequent Requests,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Location_WebMercator/MapServer/0,"Address, Master Address Reposity, DC GIS, DCRA",2017/06/28 04:00:00+00,2018/03/11 05:00:00+00,No,2340
5223,OCTO PASS Direct Vouchers,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,Data is subject to one or more FOIA exemptions,Government Operations,Database,OCTO-PASS,,Real-Time/Near Real-Time,PASS Direct Vouchers are all direct vouchers of the agencies processed in PASS,,,"PASS, Direct Vouchers, procurement",,2018/03/11 05:00:00+00,No,2341
5224,OCTO PASS Invoices,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,Data is subject to one or more FOIA exemptions,Government Operations,Database,OCTO-PASS,,Real-Time/Near Real-Time,PASS Invoices are all the invoices of the agencies processed in PASS,,,"PASS, PASS invoices, procurement",,2018/03/11 05:00:00+00,No,2342
5225,OCTO PASS Receipts,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,Data is subject to one or more FOIA exemptions,Government Operations,Database,OCTO-PASS,,Real-Time/Near Real-Time,PASS Receipts are all the good and services received by agencies in PASS,Unknown,,"PASS, PASS Receipts,  procurement",,2018/03/11 05:00:00+00,No,2343
5226,OCTO PASS Solicitations,Office of the Chief Technology Officer,OCTO,level0,Open,Open,Government Operations,Database,OCTO-PASS,,Real-Time/Near Real-Time,PASS Solicitations are all the solicitations processed by agencies in PASS,Unknown,,"PASS, Solicitations, procurement",,2018/03/11 05:00:00+00,No,2344
5227,Purchase Order details,Office of the Chief Technology Officer,OCTO,level0,Open,open,Government Operations,Database,OCTO - PASS,,Daily,Purchase orders issued by agencies using the PASS system.,,http://opendata.dc.gov/datasets?q=purchase%20orders,"PASS, purchase orders, procurement",2017/08/15 04:00:00+00,2018/03/11 05:00:00+00,No,2345
5228,RemedyForce Change Management,Office of the Chief Technology Officer,OCTO,level3,Confidential,This data contains information relating to the IT Critical Infrastructure of the District.,Government Operations,Database,OCTO - Applications,2014/10/01 04:00:00+00,Real-Time/Near Real-Time,"RemedyForce (OCTO's Help Desk) Change Management is used to document and track all requests to make operational changes to the networked environment supporting the District Government.  This includes but is not limited to software installations and updates, and hardware installations and maintenance.",Unknown,,Change management requests task,2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2346
5229,Security Information and Event Management (SIEM) Data,Office of the Chief Technology Officer,OCTO,level4,Restricted Confidential,SIEM Data contains IT Critical Infrastructure information and could be used to potentially gain access to systems that contain Level 4 data.,Technology,Other,OCTO-CWITS,2013/01/01 05:00:00+00,Real-Time/Near Real-Time,"Security Information and Event Management (SIEM) Data is comprised of system and security logs for every server and network device on the District's enterprise network.  Log data in received, analyzed, digitally signed, and stored.",Occasional Requests,,"technology, IT, InfoSec, security, cyber",2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2347
5230,Sentry Power Manager - System Status,Office of the Chief Technology Officer,OCTO,level3,Confidential,Dataset contain  Critical Infrastructure Information.,Facility and Structure,Other,OCTO DC-Net,2014/01/01 05:00:00+00,Daily,"Sentry power manager monitors the cabinet power distribution units and assets within the OCTO data centers, including information about overall system status, temperature, and power usage. Data collected are similar to nLyte information but the system housing this dataset also pushes firmware updates and allows for remote functions to be performed.",No Requests,,Infrastructure monitoring utility/asset management,2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2348
5231,MAR Blocks,Office of the Chief Technology Officer,OCTO,level0,Open,,Location,Database,OCTO - GIS,2005/06/01 04:00:00+00,Quarterly,Stores information about blocks.  Blocks are defined as from one street intersection to the next one.  This table is based on information in DDOT?s Street Spatial Database (SSD).,,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Location_WebMercator/MapServer/5,location,2017/06/12 04:00:00+00,2018/03/11 05:00:00+00,No,2349
5232,MAR Intersections,Office of the Chief Technology Officer,OCTO,level0,Open,,Location,Database,OCTO - GIS,2005/06/01 04:00:00+00,Quarterly,"Stores information about intersections.  Intersections are defined as from when two or more streets form a junction (at grade or not at grade).   It also includes overpasses, underpasses, ramps and named alley intersections.",Occasional Requests,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Location_WebMercator/MapServer/2,location,2017/06/12 04:00:00+00,2018/03/11 05:00:00+00,No,2350
5233,MAR Address Alias's,Office of the Chief Technology Officer,OCTO,level0,Open,,Location,Database,OCTO GIS,2005/06/01 04:00:00+00,Yearly,"Stores place names.  Example include: Museums, Historical Sites, Building Numbers on Military Sites, Names of Buildings on Universities, Metros Station Entrances, Traffic Circles, Names of condo / Apartments buildings, DC Gov named buildings, Federal",Occasional Requests,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Location_WebMercator/MapServer/3,"location, place names, geographic names, building names",2017/06/30 04:00:00+00,2018/03/11 05:00:00+00,No,2351
5234,MAR/SSL Cross Ref Table,Office of the Chief Technology Officer,OCTO,level0,Open,,Location,Database,OCTO - GIS,2005/06/01 04:00:00+00,Weekly,Stores the complicated many to many relationship between addresses and Square Suffixes Lots (SSLs) (property).,Occasional Requests,N/A,location,2017/08/17 04:00:00+00,2018/03/11 05:00:00+00,No,2352
5235,DC One Card Identity Management System (IDMS),Office of the Chief Technology Officer,OCTO,level3,Confidential,Data contains critical infrastructure information with Personally Identifiable Information (PII),Government Operations,Database,OCTO-DC1,2009/01/01 05:00:00+00,Real-Time/Near Real-Time,"The DC1C IDMS system captures the personal information (name, address, etc.) for each citizen\student that obtains a DC One Card.  The IDMS systems manages the data inputs (for example active DC student data and DCPS employee data) that facilitate card issuance.  The IDMS system manages the card issuance workflows and sends minimal data to its 3rd party card printer and to other target systems (such as DC Public Library) so citizens can use the card to access DCPL services. The DC One Card is a consolidated credential designed to give children, adults and seniors access to DC government facilities and programs, including public schools, recreation",Occasional Requests,,government operations dc1c DC One Card students citizens,2017/07/24 04:00:00+00,2018/03/11 05:00:00+00,No,2353
5238,SQA Testing Data for DOEE Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Environment,Database,OCTO-SQA,2016/07/20 04:00:00+00,Daily,"This Dataset consists of Requirements , Test cases , Test Results and Defects",,,environment,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2354
5239,SQA Testing Data for DHS Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Services,Database,OCTO-SQA,2015/07/08 04:00:00+00,Daily,"This Dataset consists of Requirements, Test Cases, Defects and Test Results",,,public service,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2355
5240,SQA Testing Data for DCPS Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Education,Database,OCTO-SQA,2017/06/29 04:00:00+00,Daily,"This Dataset Includes Requirements, Test cases, Defects and Test Results",,,education,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2356
5241,SQA Testing Data for DCRA Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Safety,Database,OCTO-SQA,2015/07/08 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases, Defects, Test Results",,,public safety,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2357
5242,SQA Testing Data for DMV Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Services,Database,OCTO-SQA,2017/07/04 04:00:00+00,Daily,"This Dataset Consists of Requirements , Test cases , Defects. Test Results",,,public service,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2358
5243,SQA Testing Data for DCPS LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Education,Database,OCTO-SQA,2016/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance Test scripts, Test Results",,,education,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2359
5244,SQA Testing Data for E_Webapps LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance scripts, Test Results",,,economy,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2360
5245,SQA Testing Data for OCTO LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance scripts, Test Results",,,Chief Technology Office,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2361
5246,SQA Testing Data for HCM LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Financial,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance scripts, Test Results",,,Human Capital management,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2362
5247,SQA Testing Data for GIS LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Planning Land Use and Zoning,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance scripts, Test Results",,,planning,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2363
5248,SQA Testing Data for DOES LoadRunner,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Services,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Performance scripts, Test cases , Defects, Test Results",,,public service,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2364
5249,SQA Testing Data for Remedy Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Administrative and Other Boundaries,Database,OCTO-SQA,,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,boundaries,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2365
5251,SQA Testing Data for E_Webapps Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2016/08/18 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,economy,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2366
5252,SQA Testing Data for LSDBE Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,economy,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2367
5253,SQA Testing Data for OCTO  Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,Chief Technology officer,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2368
5255,SQA Testing Data for OEA Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Business and Economic Development,Database,OCTO-SQA,2016/08/19 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,Employee Appeals,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2369
5256,SQA Testing Data for DPW Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Environment,Database,OCTO-SQA,2016/08/19 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,environment,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2370
5257,SQA Testing Data for HCM Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Financial,Database,OCTO-SQA,2017/07/05 04:00:00+00,Daily,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,Human Capital Management,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2371
5258,SQA Testing Data for DOH Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Health,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,health,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2372
5259,SQA Testing Data for GIS Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Planning Land Use and Zoning,Database,OCTO-SQA,2017/03/01 05:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,geographic information system,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2373
5260,SQA Testing Data for HSEMA Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Safety,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,public safety,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2374
5261,SQA Testing Data for OPGS Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Safety,Database,OCTO-SQA,2016/08/19 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,public safety,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2375
5262,SQA Testing Data for DHS  LoadRunner,Office of the Chief Technology Officer,OCTO,level3,Confidential,This dataset is subject to one or more FOIA exemptions.,Public Services,Database,OCTO-SQA,2017/07/05 04:00:00+00,Real-Time/Near Real-Time,"This Dataset contains Requirements, Test cases , Defects, Test Results",,,public service,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2376
5263,SQA Testing Data for CITYDW Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Administrative and Other Boundaries,Database,OCTO-SQA,2016/07/06 04:00:00+00,Quarterly,"This Dataset contains Requirements, Test cases, Defects, Test Results",,,Data Warehouse Projects,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2377
5264,SQA Testing Data for DOES Application Life Cycle Management,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,This dataset is subject to one or more FOIA exemptions.,Public Services,Database,OCTO-SQA,2017/03/02 05:00:00+00,Daily,"This Dataset contains Requirements, Test cases, Defects, Test Results",,,public service,2017/07/25 04:00:00+00,2018/03/11 05:00:00+00,No,2378
5265,Access Control System (ACS),Office of the Chief Technology Officer,OCTO,level4,Restricted Confidential,"The dataset contains information on DC Government’s critical communication infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city’s public safety at risk.",Utility and Communication,Other,OCTO DC-Net,2017/05/15 04:00:00+00,Real-Time/Near Real-Time,"This dataset contains 90 days worth of Authentication/Authorization/Accounting (AAA) records for DC Government network equipment. Data are used to monitor who or what is allowed entrance to a system, environment or facility.",No Requests,,"Telecommunications Network, AAA, Devices",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,2379
5266,Call Center Logs,Office of the Chief Technology Officer,OCTO,level3,Confidential,May contain information not releasable under Exemption 6: Information may contain Personally Identifiable Information (PII) .,Utility and Communication,Database,OCTO DC-Net,,Daily,"This dataset contains records related to incoming and outgoing phone calls to DC government call centers, including the name of the caller, the number or extension dialed, and the time, date, and duration of the call. Does not contain information related to the nature of the phone call. May also be used for infrastructure planning purposes.",No Requests,,"telecommunications, telephone, call center",2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2380
5267,"Governance, Risk and Compliance (GRC)",Office of the Chief Technology Officer,OCTO,level4,Restricted Confidential,GRC data contains IT Critical Infrastructure information and could be used to potentially gain access to systems that contain Level 4 data.,Technology,Database,OCTO - CWITS,2017/07/03 04:00:00+00,Real-Time/Near Real-Time,"This dataset contains the business process and technical data for each system/application in the District, their vulnerabilities, and compliance status.",Occasional Requests,,"technology, IT, InfoSec, security, cyber, risk, compliance",2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2381
5268,DC-Net Service - Invoice Inventory,Office of the Chief Technology Officer,OCTO,level2,For District Government Use,"The dataset contains organization level customer organization for billing, invoicing, and new service request purposes. This data may be subject to one or more FOIA exemptions.",Utility and Communication,Database,OCTO DC-Net,,Daily,"This is a dataset contains information about DC-NET customers (organizations) including DC-CAN, Federal, DC Government agencies.",No Requests,,"Billing, telecommunications",2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2382
5269,Secure key box Tracking,Office of the Chief Technology Officer,OCTO,level3,Confidential,"This dataset contains Personally Identifiable Information (PII), employee badge numbers and historical data of who and when keys were accessed and returned.",Facility and Structure,Database,OCTO DC-Net,2010/01/01 05:00:00+00,Weekly,This dataset contains information key boxes within OCTO data centers and at DCNet HQ. This tool provides records of who and when keys are removed from the secure key boxes.,Frequent Requests,,"DataCenter, Keys, Monitoring",2017/10/11 04:00:00+00,2018/03/11 05:00:00+00,No,2383
5270,Cisco Prime DCPS Wireless Infrastructure Usage,Office of the Chief Technology Officer,OCTO,level4,Restricted Confidential,"The dataset contains information on DC Government’s communication Critical Infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city’s public safety at risk. ",Utility and Communication,Other,OCTO DC-Net,,Real-Time/Near Real-Time,Wireless usage history for District of Columbia Public Schools indoor and outdoor wireless infrastructure access points. Contains IP addresses and other infrastructure information.,Unknown,,"infrastructure, wireless, WiFi",,2018/03/11 05:00:00+00,No,2384
5271,Requests for Assistance Received by ODR,Office of Disability Rights,ODR,level3,Confidential,Contains Personally Identifiable Information (PII) and Protected Health Information (PHI).,Government Operations,Database,ODR,,Daily,Internal data on requests received for information and referral or technical assistance.  Also includes data regarding dispositions of both employee/constituent complaints and employee reasonable accommodation.,Frequent Requests,,government operations,,2018/03/11 05:00:00+00,No,2385
5272,Sign Language Interpreter Assignment,Office of Disability Rights,ODR,level1,Public Not Proactively Released,Data require subjective redaction.,Government Operations,Database,ODR,,Daily,"Requests for Sign Language Interpreter services through District-wide MOU, fulfillment of those services and vendor used, cost",Frequent Requests,,government operations,,2018/03/11 05:00:00+00,No,2386
5273,Training Information,Office of Disability Rights,ODR,level1,Public Not Proactively Released,Data require subjective redaction.,Government Operations,Database,ODR,,Monthly,"Training offered, agencies trained, number of total participants in each session, names of participants,",Occasional Requests,,government operations,,2018/03/11 05:00:00+00,No,2387
5274,Youth Bullying Prevention Program ? Case Intervention,Office of Human Rights,OHR,level3,Confidential,This dataset contains Personally Identifiable Information (PII) and is exempt from disclosure under D.C. Code § 2-534(a)(2).,Government Operations,Database,Office of Human Rights,,Quarterly,"This dataset contains details of the education cases in which it has provided early intervention for the Citywide Youth Bullying Prevention Program.  The program works with youth-serving government agencies, District schools and youth-serving government grantees to ensure bullying prevention policies are adopted and implemented in ways consistent with the best practices adopted by the Youth Bullying Prevention Task Force. ",No Requests,,government operations,2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2388
5275,Human Rights Complaints,Office of Human Rights,OHR,level3,Confidential,Information contained in the dataset includes personally identifiable information (PII) related to complainant and parties named in the complaint. The FOIA exemption D.C. Code § 2-534(a)(2) also applies to this dataset.,Government Operations,Database,Office of Human Rights,,Daily,"Information about complaints filed with the Office of Human Rights related to quality of life: employment, education and housing.  This information includes, names of parties, contact information, and allegations of the complaint, including type and basis.  

Dataset is used to report on the following:

Number of Inquiries (Initial complaints filed by complainants)
Types of Complaints filed (i.e., employment, housing, etc.)
Basis of Complaints filed (i.e. race, gender, sex, etc.)
Number of docketed complaints (complaints which OHR has accepted for investigation)
Types of Docketed Charges (i.e., employment, housing, etc.)
Basis of Docketed Charges (i.e. race, gender, sex, etc.)
Number of Cases Mediated
Number of Cases Settled and the Dollar ",Occasional Requests,,"government operations, OHR, complaints, human rights",2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2389
5276,Language Access Scorecard Information,Office of Human Rights,OHR,level1,Public Not Proactively Released,Publication of these data would impose an undue administrative burden on the agency. Summary data are provided as part of the Language Access Compliance Review: https://ohr.dc.gov/node/16662,Government Operations,Database,Office of Human Rights,,Quarterly,"This dataset contains information related to  evaluation of covered agencies compliance rates. [Original]

The Language Access Program (LAP) fulfills its mandated function by ensuring each major public contact agency identifies an attainable two-year plan that guides individual agency accountability to the  DC Language Access Act of 2004, and by reviewing the agency?s progress on this plan on a quarterly basis. Thirty-nine major public contact agencies currently have biennial plans and are required to provide quarterly progress reports to OHR. All covered entities are required to report total encounters with  limited
and non-English proficient (LEP/NEP) customers annually, and all language services provided by the agency over the course of ",No Requests,,government operations,2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2390
5277,Human Rights Training,Office of Human Rights,OHR,level3,Confidential,"The dataset contains personally identifiable information (PII) and is exempt from disclosure under D.C. Code § 2-534(a)(2). Derivative statistics are published annually in the agency performance plan, available at https://ohr.dc.gov/page/annualreports",Government Operations,Database,Office of Human Rights,,Monthly,"Number of trainings delivered by OHR to internal and external entities. Includes information about the individuals trained, type(s) of training, and other related statistics.",No Requests,,government operations,2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2391
5278,Youth Bullying Prevention Program ? Training,Office of Human Rights,OHR,level2,For District Government Use,The dataset contains personally identifiable information (PII) and is exempt from disclosure under D.C. Code § 2-534(a)(2). Derivative statistics are published in the agency performance plan: https://ohr.dc.gov/page/annualreports,Government Operations,Database,Office of Human Rights,,Quarterly,"OHR maintains a log of trainings, delivered by OHR's Youth Bullying Prevention Program, to  District agencies, grantees, and educational institutions that provide services to, as required by the Youth Bullying Prevention Act of 2012.",No Requests,,government operations,2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2392
5279,Language Access Initial Intervention Data Log,Office of Human Rights,OHR,level3,Confidential,"Contains personally identifiable information (PII) and is exempt from disclosure under D.C. Code § 2-534(a)(2). Number of complaints is reported in agency annual report, available here: https://ohr.dc.gov/page/annualreports",Government Operations,Database,Office of Human Rights,,Daily,"These data are a log of individual complaints to OHR regarding the Language Access Program. The program is housed in the OHR and exists to eliminate language-based discrimination, enabling DC residents, workers, and visitors to receive equivalent information and services from the DC government, regardless of what language they speak. The Program?s scope includes all District agencies that come into contact with the public, and it supports these agencies in providing translation and interpretation services for customers who are limited or non-English proficient (LEP/NEP).  When OHR receives an initial complaint alleging Language Access violation, OHR providers immediate intervention to attempt resolution of the complaint.",No Requests,,government operations,2017/12/12 05:00:00+00,2018/03/11 05:00:00+00,No,2393
5280,DC Archaeological Collections,Office of Planning,OP,level3,Confidential,Much of the archaeological content is protected from release by the federal Archaeological Resources Protection Act (to avoid destruction of these resources).,Historic,Other,OP,,Monthly,"Catalogs the historical artifact holdings of the State Historic Preservation Office using PastPerfect, a commercial product designed for this purpose.",No Requests,,"OP, Planning, Archeology, artifacts, historic",,2018/03/11 05:00:00+00,No,2394
5281,Map Tracking,Office of Planning,OP,level1,Public Not Proactively Released,The agency has not invested the resources to publish this working dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Government Operations,Database,OP,2003/06/25 04:00:00+00,Unknown,"Contains ""OPID"" tracking information for every paper or pdf-format map we have made for several years, together with information on who made it, and where the associated documents are stored (if they were saved.)",No Requests,,"OP, planning, maps, mapping, OPID",,2018/03/11 05:00:00+00,No,2395
5282,Map Requests,Office of Planning,OP,level3,Confidential,Contains Personally identifiable information (PII) on map requestors. The information in this dataset is protected from public disclosure under DC Official Code § 2–534(a)(2).,Government Operations,Database,OP,2003/05/01 04:00:00+00,Real-Time/Near Real-Time,"Contains information on who requested each map (and their contact information), when requests were made and fulfilled, which staff person fulfilled them, and customer service metrics for the work.",Frequent Requests,,"OP, planning, maps, map requests, customer service",,2018/03/11 05:00:00+00,No,2396
5283,Historic Preservation Review Board Case Log,Office of Planning,OP,level1,Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Historic,Database,OP,,Unknown,"Contains records of cases referred to the Historic Preservation Review Board, to the Old Georgetown Board, and to the Commission of Fine Arts based on jurisdiction under the Shipstead-Luce Act.  This is a working tool, and typically only retains the most recent 2-3 years of information.",,,"OP, Planning, Historic Preservation, HPRB, Historic Preservation Review Board, Old Georgetown Board, Shipstead Luce, Commission of Fine Arts",,2018/03/11 05:00:00+00,No,2397
5321,Loss Control Reports,Office of Risk Management,ORM,level1,Public Not Proactively Released,"Not protected from public disclosure or subject to withholding under the law, regulation, or contract. Nevertheless, publication of the dataset on the public internet and exposure to search engines would potentially require subjective redaction and may expose the District to legal liability.
",Administrative and Other Boundaries,Other,Insurance Division,2016/01/01 05:00:00+00,Real-Time/Near Real-Time,"Loss Control Reports and recommendations from insurance carriers regarding the acceptability of physical locations 
Loss Data 
(Restricted to District Government, but available to public if requested) Reports and recommendations are retained in ORM?s shared drive and hard copies, when received as such.",Unknown,,"Loss Control, Insurance",,2018/03/11 05:00:00+00,No,2398
