UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Source Information: Technical Contact,Common Core: Publisher,Common Core: Contact Name,Source Information: Program,Common Core: Contact Email,Source Information: Start Date,Common Core: Public Access Level,Source Information: Frequency of Data Change,Source Information: End Date,Source Information: Format,Source Information: Source Department
8y6h-xdtb,Asset Inventory,"This dataset is an inventory of the assets on the site. Here you can track the performance of data publishing, metadata maintenance, as well as present an overview of what data exists on the site.

Note: This is only updated once per day.",Socrata (DoNotDelete),trc9-69xh,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/8y6h-xdtb,https://data.nola.gov/resource/8y6h-xdtb.json,10/10/2016 12:50:27 AM,06/06/2024 09:53:07 PM,11/13/2020 03:56:23 AM,data.nola.gov,false,92,15,asset,1069,76,,,,,,,,,,,,,,,,,,
rghf-h6i6,Program Analytics: Tags Audit,"This dataset is an inventory of all the tags used on this site. Use this dataset to understand how tags are being used across different types of assets on this site, identify most popular tags to invest in, or determine unpopular tags to clean up. This dataset does not include tags from unpublished assets or non-native (i.e. federated) assets. If there are no tags on this domain this dataset will be empty.",Socrata,nkpd-cvga,published,private,not_ready,official,system_dataset,,,https://data.nola.gov/d/rghf-h6i6,https://data.nola.gov/resource/rghf-h6i6.json,01/20/2022 02:28:29 AM,01/20/2022 02:28:30 AM,01/20/2022 02:28:31 AM,data.nola.gov,false,0,0,,,21,,,,,,,,,,,,,,,,,,
79g3-4wie,Business Non-Compliance Actions,,J.B. Raasch,7kk9-bewq,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/79g3-4wie,https://data.nola.gov/resource/79g3-4wie.json,07/15/2020 06:01:12 PM,07/15/2020 08:09:34 PM,04/17/2024 05:10:50 AM,data.nola.gov,false,26,7,,2317,26,,,,,,,,,,,,data@nola.gov,,,,,,Orleans Parish Communication Division (911)
dunx-5if8,Road Centerlines,"City of New Orleans street centerlines. Available on the City of New Orleans ArcGIS Online Data Portal at the above link. The City of New Orleans is moving into the Local Government Information Model, which follows the Federal Geographic Data Commission (FGDC) standards.  Changes to the structure of street names continues as we move to consolidate street name databases from several city agencies.  The names represented here are those found in city ordinances where possible or other references which feature the intended name.  Please understand that the spelling and structure of these names may be significantly different than what you are used to seeing and may not match those currently on street signs displayed by the Department of Public Works.The New Orleans street centerline is a dynamic dataset which changes as our city evolves.  The consolidation of nearly 300 years of records in multiple languages (Spanish, French, English, Native American, Vietnamese, etc) is a difficult task.  We welcome any assistance in getting our historical names correct.  Thank you for your patience as we continue to work toward one master street name inventory.The street centerlines reflect known rights-of-way in the City of New Orleans--improved or not.  While FGDC standards and consolidation needs require a full road name field, we have included an additional field with a CASS certified abbreviated road name.  Some freeway ramps and overpass names remain nonstandard as they may lack a true legal name.  These will be altered as needed.",City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,href,Geographic Base Layers,"new orleans,street,streets,centerlines,egis,roads",https://data.nola.gov/d/dunx-5if8,,07/24/2015 09:05:29 PM,01/29/2018 09:24:07 PM,07/24/2015 09:05:29 PM,data.nola.gov,false,1137,240,Row,,,gis@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),City of New Orleans - Department of Information Technology & Innovation,,,,,,,,,data@nola.gov,,,,,,Information Technology and Innovation - Enterprise GIS
8kiw-2bt5,Untitled Story - 06-28-2017,,WhitneyS,usuy-y6jj,published,private,not_ready,official,story,,,https://data.nola.gov/stories/s/8kiw-2bt5,,06/28/2017 08:56:27 PM,06/28/2017 08:56:27 PM,06/28/2017 08:56:27 PM,data.nola.gov,false,0,0,,,,,,,,,,,,,,,,,,,,,
38ry-4ixx,GIS assets,"This dataset is an inventory of the assets on the site. Here you can track the performance of data publishing, metadata maintenance, as well as present an overview of what data exists on the site.

Note: This is only updated once per day.",City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,filter,,,https://data.nola.gov/d/38ry-4ixx,https://data.nola.gov/resource/38ry-4ixx.json,08/16/2018 04:53:12 PM,01/30/2025 05:51:20 AM,11/13/2020 03:56:23 AM,data.nola.gov,true,1,0,asset,90,74,,,,,,,8y6h-xdtb,,,,,,,,,,,
piqf-hqti,Blightstatus,"Blighted structures that have been demolished since the inception of BlightStat on October 1, 2010.  BlightStat is a public meeting that tracks the City's progress in meeting Mayor Landrieu's stated goal of eliminating 10,000 blighted New Orleans properties in three years.  Scheduled update: QuarterlyIn February 2014, the City made several changes to the dataset involving data cleaning and de-duplication. This process entailed adding demolition start and completion dates to demolitions, cleaning and verifying the addresses of demolitions, and removing duplicate cases based on their GeoPIN. The data set still includes several cases with duplicated GeoPINs, where multiple units were demolished on the same parcel.Acronyms used in the dataset:Federal Emergency Management Agency (FEMA)Imminent Danger of Collapse (IDC)New Orleans  Redevelopment Authority (NORA)Strategic Demolition for Economic Recovery (SDER) also known asNew Orleans Strategic Demo (NOSD)Louisiana Land Trust (LLT)UPDATED: 2/03/17",Landon Patterson,hsvm-fnv7,published,private,rejected,community,filter,"Housing, Land Use, and Blight","blight,blightstat,demolition,demo",https://data.nola.gov/d/piqf-hqti,https://data.nola.gov/resource/piqf-hqti.json,02/08/2017 03:50:29 PM,01/14/2025 10:34:09 PM,11/26/2019 06:05:10 PM,data.nola.gov,true,1,0,Row,,8,,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Performance and Accountability,,,,e3wd-h7q2,,,Cameron MacPhee,,camacphee@nola.gov,,,,,,Code Enforcement
ixk2-zmhx,I10 Shootings,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2022. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. Please request 911 audio via our public records request system here: https://nola.nextrequest.com.

In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division. In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1. Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Bun Choum,wdy4-f8zk,published,private,not_ready,community,map,Public Safety and Preparedness,,https://data.nola.gov/d/ixk2-zmhx,https://data.nola.gov/resource/ixk2-zmhx.json,09/28/2022 05:43:39 AM,09/28/2022 06:14:50 AM,01/01/2023 09:00:30 AM,data.nola.gov,true,4,0,,,,,,Orleans Parish Communications District,,,,nci8-thrr,,,,,data@nola.gov,,,,,,Police Department (NOPD)
k9yu-a633,CMS,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2016. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",DMZ,ukh5-75yu,published,private,rejected,community,filter,Public Safety and Preparedness,"crime,police",https://data.nola.gov/d/k9yu-a633,https://data.nola.gov/resource/k9yu-a633.json,12/02/2016 09:31:18 PM,01/29/2025 03:21:14 AM,04/05/2017 04:17:17 PM,data.nola.gov,true,1,0,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,wgrp-d3ma,,,,,data@nola.gov,,,,,,NOPD
rcgj-dq5r,Homicides and 34S 2022,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2022. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. Please request 911 audio via our public records request system here: https://nola.nextrequest.com.

In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division. In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1. Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Michelle Proctor,su8n-ftmn,published,private,not_ready,community,map,Public Safety and Preparedness,,https://data.nola.gov/d/rcgj-dq5r,https://data.nola.gov/resource/rcgj-dq5r.json,03/14/2022 02:07:06 PM,03/14/2022 02:46:31 PM,01/01/2023 09:00:30 AM,data.nola.gov,true,9,0,,,,,,Orleans Parish Communications District,,,,nci8-thrr,,,,,data@nola.gov,,,,,,Police Department (NOPD)
4vrm-j3vs,Mardi Gras Cleanup Zones,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/4vrm-j3vs,https://data.nola.gov/resource/4vrm-j3vs.json,02/17/2025 05:31:11 PM,02/27/2026 07:59:34 PM,02/17/2025 05:31:12 PM,data.nola.gov,true,35,0,,,,,,,,,,gwkn-mg2e,,,,,,,,,,,
rxyx-tjww,Police Reports,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.

Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Stephanie Lemoine,fsmt-fbcy,published,private,rejected,community,filter,Public Safety and Preparedness,"electronic police report,police,epr",https://data.nola.gov/d/rxyx-tjww,https://data.nola.gov/resource/rxyx-tjww.json,08/21/2018 03:02:46 PM,01/14/2025 10:35:43 PM,02/28/2026 07:00:10 AM,data.nola.gov,true,5,1,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,3m97-9vtw,,,,,data@nola.gov,,,,,,Police Department (NOPD)
4yqq-ya2t,2016 Drug Paraphernalia Charges,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Nora Fuller,574t-wm6h,published,private,rejected,community,filter,Public Safety and Preparedness,"epr,police,electronic police report",https://data.nola.gov/d/4yqq-ya2t,https://data.nola.gov/resource/4yqq-ya2t.json,09/07/2017 09:23:51 PM,01/14/2025 10:19:47 PM,02/28/2026 07:00:11 AM,data.nola.gov,true,1,1,Row,,19,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,4gc2-25he,,,,,data@nola.gov,,,,,,Police Department (NOPD) 
6vuq-f7eb,Untitled Visualization - Based on Electronic Police Report 2017,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.<br /><br />Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",shm,e98t-bpaw,published,private,rejected,community,visualization,Public Safety and Preparedness,,https://data.nola.gov/d/6vuq-f7eb,https://data.nola.gov/resource/6vuq-f7eb.json,12/01/2017 06:06:01 PM,12/01/2017 06:06:02 PM,02/28/2026 07:00:11 AM,data.nola.gov,true,5,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,qtcu-97s9,,,,,,,,,,,
ye3t-i5m7,Untitled Visualization - Based on Electronic Police Report 2012,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Elizabeth Seaman,pnrv-ire4,published,private,rejected,community,visualization,Public Safety and Preparedness,,https://data.nola.gov/d/ye3t-i5m7,https://data.nola.gov/resource/ye3t-i5m7.json,11/25/2017 09:34:58 PM,11/25/2017 09:36:25 PM,02/28/2026 07:00:14 AM,data.nola.gov,true,3,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,x7yt-gfg9,,,,,,,,,,,
ebft-hwy3,Untitled Story - 07-19-2017,,WhitneyS,usuy-y6jj,published,private,not_ready,official,story,,,https://data.nola.gov/stories/s/ebft-hwy3,,07/19/2017 09:32:18 PM,07/19/2017 09:32:18 PM,07/19/2017 09:32:18 PM,data.nola.gov,false,0,0,,,,,,,,,,,,,,,,,,,,,
gv4h-8jxn,Untitled Story - 01-03-2018,,Deleted User,hn68-w99i,published,private,not_ready,official,story,,,https://data.nola.gov/stories/s/gv4h-8jxn,,01/03/2018 08:56:23 PM,01/03/2018 08:56:23 PM,01/03/2018 08:56:23 PM,data.nola.gov,false,0,0,,,,,,,,,,,,,,,,,,,,,
ie4s-3zgs,Police Districts Demographics 2020,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/ie4s-3zgs,https://data.nola.gov/resource/ie4s-3zgs.json,05/15/2023 07:38:39 PM,02/28/2026 01:34:37 AM,06/13/2023 04:55:16 PM,data.nola.gov,true,24,0,,,,,,,,,,8js4-isah,,,,,,,,,,,
xapq-ir4v,District E Structures,This is a listing of all properties in NORA's inventory that are not under contract.,Shannon,jj32-8h5g,published,private,rejected,community,filter,"Housing, Land Use, and Blight",,https://data.nola.gov/d/xapq-ir4v,https://data.nola.gov/resource/xapq-ir4v.json,04/01/2014 03:02:54 AM,01/14/2025 10:38:29 PM,03/04/2026 03:37:35 PM,data.nola.gov,true,3,0,,,7,,Creative Commons 1.0 Universal (Public Domain Dedication),New Orleans Redevelopment Authority (NORA),,,,5ktx-e9wc,,,,,,,,,,,
im2h-ywri,Neighborhood Organizations,,Franklin Williams,8ibz-n25n,published,public,approved,official,dataset,,,https://data.nola.gov/d/im2h-ywri,https://data.nola.gov/resource/im2h-ywri.json,03/21/2015 01:48:43 AM,05/11/2017 11:09:44 PM,03/21/2015 01:48:43 AM,data.nola.gov,false,63,2,,261,7,,,,,,,,,,,,,,,,,,
pdkd-84zw,Streetlights Other,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,Transportation and Infrastructure,,https://data.nola.gov/d/pdkd-84zw,https://data.nola.gov/resource/pdkd-84zw.json,12/13/2021 09:25:56 PM,02/28/2026 02:43:52 PM,10/30/2025 04:19:17 PM,data.nola.gov,true,22,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),DPW Contractor,,,,i3e4-42kc,,,,,,,,,,,
vgpk-2scb,Local Historic Districts,"Polygon dataset representing local New Orleans Historic Districts. Local historic districts are created to regulate, preserve, and protect historic districts and landmarks within the City of New Orleans and may or may not correspond to districts listed on the National Register of Historic Places. As of 2007, there are 14 local historic districts within New Orleans/Orleans Parish, ten administered by the New Orleans Historic District Landmarks Commission and four by the Central Business District Historic District Landmarks Commission. The City of New Orleans Department of Information Technology &amp; Innovation creates, collects and stores GIS infrastructure and other data.  Data are provided by various departments within the City, other government entities, utilities, and private enterprise.  The primary purpose for maintaining this enterprise GIS is to provide spatial analysis, decision support and mapping services to all City Departments.",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/vgpk-2scb,https://data.nola.gov/resource/vgpk-2scb.json,08/04/2021 06:20:11 PM,12/29/2025 07:00:19 PM,02/16/2025 01:38:35 AM,data.nola.gov,false,551,938,,22,8,,,,,,,,,,,,,,,,,,
bsqt-btyi,Public Land,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/bsqt-btyi,https://data.nola.gov/resource/bsqt-btyi.json,10/29/2024 09:02:40 PM,10/29/2024 09:02:42 PM,11/10/2025 12:33:38 AM,data.nola.gov,false,187,236,,2149,16,,,,,,,,,,,,,,,,,,
7r9k-td95,Police Stations,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>List of police stations from NOHSEP. Queried out from the ESRI Local Government Information Model's facility site points for ease of use. Feeds in to apps on the Common Operational Picture.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/7r9k-td95,https://data.nola.gov/resource/7r9k-td95.json,04/13/2022 09:19:16 PM,04/13/2022 09:19:18 PM,12/22/2022 03:27:32 PM,data.nola.gov,false,219,670,,13,18,,,,,,,,,,,,,,,,,,
qa73-irdh,Mardi Gras First Aid Stations,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/qa73-irdh,https://data.nola.gov/resource/qa73-irdh.json,02/17/2025 05:31:04 PM,02/17/2025 05:31:05 PM,02/17/2025 05:31:07 PM,data.nola.gov,false,78,29,,6,7,,,,,,,,,,,,,,,,,,
ty5q-5sza,New View,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",David,iu9d-7kat,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/ty5q-5sza,https://data.nola.gov/resource/ty5q-5sza.json,05/19/2016 03:40:46 PM,01/29/2025 03:22:21 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,19,0,Row,,27,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
68xw-8wjn,Neighborhood Statistical Area,"In 1980 the New Orleans City Planning Commission, for planning and decision-making purposes, divided the city into Census Tract based 'neighborhoods'. Additional neighborhoods were created after the 1990 and 2000 Censuses. Following Hurricane Katrina the Greater New Orleans Community Data Center (GNOCDC) settled on these boundaries to facilitate the use of local data in decision-making. These neighborhoods underwent further change during the 2010 Census due to modifications (consolidation and/or splitting) of Census Tracts. The resulting boundaries were renamed as 'Neighborhood Statistical Areas' to reflect their actual function. Census Tracts are small, relatively permanent statistical subdivisions of a county or statistically equivalent entity delineated by local participants as part of the U.S. Census Bureau's Participant Statistical Areas Program. The primary purpose of Census Tracts is to provide a stable set of geographic units for the presentation of decennial census data.",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/68xw-8wjn,https://data.nola.gov/resource/68xw-8wjn.json,03/17/2025 08:29:09 PM,03/03/2026 08:03:35 PM,03/17/2025 08:29:12 PM,data.nola.gov,true,751,0,,,,,,,,,,exvn-jeh2,,,,,,,,,,,
wy29-i338,Adjudication Enforcement Cases for the Office of Business and External Services,"A dataset of all enforcement cases against parcels within six adjudication departments - Code Enforcement, Alcohol Beverage Outlets (ABO), Historic District and Landmarks Commission (HDLC), Vieux Carre Commission (VCC), Short Term Rentals (STR) and Zoning - from January 1st, 2018 to current day.",Enterprise Information Data Team,uqfu-rapx,published,public,approved,official,dataset,"Housing, Land Use, and Blight","blight,alcohol,adjudication,abo,zoning,obes,str,vcc,landmarks,mpm,historic district,hdlc,code enforcement",https://data.nola.gov/d/wy29-i338,https://data.nola.gov/resource/wy29-i338.json,08/16/2022 09:42:19 PM,11/30/2022 09:58:21 PM,03/29/2026 04:21:53 AM,data.nola.gov,false,617,2886,,107271,42,camacphee@nola.gov,,Office of Performance and Accountability,,,,,,,,,data@nola.gov,,,,,,Performance and Accountability (OPA)
xech-3hnj,Catch Basins,"<DIV STYLE=""text-align:Left;""><P><SPAN>Most current layer of catch basins for the City of New Orleans. Updated as needed by DPW to track cleaning and other attributes.</SPAN></P></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,Transportation and Infrastructure,,https://data.nola.gov/d/xech-3hnj,https://data.nola.gov/resource/xech-3hnj.json,12/13/2021 09:04:11 PM,02/28/2026 04:04:01 PM,11/29/2025 08:13:23 PM,data.nola.gov,true,148,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Public Works (DPW),,,,se4p-ierc,,,,,,,,,,,
fwm4-zx9s,nola9.26,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.Note: For download of entire dataset, export as .csv",Treen,4ynf-dp25,published,private,rejected,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/fwm4-zx9s,https://data.nola.gov/resource/fwm4-zx9s.json,09/26/2018 02:09:31 PM,01/29/2025 03:20:31 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,1,Row,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,,data@nola.gov,,,,,,Safety and Permits
