
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Presentations","Encoding Provenance of Social Science Data: Integrating PROV with DDI","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Lagoze C, Williams J, Vilhuber L, Block W.  
2013.  Encoding Provenance of Social Science Data: Integrating PROV with DDI. ","","C. Lagoze; J. Williams; L. Vilhuber; W. Block","","","2013","EDDI"
"Presentations","Generic Statistical Information Model (GSIM)","","http://hdl.handle.net/1808/11045","Lalor T, Vale S, Gregory A.  
2013.  Generic Statistical Information Model (GSIM). ","","T. Lalor; S. Vale; A. Gregory","","","2013","NADDI"
"Presentations","GSIM and DDI: Working Together","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Lalor T, Duffes G.  
2013.  GSIM and DDI: Working Together. ","","T. Lalor; G. Duffes","","","2013","EDDI"
"Presentations","Common Statistical Production Architecture ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Lalor T, Gregory A.  
2013.  Common Statistical Production Architecture . ","","T. Lalor; A. Gregory","","","2013","EDDI"
"Presentations","Collaborative Markup of Library and Research Data: Examples from OCUL","","http://hdl.handle.net/1808/11050","Leahey A.  
2013.  Collaborative Markup of Library and Research Data: Examples from OCUL. ","","A. Leahey","","","2013","NADDI"
"Posters","SRDA Community Platform Development","10.5281/zenodo.3781195","https://doi.org/10.5281/zenodo.3781195","Liang C-J.  
2013.  SRDA Community Platform Development. ","","C.J. Liang","","","2013","IASSIST"
"Presentations","Historization and Versioning of DDILifecycle Metadata Objects - Findings in the STARDAT Project","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Mühlbauer A.  
2013.  Historization and Versioning of DDILifecycle Metadata Objects - Findings in the STARDAT Project. ","","A. Mühlbauer","","","2013","EDDI"
"Presentations","Metadata for Complex Information","10.5281/zenodo.3781157","https://doi.org/10.5281/zenodo.3781157","Neidert L.  
2013.  Metadata for Complex Information. ","","L. Neidert","","","2013","IASSIST"
"Presentations","Standardized Quality Declarations with DDI, SDMX, and Colectica","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Nielsen M, Iverson J, Smith D.  
2013.  Standardized Quality Declarations with DDI, SDMX, and Colectica. ","","M. Nielsen; J. Iverson; D. Smith","","","2013","EDDI"
"Presentations","How would you like to have your DDI today?","10.5281/zenodo.3781263","https://doi.org/10.5281/zenodo.3781263","Olsson O, Jensen J, Fihn J, Jakobsson S, Olsbanning A.  
2013.  How would you like to have your DDI today? ","","O. Olsson; J. Jensen; J. Fihn; S. Jakobsson; A. Olsbanning","","","2013","IASSIST"
"Presentations","Mapping DDI-RDF Discovery - a Hackathon Story ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Olsson O, Jensen J.  
2013.  Mapping DDI-RDF Discovery - a Hackathon Story . ","","O. Olsson; J. Jensen","","","2013","EDDI"
"Presentations","New Tools for Complex Surveys: the DASISH Questionnaire Design Documentation Tool and Question Variable Data Base","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Orten H, Bakkmoen H, Prestage Y, Widdop S.  
2013.  New Tools for Complex Surveys: the DASISH Questionnaire Design Documentation Tool and Question Variable Data Base. ","","H. Orten; H. Bakkmoen; Y. Prestage; S. Widdop","","","2013","EDDI"
"Presentations","SDMX and DDI Working Together","","https://slideplayer.com/slide/7091878/","Pellegrino M, Grofils D.  
2013.  SDMX and DDI Working Together. ","","M. Pellegrino; D. Grofils","","","2013",""
"Publications","DDI-SDMX Integration and Implementation","","https://unece.org/fileadmin/DAM/stats/documents/ece/ces/ge.40/2013/WP5.pdf","Pellegrino M, Grofils D.  
2013.  DDI-SDMX Integration and Implementation. UNECE Conference of European Statisticians, Work Session on Statistical Metadata. ","Powerpoint: http://www.unece.org/fileadmin/DAM/stats/documents/ece/ces/2006/WP5_slid...
","M. Pellegrino; D. Grofils","","","2013",""
"Presentations","Applying DDI to a Longitudinal Study of Aging","","http://hdl.handle.net/1808/11053","Radler B, Iverson J, Smith D.  
2013.  Applying DDI to a Longitudinal Study of Aging. ","","B. Radler; J. Iverson; D. Smith","","","2013","NADDI"
"Presentations","Building a Harmonized Data Market for Longitudinal Data with MIDUS and DDI ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Radler B, Iverson J, Smith D.  
2013.  Building a Harmonized Data Market for Longitudinal Data with MIDUS and DDI . ","","B. Radler; J. Iverson; D. Smith","","","2013","EDDI"
"Presentations","Integrating Colectica, Nesstar, and DDI-Lifecycle Pt2: Nesstar - a Dissemination Toolkit","10.5281/zenodo.3781033","https://doi.org/10.5281/zenodo.3781033","Risnes Ø.  
2013.  Integrating Colectica, Nesstar, and DDI-Lifecycle Pt2: Nesstar - a Dissemination Toolkit. ","","Ø. Risnes","","","2013","IASSIST"
"Workshops","Learn How to Use the Nesstar REST API. Use Javascript and HTML to Bring Your DDI Metadata and the Power of Nesstar to Your Website","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Risnes Ø.  
2013.  Learn How to Use the Nesstar REST API. Use Javascript and HTML to Bring Your DDI Metadata and the Power of Nesstar to Your Website. ","","Ø. Risnes","","","2013","EDDI"
"Presentations","A New CESSDA Portal for European Research Data Discovery","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Risnes Ø, Shepherdson J, Heus P.  
2013.  A New CESSDA Portal for European Research Data Discovery. ","","Ø. Risnes; J. Shepherdson; P. Heus","","","2013","EDDI"
"Presentations","REST API for Nesstar. Present Your Data and Metadata in New Ways - Fast","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Risnes Ø.  
2013.  REST API for Nesstar. Present Your Data and Metadata in New Ways - Fast. ","","Ø. Risnes","","","2013","EDDI"
"Posters","Modelling an Evolving, Geospatial SKOS Code List","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Risnes Ø, Voldsæter O.  
2013.  Modelling an Evolving, Geospatial SKOS Code List. ","","Ø. Risnes; O. Voldsæter","","","2013","EDDI"
"Presentations","Administrative Data in the IAB Metadata Management System","","http://hdl.handle.net/1808/11064","Schiller D, Barkow I.  
2013.  Administrative Data in the IAB Metadata Management System. ","","D. Schiller; I. Barkow","","","2013","NADDI"
"Presentations","Proposing a Metadata Solution over Multiple RDCs in the German Context ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Schiller D, Barkow I.  
2013.  Proposing a Metadata Solution over Multiple RDCs in the German Context . ","","D. Schiller; I. Barkow","","","2013","EDDI"
"Presentations","Harmonizing Between Different Agencies Using DDI Profiles","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Schiller D, Barkow I, Hebing M.  
2013.  Harmonizing Between Different Agencies Using DDI Profiles. ","","D. Schiller; I. Barkow; M. Hebing","","","2013","EDDI"
"Presentations","The Questionnaire Generation in the French National Statistical Institute","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Sigaud E.  
2013.  The Questionnaire Generation in the French National Statistical Institute. ","","E. Sigaud","","","2013","EDDI"
"Presentations","Integrating Colectica, Nesstar, and DDI-Lifecycle Pt 1","10.5281/zenodo.3781031","https://doi.org/10.5281/zenodo.3781031","Smith D.  
2013.  Integrating Colectica, Nesstar, and DDI-Lifecycle Pt 1. ","","D. Smith","","","2013","IASSIST"
"Presentations","Colectica for Excel: Using DDI Lifecycle with Spreadsheets","","http://hdl.handle.net/1808/11054","Smith D.  
2013.  Colectica for Excel: Using DDI Lifecycle with Spreadsheets. ","","D. Smith","","","2013","NADDI"
"Presentations","Generating Blaise Surveys from the Data Documentation Initiative's Metadata Standard using Colectica ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Smith D, Iverson J.  
2013.  Generating Blaise Surveys from the Data Documentation Initiative's Metadata Standard using Colectica . ","","D. Smith; J. Iverson","","","2013","EDDI"
"Presentations","Do We Need a Perfect Metadata Standard or is Good Enough Good Enough?","10.5281/zenodo.3781097","https://doi.org/10.5281/zenodo.3781097","Spencer S.  
2013.  Do We Need a Perfect Metadata Standard or is Good Enough Good Enough? ","","S. Spencer","","","2013","IASSIST"
"Presentations","Introducing OAIS and DDI into an on-going research process: The MPC experience","10.5281/zenodo.3781265","https://doi.org/10.5281/zenodo.3781265","Thomas W.  
2013.  Introducing OAIS and DDI into an on-going research process: The MPC experience. ","","W. Thomas","","","2013","IASSIST"
"Workshops","DDI: Metadata to support collection processes, discovery, and comparability","","http://hdl.handle.net/1808/11060","Thomas W.  
2013.  DDI: Metadata to support collection processes, discovery, and comparability. ","","W. Thomas","","","2013","NADDI"
"Workshops","DDI: Capturing metadata throughout the research process for preservation and discovery","","http://hdl.handle.net/1808/11059","Thomas W.  
2013.  DDI: Capturing metadata throughout the research process for preservation and discovery. ","","W. Thomas","","","2013","NADDI"
"Presentations","DDI Specification: Current Status and Outlook","","http://hdl.handle.net/1808/11055","Thomas W, Gregory A.  
2013.  DDI Specification: Current Status and Outlook. ","","W. Thomas; A. Gregory","","","2013","NADDI"
"Presentations","PANEL: DDI and Metadata from the Researcher's Perspective","","http://hdl.handle.net/1808/11052","Thomas W, J. Brown C, Nakao R.  
2013.  PANEL: DDI and Metadata from the Researcher's Perspective. ","","W. Thomas; C. Brown; R. Nakao","","","2013","NADDI"
"Workshops","Data and Metadata Management: A Business Perspective","10.5281/zenodo.5246285","https://doi.org/10.5281/zenodo.5246285","Thomas W, Hebing M.  
2013.  Data and Metadata Management: A Business Perspective. ","","W. Thomas; M. Hebing","","","2013","EDDI"
"Presentations","To 3.2 or Not to 3.2? That is the Question","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Thomas W, Johnson J.  
2013.  To 3.2 or Not to 3.2? That is the Question ","","W. Thomas; J. Johnson","","","2013","EDDI"
"Presentations","Use cases for DDI and SDMX","","https://slideplayer.com/slide/7714817/","Unknown.  
2013.  Use cases for DDI and SDMX. ","European Commission Technical workshop, Luxembourg, 5-6-7 June 2013.
"," Unknown","","","2013",""
"Publications","Strategic Priorities of the Data Documentation Initiative (DDI) Alliance, Spring 2013","","http://www.unece.org/fileadmin/DAM/stats/documents/ece/ces/ge.40/2013/WP6.pdf","Vardigan M.  
2013.  Strategic Priorities of the Data Documentation Initiative (DDI) Alliance, Spring 2013. ","","M. Vardigan","","","2013",""
"Presentations","Metadata Portal Project: Using DDI to Enhance Data Access and Dissemination","","http://hdl.handle.net/1808/11057","Vardigan M.  
2013.  Metadata Portal Project: Using DDI to Enhance Data Access and Dissemination. ","","M. Vardigan","","","2013","NADDI"
"Presentations","DDI - A Metadata Standard for the Community","","http://hdl.handle.net/1808/11056","Vardigan M, Wackerow J.  
2013.  DDI - A Metadata Standard for the Community. ","","M. Vardigan; J. Wackerow","","","2013","NADDI"
"Presentations","Managing Confidentiality and Provenance across Mixed Private and Publicly-Accessed Data and Metadata","","https://hdl.handle.net/1813/34534","Vilhuber L, Abowd J, Block W, Lagoze C, Williams J.  
2013.  Managing Confidentiality and Provenance across Mixed Private and Publicly-Accessed Data and Metadata. ","
Social science researchers are increasingly interested in making use of confidential micro-data that contains linkages to the identities of people, corporations, etc. The value of this linking lies in the potential to join these identifiable entities with external data such as genome data, geospatial information, and the like. Leveraging these linkages is an essential aspect of “big data” scholarship. However, the utility of these confidential data for scholarship is compromised by the complex nature of their management and curation. This makes it difficult to fulfill US federal data management mandates and interferes with basic scholarly practices such as validation and reuse of existing results. We describe in this paper our work on the CED2AR prototype, a first step in providing researchers with a tool that spans the confidential/publicly-accessible divide, making it possible for researchers to identify, search, access, and cite those data. The particular points of interest in our work are the cloaking of metadata fields and the expression of provenance chains. For the former, we make use of existing fields in the DDI (Data Description Initiative) specification and suggest some minor changes to the specification. For the latter problem, we investigate the integration of DDI with recent work by the W3C PROV working group that has developed a generalizable and extensible model for expressing data provenance.

","L. Vilhuber; J. Abowd; W. Block; C. Lagoze; J. Williams","Confidentiality; DDI; PROV; Provenance","","2013",""
"Posters","Managing and Sharing Data within the Collaborative Research Center SFB 882 in Practice: Data Documentation within a Virtual Research Environment for the Social Sciences","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Vompras J, Broschinski C.  
2013.  Managing and Sharing Data within the Collaborative Research Center SFB 882 in Practice: Data Documentation within a Virtual Research Environment for the Social Sciences. ","","J. Vompras; C. Broschinski","","","2013","EDDI"
"Presentations","DDI Lifecycle: Moving Forward – Outcome of the Recent Workshop in Dagstuhl ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Wackerow J.  
2013.  DDI Lifecycle: Moving Forward – Outcome of the Recent Workshop in Dagstuhl . ","","J. Wackerow","","","2013","EDDI"
"Presentations","Using DDI to Automate Blaise Instrument Generation","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Wall S.  
2013.  Using DDI to Automate Blaise Instrument Generation. ","","S. Wall","","","2013","EDDI"
"Presentations","Developing a Transportable, Standardised System of Monitoring Employing Harmonised Metadata Files Which Can Aid Central Field Supervision, Control and Monitoring ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Widdop S, Bristle J, Prestage Y.  
2013.  Developing a Transportable, Standardised System of Monitoring Employing Harmonised Metadata Files Which Can Aid Central Field Supervision, Control and Monitoring . ","","S. Widdop; J. Bristle; Y. Prestage","","","2013","EDDI"
"Presentations","The Comprehensive Extensible Data Documentation and Access Repository (CED2AR), version 1.0","","https://iassistdata.org/conferences/archive/2013-cologne/","Williams J, Block W, Brown W, Arguillas F.  
2013.  The Comprehensive Extensible Data Documentation and Access Repository (CED2AR), version 1.0. ","","J. Williams; W. Block; W. Brown; F. Arguillas","","","2013","IASSIST"
"Posters","CharmStats and DataCoH","","https://iassistdata.org/conferences/archive/2013-cologne/","Winters K.  
2013.  CharmStats and DataCoH. ","","K. Winters","","","2013","IASSIST"
"Posters","DDI Tools Catalogue: A Sharing Platform for Everyone","10.5281/zenodo.3781199","https://doi.org/10.5281/zenodo.3781199","Wira-Alam A.  
2013.  DDI Tools Catalogue: A Sharing Platform for Everyone. ","","A. Wira-Alam","","","2013","IASSIST"
"Presentations","Using SAS to generate DDI-Codebook XML from Information Managed in Excel Spreadsheets","","http://hdl.handle.net/1808/11058","Wright P.  
2013.  Using SAS to generate DDI-Codebook XML from Information Managed in Excel Spreadsheets. ","","P. Wright","","","2013","NADDI"
"Posters","Easy DDI Organizer (EDO): Metadata Management and Survey Planning Tool Based on DDI-Lifecycle","10.5281/zenodo.3781229","https://doi.org/10.5281/zenodo.3781229","Yonekura Y.  
2013.  Easy DDI Organizer (EDO): Metadata Management and Survey Planning Tool Based on DDI-Lifecycle. ","","Y. Yonekura","","","2013","IASSIST"
"Posters","Easy DDI Organizer (EDO) - Open Source Survey Planning and Metadata Management Software","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Yonekura Y.  
2013.  Easy DDI Organizer (EDO) - Open Source Survey Planning and Metadata Management Software. ","","Y. Yonekura","","","2013","EDDI"
"Presentations","Utilizing DDI-Lifecycle in the STARDAT Project to Manage Data Documentation","10.5281/zenodo.3781085","https://doi.org/10.5281/zenodo.3781085","Zenk-Möltgen W.  
2013.  Utilizing DDI-Lifecycle in the STARDAT Project to Manage Data Documentation. ","","W. Zenk-Möltgen","","","2013","IASSIST"
"Presentations","Metadata Management for Research Data with DBKfree ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/05_EDDI_2013_Paris_program.pdf","Zenk-Möltgen W.  
2013.  Metadata Management for Research Data with DBKfree . ","","W. Zenk-Möltgen","","","2013","EDDI"
"Presentations","A Technical Perspective on Use-Case-Driven Challenges for Software Architectures to Document Study and Variable Information","10.5281/zenodo.3781025","https://doi.org/10.5281/zenodo.3781025","Zloch M, Bosch T, Wegener D.  
2013.  A Technical Perspective on Use-Case-Driven Challenges for Software Architectures to Document Study and Variable Information. ","","M. Zloch; T. Bosch; D. Wegener","","","2013","IASSIST"
"Posters","The Next Generation Microdata Information System (MISSY)-Towards a Best-Practice Open-Source Software Architecture for DDI-Driven Data Models","10.5281/zenodo.3781203","https://doi.org/10.5281/zenodo.3781203","Zloch M, Bosch T, Wegener D.  
2013.  The Next Generation Microdata Information System (MISSY)-Towards a Best-Practice Open-Source Software Architecture for DDI-Driven Data Models. ","","M. Zloch; T. Bosch; D. Wegener","","","2013","IASSIST"
"Presentations","Modeling the Lifecycle into a Combination of Tools (","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Barkow I.  
2012.  Modeling the Lifecycle into a Combination of Tools (. ","","I. Barkow","","","2012","EDDI"
"Workshops","Building Applications with the Nesstar API ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Bidargaddi A.  
2012.  Building Applications with the Nesstar API . ","","A. Bidargaddi","","","2012","EDDI"
"Presentations","Nesstar – from Tool to Toolkit: A Programmable DDI-based Platform","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Bidargaddi A, Førgaard R, Risnes Ø.  
2012.  Nesstar – from Tool to Toolkit: A Programmable DDI-based Platform. ","","A. Bidargaddi; R. Førgaard; Ø. Risnes","","","2012","EDDI"
"Presentations","An Early Prototype of the Comprehensive Extensible Data Documentation and Access Repository (CED2AR)","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Block W, Williams J, Abowd J, Vilhuber L, Lagoze C.  
2012.  An Early Prototype of the Comprehensive Extensible Data Documentation and Access Repository (CED2AR). ","","W. Block; J. Williams; J. Abowd; L. Vilhuber; C. Lagoze","","","2012","EDDI"
"Presentations","How to Infer an Ontology of the Data Documentation Initiative?","10.5281/zenodo.3781358","https://doi.org/10.5281/zenodo.3781358","Bosch T.  
2012.  How to Infer an Ontology of the Data Documentation Initiative? ","","T. Bosch","","","2012","IASSIST"
"Workshops","Create your own information systems on the basis of DDILifecycle","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Bosch T, Zloch M.  
2012.  Create your own information systems on the basis of DDILifecycle. ","","T. Bosch; M. Zloch","","","2012","EDDI"
"Presentations","Powering Official Statistics at Statistics New Zealand with DDI-L and Colectica: A Case Study","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Brown A, Iverson J, Smith D, Vermaaten S.  
2012.  Powering Official Statistics at Statistics New Zealand with DDI-L and Colectica: A Case Study. ","","A. Brown; J. Iverson; D. Smith; S. Vermaaten","","","2012","EDDI"
"Presentations","Semantic Categorization of DDI Metadata","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Bunakov V.  
2012.  Semantic Categorization of DDI Metadata. ","","V. Bunakov","","","2012","EDDI"
"Presentations","Issues around Implementing DDI in a Survey Organisation","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Corbett J, Stafford R.  
2012.  Issues around Implementing DDI in a Survey Organisation. ","","J. Corbett; R. Stafford","","","2012","EDDI"
"Workshops","Semantic Statistics for Social, Behavioural, and Economic Sciences: Leveraging the DDI Model for the Linked Data Web","","http://www.dagstuhl.de/12422","Cyganiak R, Gregory A, Thomas W, Wackerow J.  
2012.  Semantic Statistics for Social, Behavioural, and Economic Sciences: Leveraging the DDI Model for the Linked Data Web. ","This workshop will examine the DDI metadata model used in the Social, Behavioural, and Economic (SBE) sciences, and design an implementation of that model using the Semantic Web standards (RDF, OWL, etc.). Invited participants will represent the user community (data librarians, archivists, researchers, data producers), DDI experts, and experts in the Semantic Web technologies and standards. The goal of the workshop is to develop a best practice for the publication of microdata into the Linked Data Web, which might be put forward as a standard for use with data in this domain for dissemination on the Web.
","R. Cyganiak; A. Gregory; W. Thomas; J. Wackerow","","","2012",""
"Presentations","Update on Questasy, a Data Dissemination Tool Based on DDI3 (","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","de Vet E.  
2012.  Update on Questasy, a Data Dissemination Tool Based on DDI3 (. ","","E. de Vet","","","2012","EDDI"
"Presentations","Tools for extracting ASCII data and DDI metadata from Stata, SPSS, and other proprietary statistical file formats","10.5281/zenodo.3781356","https://doi.org/10.5281/zenodo.3781356","DeCarlo A.  
2012.  Tools for extracting ASCII data and DDI metadata from Stata, SPSS, and other proprietary statistical file formats. ","","A. DeCarlo","","","2012","IASSIST"
"Presentations","Integrating DDI 3-based Tools with Web Services: Connecting Colectica and eXist-db","10.5281/zenodo.3781414","https://doi.org/10.5281/zenodo.3781414","Fihn J, Iverson J.  
2012.  Integrating DDI 3-based Tools with Web Services: Connecting Colectica and eXist-db. ","","J. Fihn; J. Iverson","","","2012","IASSIST"
"Presentations","Implementation of the DdiEditor in DDA","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Fink ASofia.  
2012.  Implementation of the DdiEditor in DDA. ","","A.Sofia Fink","","","2012","EDDI"
"Presentations","CIMES: A Tool for Describing European Official Statistics Microdata","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Fleureux R, Jayet C, Szulek A.  
2012.  CIMES: A Tool for Describing European Official Statistics Microdata. ","","R. Fleureux; C. Jayet; A. Szulek","","","2012","EDDI"
"Presentations","Metadata Editing Framework: An open source project for building metadata tools","10.5281/zenodo.3781352","https://doi.org/10.5281/zenodo.3781352","Gager J.  
2012.  Metadata Editing Framework: An open source project for building metadata tools. ","","J. Gager","","","2012","IASSIST"
"Presentations","70 Years of UK Birth Cohort Data into DDI Lifecycle? ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Gierl C, Johnson J.  
2012.  70 Years of UK Birth Cohort Data into DDI Lifecycle?  ","","C. Gierl; J. Johnson","","","2012","EDDI"
"Presentations","DDI Lifecycle and Qualitative Data: Development of a Formal Model","10.5281/zenodo.3781388","https://doi.org/10.5281/zenodo.3781388","Gregory A, Wackerow J.  
2012.  DDI Lifecycle and Qualitative Data: Development of a Formal Model. ","","A. Gregory; J. Wackerow","","","2012","IASSIST"
"Presentations","Data without Boundaries: A DDI-Based Metadata Model for Supporting Cross-National Data Discovery","10.5281/zenodo.3781420","https://doi.org/10.5281/zenodo.3781420","Gregory AT.  
2012.  Data without Boundaries: A DDI-Based Metadata Model for Supporting Cross-National Data Discovery. ","","A.T. Gregory","","","2012","IASSIST"
"Working Papers","Developing a Model-Driven DDI Specification ","10.3886/DDIWorkingPaper04","","Gregory A, Thomas W, Vardigan M, Wackerow J, Block W, Bosch T, Fitzpatrick B, Gillman D, Greenfield J, Hebing M et al..  
2012.  Developing a Model-Driven DDI Specification . DDI Working Paper Series (Other Topics). ","This paper, an outcome of a 2012 Dagstuhl seminar on ""DDI Moving Forward,"" captures the decisions and deliberations of the seminar participants on the approach to creating a new model-based standard.
The DDI Alliance has initiated new work to build a model-based specification from which technical bindings can be generated. This approach will carry many benefits in terms of communicating with other standards efforts and maintaining consistency. To launch this project, a group of experts met in Wadern, Germany, in October 2012, where different approaches to the modeling effort were discussed and design goals established. Also discussed were efforts to align DDI with the Generic Statistical Information Model (GSIM), a reference model describing the process of producing official statistics. There are clear synergies between the DDI and GSIM, and the Alliance has offered to produce the implementation layer for GSIM. A roadmap outlining steps in realizing the DDI model is under development and will lay out concrete plans to realize the vision. 
","A. Gregory; W. Thomas; M. Vardigan; J. Wackerow; W. Block; T. Bosch; B. Fitzpatrick; D. Gillman; J. Greenfield; M. Hebing; L. Hoyle; C. Humphrey; J. Johnson; J. Linnerud; B. Mathiak; S. McEachern; O. Olsson; B. Radler; O. Risnes; D. Smith; D. Wegener; W. Zenk-Möltgen","","","2012",""
"Workshops","DDI Lifecycle: Moving Forward","","http://www.dagstuhl.de/12432","Gregory A, Thomas W, Vardigan M, Wackerow J.  
2012.  DDI Lifecycle: Moving Forward. ","Motivation
DDI (Data Documentation Initiative) began as an XML archival codebook format and then branched off to cover the research data life cycle. In the process of becoming a metadata standard for the social, behavioral, and economic sciences, the specification has continued to add new coverage and functionality to respond to new user requirements. DDI is now growing beyond social science into the official statistics and medical research communities.
As data take on increasing importance in research and policy-making and as new data types are explored and combined, expectations for metadata rise as well. The DDI has an opportunity to respond to community expectations by creating a new version of the specification that can transcend traditional disciplinary barriers to document data about humans and their impact more broadly. As an example, while data collection instruments in the social sciences have traditionally been surveys, we can also view blood pressure gauges and magnetic resonance imaging (MRI) scans as new types of instruments that capture and export data. There is also a growing emphasis on data from administrative registers and various Internet sources. This leads to the need for a new way of looking at metadata that does not require added complexity but rather a smart and economical approach to metadata scoping and modeling.
Goals
It is critical that the new version of the DDI specification be based on UML data model as the canonical version. This model can then be expressed in XML Schema, RDF/OWL Ontology, relational database schema, and other languages. Such an abstract data model will make it easier to interact with other disciplines and other standards, to understand the specification, to develop and maintain it in a consistent and structured way, and to enable software development that is less dependent on specific DDI versions.
In addition, we envision that the new version will address:

Abstraction of data capture/collection/source with “plug-ins” to handle different types of data
New content on sampling, survey implementation, weighting, and paradata
New content pertaining to qualitative data
Framework for data and metadata quality
Framework for access to data and metadata
Process (work flow) description across the data life cycle, including support for automation and replication
Integration with existing standards like GSBPM/GSIM, SDMX, CDISC, Triple-S
Disclosure review and remediation
Data management planning

Expected Results
This workshop will provide a forum for interested participants with both a substantive and technical focus to contribute to a re-envisioned model-driven DDI specification. Deliverables from the workshop will include drafts of the model and its documentation, which will then be made available for public review, and mappings to other standards.
","A. Gregory; W. Thomas; M. Vardigan; J. Wackerow","","","2012",""
"Presentations","DDI and GSIM – Impacts, Context, and Future Possibilities","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Gregory A.  
2012.  DDI and GSIM – Impacts, Context, and Future Possibilities. ","","A. Gregory","","","2012","EDDI"
"Presentations","Resource Discovery for Official Statistics ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Gregory A, Wittenberg M.  
2012.  Resource Discovery for Official Statistics . ","","A. Gregory; M. Wittenberg","","","2012","EDDI"
"Presentations","Administrative and Survey Data: DDI-based Documentation for a Combined Analysis","10.5281/zenodo.3781424","https://doi.org/10.5281/zenodo.3781424","Hebing M, Schiller D.  
2012.  Administrative and Survey Data: DDI-based Documentation for a Combined Analysis. ","","M. Hebing; D. Schiller","","","2012","IASSIST"
