Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 8:11:32,"Summit Resources, LLC",Client Command,https://www.clientcommand.com,legal@clientcommand.com,,410 Peachtree Pkwy Suite 4240,Cumming,GA,30060,USA,,No,Yes,No,https://clientcommand.com/client-command-privacy-notice/,No,,No,,No,,No,,No,,"Exclusive of employee data which is never sold, the business solely collects standard personal information, and no sensitive data is sold/licensed.  Business does receive some data that could fall under the definition of precise geolocation data from certain data sources, but this data is not sold/licensed or offered for sale/licensing to purchasers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 8:45:34,Catalist LLC,,https://www.catalist.us,ggruver@catalist.us,202-962-7200,"1310 L Street NW, Suite 500",Washington,DC,20005,USA,,No,No,No,https://catalist.us/privacy-policy/,No,,No,,No,,No,,No,,Additional information regarding Catalist’s data collection practices is available on our privacy page (catalist.us/privacy-policy).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:03:10,Digion Inc,Struture,https://www.structure.ac,support@structure.ac,,"1041 N Dupont Hwy #1047
",Dover,DE,19901,USA,,No,No,No,https://www.structure.ac/opt_outs/new,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:07:05,AGR Marketing Solutions LLC,,https://www.agrmarketingsolutions.com,info@agrmarketingsolutions.com,,130 E Marion Ave #510968,Punta Gorda,FL,33951,USA,,No,No,No,https://www.agrmarketingsolutions.com/privacy-policy,No,,No,,No,,No,,No,,not at this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:09:09,"Apollo Interactive, LLC",,https://www.apollointeractive.com,legal@apollointeractive.com,,531 Main Street Suite 902,El Segundo,CA,90245,USA,,No,No,No,https://apollointeractive.com/privacy-policy.php,No,,No,,No,,No,,No,,Consumers can exercise their data rights with our easy to use form located at apollointeractive.com/data-rights.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:09:44,Digital Viking Media,,https://www.digitalvikingmedia.com,jen@digitalvikingmedia.com,5032030001,"13681 Newport Ave, Suite 8-226",Tustin,CA,92780,USA,,No,Yes,No,https://www.healthfamilyhome.com/privacy-policy,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:10:11,TargetSmart Communications LLC,N/A,https://www.targetsmart.com,privacy@targetsmart.com,,1155 15Tth Street NW SUITE 750,Washington,DC,20005,USA,,No,No,No,https://privacy.targetsmart.com/do-not-sell-my-personal-information,No,,No,,No,,No,,Yes,"TargetSmart has specific contractual relationships that call for separate, specialized, secure data operations within a HIPPA secured environment. ","Additional information regarding TargetSmart's data collection and privacy policies can be found at:
privacy.targetsmart.com/
privacy.targetsmart.com/privacy-policy
privacy.targetsmart.com/cookie-policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:23:04,Statara Solutions LLC,,https://www.statara.com,privacy@statara.com,,501 Silverside Road Suite 316,Wilmington,DE,19809,USA,,No,No,No,https://statara.com/opt-out-ca/,No,,No,,No,,No,,No,,"Additional Information about Statara's privacy practices can be found at:
1) statara.com/privacy/
2) statara.com/privacy-policy/
3) statara.com/cookie-policy/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:30:55,Health is Wealth Marketing LLC,PickMedicare,https://www.pickmedicare.com,info@pickmedicare.com,,98 E Montecito Ave,Sierra Madre,CA,91024,USA,,No,No,No,https://healthiswealthmedicare.com/privacy-policy/,No,,No,,No,,No,,No,,Data collection is an essential function to our business due to the fact our customers continue to call us and we are required to maintain records for compliance. We do not store data or resale data for the purpose of marketing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:35:05,"Exact Opco, LLC",Exact Customer,https://www.exactcustomer.com,stevej@exactcustomer.com,,1270 Ave. of the Americas 7th Floor,New York,NY,10020,USA,,No,No,No,https://expertwindows.com/CA-Privacy-Expert.html,No,,No,,No,,No,,No,,Nothing more at this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:39:00,Complete Mailing Lists LLC,,https://www.completemailinglists.com,ewoolf@CompleteMailingLists.com,914-771=6640,"190 East Post Rd
",White Plains,NY,10601,USA,,No,No,No,https://www.completemailinglists.com/do-not-sell-my-information,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 10:47:16,Infortal Associates Inc. ,Infortal Worldwide,https://www.infortal.com,CTal@infortal.com,408-298-9700,"900 E Hamilton Ave, Suite 100
",Campbell,CA,95008,USA,,No,Yes,No,https://infortal.com/privacy-policy/,Yes,"We are regulated under FCRA with respect to reporting information to employers when conducting background checks on their prospective hires / employees.
",Yes,"These include running thorough background checks on all potential employees and giving access to sensitive data only to those that need it, when they need it.",No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 11:13:33,"Blue Action, Inc",,https://www.blueaction.io,info@blueaction.io,,1380 Monroe St NW #604,Washington,DC,20010,USA,,No,No,No,http://blueaction.privacyrun.com/form,No,,No,,No,,No,,No,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 11:16:54,"Wiland, Inc.",,https://www.wiland.com,privacy@wiland.com,,7420 E. Dry Creek Parkway,Niwot,CO,80503,USA,,No,No,No,https://www.wiland.com/privacy-choices,No,,No,,No,,No,,No,,"We are a marketing company whose clients range from some of the biggest companies and charities in the U.S. to local charities, such as food banks. We help our clients identify people who might be interested in their marketing offers. Sometimes our research is intended to help our clients find new donors or customers, others to find new ways to serve or connect with existing donors or customers. But whether they are our clients, the American consumer, or others, we care about people, and provide consumers with privacy choices. We have provided a form and a toll free number on our website at www.Wiland.com/privacy-choices for consumers to submit requests under the CCPA.  We believe in honoring consumers' privacy choices, as described above. We do not currently make consumer information publicly available via a website or other online service, nor do we currently host public websites where other consumers could post this information.   Please see www.Wiland.com/Privacy-Choices for more information about our products and services, how we use and protect consumer personal information and how consumers can exercise their privacy choices.  We use consumer data for the purpose of creating products and services intended to help consumers receive relevant marketing offers and to reduce marketing waste and unwanted advertising. We require our clients to use our products only for marketing related activities, and not for sensitive decisions like credit, employment or housing. In addition, we limit the type of data we receive and the type of data we share in the interest of consumer privacy. We don't possess or utilize sensitive data like credit card or bank account numbers, Social Security Numbers or other government-issued identifiers. We do not accept or generate information specifying individuals' health conditions (such as protected health information, aka ""HIPAA data""). We don't release information to third parties concerning specific items that a consumer has purchased, what magazines they read, or what charities they support unless requested by the organization with whom the consumer has a relationship.  Our marketing products and services are designed only for use in marketing to United States consumers above the age of 18. We do not knowingly collect information about consumers residing in other locations (such as Europe) or about children.  We seek to work only with reputable organizations.  After all, we are consumers too, and care deeply how consumer data is used.  We have a documented client approval process that is reviewed and updated periodically. We don’t work with clients whose product or service we believe to be illegal, fraudulent, pornographic or harmful to families.  Executive officer approval is required for accepting an engagement with a new client.  We belong to several industry groups such as the Data and Marketing Association division of the ANA and the Digital Advertising Alliance. One reason these self-regulatory groups exist is to ensure that companies commit to honoring consumer choice. In addition to the privacy choices we offer consumers directly, we encourage consumers to utilize industry solutions, such as the DMA mail and email preference services and the DAA Ad Choices service to cast a broader net for their advertising choices.  The DMA consumer choice website is: dmachoice.thedma.org/.  The DAA consumer choice website is: youradchoices.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 11:29:12,"Valassis Communications, Inc.","Valassis Communications, Inc., a Vericast Business ",https://www.vericast.com,privacyrequests@vericast.com,N/A,15955 La Cantera Parkway,San Antonio,TX,78256,USA,,No,Yes,No,https://www.vericast.com/privacy-policy-2023,No,,Yes,"The consumer information that Vericast processes for our Financial Services Solutions is provided to our Harland Clarke business as a financial institution. Harland Clarke maintains policies and procedures designed to ensure that Personal Information is used appropriately and within the scope of the Gramm-Leach-Bliley Act (GLBA). These policies and procedures apply to all Personal Information that is provided to Harland Clarke in connection with its check websites, check printing services, and other Financial Services Solutions, as well as to data provided by our Financial Institution Clients for Marketing Solutions. For more information, please visit: www.vericast.com/privacy-policy-2023.",No,,No,,Yes,Vericast processes PHI consistent with HIPAA with respect to some employee personal information and with respect to very limited PHI provided by clients in the healthcare sector for HIPAA-compliant marketing purposes.,"For additional information about our data collection practices, please review our Privacy Policy: www.vericast.com/privacy-policy-2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 11:51:09,Media.net Advertising FZ-LLC,Media.net,https://www.media.net,privacy@media.net,,,,,,,"Media.net Advertising FZ-LLC
2701 Aurora Tower, Dubai Media City 
Dubai, 215028, UAE",No,No,No,https://www.media.net/privacy-policy/,No,,No,,No,,No,,No,,Media.net operates a global programmatic exchange.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 11:57:26,LeadCrunch Inc,Rev,https://www.getrev.ai,privacy@getrev.ai,,2150 Comstock st. #712979,San Diego,CA,92171,USA,,No,No,No,https://getrev.ai/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 12:03:56,Digital Media Solutions,,https://www.digitalmediasolutions.com,legal@dmsgroup.com,,4800 140th Ave N Ste 101,Clearwater,FL,33762,USA,,No,No,No,https://dmsunsub.io,No,,No,,No,,No,,Yes,We are a licensed health insurance agency in various states and are regulated by HIPPA.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 12:05:09,SPECTRUM MAILING LISTS,SPECTRUM DATA,https://www.spectrummailinglists.com,privacy@spectrumlists.com,,"166 S Melrose Drive Ste A129
",Vista,CA,92081,USA,,No,No,No,https://spectrummailinglists.com/privacy-statement/ ,No,,No,,No,,No,,No,,"Spectrum Data does not collect nor display any consumer information on the web. To the extent we compile or broker any consumer data, it is solely for the purposes of direct marketing. Additionally, users of our data products are prohibited from displaying or publishing the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 12:29:47,"Matchbook Data, LLC",,https://www.matchbookdata.com,privacy@matchbookdata.com,,"6525 The Corners Parkway, NW, Suite 400",Peachtree Corners,GA,30092,USA,,No,Yes,No,https://www.matchbookdata.com/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 13:33:02,Strata Company,,https://www.gostrata.com,operations@gostrata.com,610-941-2055,5166 Campus Drive,Plymouth Meeting,PA,19462,USA,,No,Yes,No,https://www.gostrata.com/privacy-policy-ca/,No,,No,,No,,No,,No,,"None at this time, but if any information is required ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 13:36:50,"Decide Technologies, Inc.",Decide,https://www.decide.co,privacy@decide.co,,1314 Washington Ave.,St. Louis,MO,63103,USA,,No,No,No,https://decide.co/privacy,No,,No,,No,,No,,No,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 14:06:10,"T-Mobile USA, Inc.",,https://www.t-mobile.com,mmp-privacy@t-mobile.com,,3625 132nd Ave SE ,Bellevue,WA,98006,USA,,No,Yes,No,https://www.t-mobile.com/privacy-center,No,,No,,No,,No,,No,,"T-Mobile USA, Inc. provides many products and services including telecommunications services.  The only division within T-Mobile USA, Inc. that engages in data broker-related activities is its “T-Ads” line of business.  All responses provided on this form have been provided with reference to T-Ads as the “business”.  T-Mobile licenses data for advertising that is linked to mobile device identifiers; mobile device identifiers do not directly identify customers.  Please visit the T-Mobile Privacy Notice at www.t-mobile.com/privacy-center/privacy-notices/t-mobile-privacy-notice for more information about T-Mobile's data collection practices.  T-Mobile does not knowingly sell the personal data of children under 16 years old or share it for advertising purposes.  For more information on how T-Mobile may collect or use children’s data, please visit the Children’s Privacy Notice at www.t-mobile.com/privacy-center/privacy-notices/childrens-privacy-notice.html.  T-Mobile may use precise location to offer personalized ads to customers that have opted-in to that program.  For more information on Personalized Ads and Offers, please visit www.t-mobile.com/ privacy-center/education/personalized-ads-offers.html.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 14:22:02,Sharethrough Inc.,,https://www.sharethrough.com,legal@sharethrough.com,,5455 Av. de Gaspé #730,Montreal,QC,H2T 3B3,Canada,,No,No,No,https://privacy-center.sharethrough.com/en/,No,,No,,No,,No,,No,,"Sharethrough does not knowingly collect the personal information of minors, precise geolocation, or health data.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 15:02:52,"Neustar, Inc.",,https://www.home.neustar,privacy@team.neustar,,"21575 Ridgetop Circle
",Sterling,VA,20166 ,USA,,No,No,No,https://www.home.neustar/privacy/opt-out,No,,No,,Yes,,No,,No,,"For more information about how Neustar processes personal information, please visit our privacy center found here: www.home.neustar/privacy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 15:34:32,"PropertyRadar, Inc.",,https://www.propertyradar.com,privacy@propertyradar.com,,12242 Business Park Drive,Truckee,CA,96161,USA,,No,Yes,No,https://www.propertyradar.com/privacy-policy,No,,No,,No,,No,,No,,"PropertyRadar provides public records-based data to real estate centric businesses and government agencies for marketing and research purposes. The majority of the data our service makes available is lawfully obtained from public federal/state/local government records. We append certain personal info (which may include demographic, phone, email, and similar info) licensed from other data brokers or from public and self-reported sources. Consumers may learn more at www.propertyradar.com/privacy-policy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 16:36:53,"FADILAW MARKETING, LLC","Best Case Leads, RPM: Real Performance Marketing",https://www.rpmleader.com,data@rpmleader.com,,12243 Queenston Blvd. Suite I,Houston,TX,77095,USA,,No,No,No,info@RPMleader.com,No,,No,,No,,No,,No,,rpmleader.com/california-privacy-policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 16:49:38,Hexasoft Development Sdn. Bhd.,,https://www.ip2location.com,support@ip2location.com,,,,,,Malaysia,"70-3-30A D'Piazza Mall, Jalan Mahsuri, 11950 Bayan Baru, Pulau Pinang, Malaysia.",No,No,No,https://www.ip2location.com/do-not-sell,No,,No,,No,,No,,No,,Our data collecting practices are described in detail at: www.ip2location.com/privacy-policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/24 17:02:13,"Foursquare Labs, Inc.",,https://www.foursquare.com,privacy@foursquare.com,,"50 W 23rd Street, 8th Floor",New York,NY,10010,USA,,No,Yes,No,https://foursquare.com/products/your-privacy-choices/,No,,No,,No,,No,,No,,"Consumers can learn how to exercise their privacy rights with Foursquare, including the rights to access, deletion and opting out of sale, by visiting ""Your Privacy Choices"" maintained on the Foursquare website at: foursquare.com/products/your-privacy-choices/. If consumers wish to opt-out of sale, they can submit their request by visiting: foursquare.com/data-requests/. Consumers may also submit general privacy requests via webform maintained on Foursquare's website at: foursquare.atlassian.net/servicedesk/customer/portal/25.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 7:02:30,Affinity Solutions,,https://www.affinity.solutions,privacy@affinitysolutions.com,,"112 West 34th Street, 18th Floor
",New York,NY,10120,USA,,No,No,No,https://affinitysolutions-privacy.my.onetrust.com/webform/a564cfa1-53bf-4c10-bf95-cd907432d7e8/7e4e6bf3-6562-454e-8c73-6a7bd1f4b336,No,,No,,No,,No,,No,,www.affinity.solutions/data-privacy-notice/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 7:05:17,"Seamless Contacts, Inc.",Seamless.AI,https://www.seamless.ai,privacy@seamlessleads.com,,"7652 Sawmill Road, Suite 341",Dublin,OH,43016,USA,,No,No,No,https://login.seamless.ai/personalDataRequest,No,,No,,No,,No,,No,,You may read more about Seamless.AI’s privacy practices in their Privacy Policy (available at www.seamless.ai/privacypolicy/) and California Consumer Privacy Policy (available at seamless.ai/policies?tab=policies-ccpapolicy).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 7:49:49,West Publishing Corporation,,https://www.thomsonreuters.com,privacy.enquiries@thomsonreuters.com,,610 Opperman Dr,Eagan,MN,55123,USA,,No,No,No,privacy.enquiries@thomsonreuters.com,No,,Yes,"Data contained in Thomson Reuters products, specifically CLEAR and Westlaw, is regulated by GLBA.",No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 8:06:22,Snovio Inc,,https://www.snov.io,admin@snov.io,,65 Wickliffe Dr,Naples,FL,34110,USA,,No,No,No,https://snov.io/do-not-sell-my-personal-information,No,,No,,No,,No,,No,,"Snov.io's data collection practices include gathering personal and business data, such as contact information, identifiers (IP address, browser type), and payment information. Snovio also collects publicly available information about prospects, including names, corporate emails, and social media links. The data use is aimed at supporting platform functionality, client services, and marketing efforts. Snovio emphasizes GDPR compliance, does not sell user data, and implements comprehensive security measures for data protection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 9:58:37,"Pop Acta Media, LLC",Pop Acta and/or O2M Digital,https://www.popacta.com,brent@popacta.com,,10 Fairway Dr,Deerfield Beach,FL,33441,USA,,No,No,No,https://popacta.com/privacy-policy/,No,,No,,No,,No,,No,,No additional information to provide unless specifically requested.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 10:04:18,"Epsilon Data Management, LLC",,https://www.epsilon.com,privacy@epsilon.com,9703243000,"11030 Circle Point Road, Suite 110",Westminster,CO,80020,USA,,No,No,Yes,https://legal.epsilon.com/dsr/,No,,No,,No,,No,,No,,"Epsilon solely offers data to advertisers to be used for marketing and advertising purposes. For each data set that Epsilon maintains, it applies hygiene and compliance practices prior to making a record available for marketing purposes. Additionally, Epsilon consistently applies consumer’s privacy requests (like opt-out, delete) to its data sets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 10:59:58,"Effyis, Inc.","Socialgist, BoardReader",https://www.socialgist.com,cwolfe@socialgist.com,248-813-8701,"1050 Wilshire Drive, Ste. 118
",Troy,MI,48386,USA,,No,No,No,https://socialgist.com/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:06:08,"Comscore, Inc.",,https://www.comscore.com,Privacy@comscore.com,,11950 Democracy Drive,Reston,VA,20024,USA,,Yes,No,No,https://www.comscore.com/About/Privacy-Policy ,No,,No,,No,,No,,No,,"Comscore is a recognized global leader in cross-platform measurement of audiences, advertising, and consumer behavior. For more information about Comscore’s practices, please see Comscore’s corporate privacy policy at www.comscore.com/About/Privacy-Policy or the privacy policy for the Comscore program in which the consumer participates.  Consumers can visit www.comscore.com/About/Privacy/Data-Subject-Rights and submit a request through the applicable online form. For other questions, consumers can send an email to DSR@comscore.com. If necessary, Comscore may request additional information to verify a consumer’s identity and complete the request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:21:08,Key Opinion Leaders,KeyOpinionLeaders,https://www.keyopinionleaders.com,privacy@keyopinionleaders.com,,1078 6th Avenue SW,Calgary,AB,T2P 5N6,Canada,,No,No,No,https://www.keyopinionleaders.com/privacy,No,,No,,No,,No,,No,,"We do not collect any personal information from our users, except in situations where the customer solicits products for sale by the company. In such cases, we collect only the information necessary to provide the customer with the services they solicited, and to collect the corresponding payment for the services provided to the customer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:22:28,CoStar Group,,https://www.costar.com,tblalock@costar.com,,1331 L St NW,Washington DC,DC,20005,USA,,No,Yes,No,https://www.costar.com/about/privacy-notice,No,,No,,No,,No,,No,"CoStar provides healthcare benefits to its employees which may require very limited access to certain healthcare benefit provider information. 
","Our data collection practices are outlined in our privacy policy,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
