year,agency,tool_name,tool_desc,purpose_type,purpose_desc,date_first_use,data_training,data_input,data_output,data_2022,identifying_info,analysis_type,computation_type,population_type,population_type_individual,population_type_other,vendor_name,vendor_desc,vendor_2022,updated,updated_desc
2023,Mayor's Office,Scorecard Blockface Sampling Algorithm - MO - Operations,The Scorecard program sends inspectors across New York City to rate street and sidewalk cleanliness. The sampling algorithm creates a monthly list of blocks for inspectors to visit and rate.,NA,"The primary goal of the algorithm is to produce a sample of blockfaces that is statistically sound and geographically representative. This list is used to rate street and sidewalk cleanliness citywide, as well as by borough and DSNY district.",2022/03,N/A,"The blockface sample is selected from the Pavement Edge File, which is part of the New York City Planimetric Database managed by the Office of Technology and Innovation. Sampling is weighted towards blockfaces in high-density areas and includes extra sampling of blockfaces in Business Improvement Districts (BIDs). It also takes into account the linear miles of street within a DSNY District.",A count of blockfaces that are statistically representative of our target areas throughout the city.,NA,FALSE,Optimization,NA,Geographic space,NA,NA,Legacy Mayor’s Office of the Chief Technology Officer,The sampling algorithm was developed by the former Mayor’s Office of the Chief Technology Officer in partnership with the Mayor’s Office of Operations.,NA,No,NA
2023,Mayor's Office,ElevenLabs Speech Synthesis - MO - COS,"ElevenLabs creates the most realistic, versatile and contextually-aware AI audio, providing the ability to generate speech in hundreds of new and existing voices in over 20 languages.",NA,The tool was used to generate audio recordings of mayor�s voice delivering hiring hall/RiseUp concert messages in various languages to be used for hiring hall/RiseUp concert robo-calls.,2023/06,"Submitted audio recordings of mayor�s speech, as well as a live language sample, into the program.","Script translated in desired languages (Spanish, Yiddish, Haitian Creole).","Audio recording (MP3) of mayor�s voice speaking the script in the desired language (Spanish, Yiddish, Haitian Creole).",NA,TRUE,Speech and language processing,NA,Individuals,NA,NA,ElevenLabs,Utilized two existing features offered by ElevenLabs (VoiceLab and Speech Synthesis).,NA,Created in CY2023,NA
2023,New York Police Department,Facial Recognition Technology,Tool which may help investigators identify unknown subjects in law enforcement investigations.,NA,"Facial recognition is a digital technology that NYPD uses to compare images obtained during investigations with lawfully possessed arrest and parole photos. The tool analyzes an uploaded image, known as a probe image, and searches and compares against the image repository. The purpose of the tool is to enhance law enforcement’s ability to investigate criminal activity as well as identify deceased persons and missing persons. When used in combination with human analysis and additional investigation, facial recognition technology is a valuable tool in solving crimes and increasing public safety.",2011/10,Training data is proprietary to the vendor.,"If NYPD investigators obtain a still image depicting a face of an unknown individual during an investigation, the image can be submitted for facial recognition analysis in accordance with NYPD facial recognition policy. Known as a probe image, NYPD facial recognition software compares the image to a controlled and limited group of lawfully obtained photos called the photo repository.",The facial recognition software will generate a pool of possible match candidates for review by trained Facial Identification Section investigators.,NA,TRUE,Computer vision; Matching,NA,Individuals,NA,NA,Dataworks,Software developed and maintained by vendor,NA,No,NA
2023,New York Police Department,Patternizr,Aids crime analysis in detection of potential crime patterns.,NA,"Patternizr compares features of crimes and finds ones that are similar and may be part of a crime pattern. Analysts will look at the candidate crimes and suggest the formation of crime patterns to a pattern identification module. If a pattern is formed, detectives often consolidate the investigative efforts (e.g., one detective investigates all the crimes in the pattern.) The report filters non-normal trends into a spreadsheet and displays year-over-year counts of crimes that have non-normal trends. The tool requires a human user to evaluate the output data to see if complaints identified as similar are, in fact, connected to a pattern.",2016/12,"Separate models were trained for each of three different crime types (burglaries, robberies, and grand larcenies). These crime types have a sufficient corpus of prior manually identified patterns for use as training examples. This corpus consists of approximately 10,000 patterns between 2006 and 2015 from each crime type. A portion of this corpus includes complaint records where the same individual was arrested for multiple crimes of the same type within a span of two days.","The input data is a candidate crime and its features. A complaint describes details of the crime, including the date and time (which can be a range if the precise time of occurrence is unknown), location, crime subcategory, modus operandi, and suspect information.  This information is used to calculate the five types of crime-to-crime similarities used as features by Patternizr: location, date-time, categorical, suspect and unstructured text.",Probability that a complaint is connected to a pattern.,NA,FALSE,Matching,NA,Individuals; Property; Geographic space; Other,NA,Crime Classification,None,The tool was developed by data scientists and analysts at NYPD. Contractors and NYPD personnel integrated it into the Domain Awareness System. Personnel in Crime Control Strategies work with the Information Technology Bureau to maintain the tool.,NA,No,NA
2023,New York Police Department,ShotSpotter,Provides acoustic gunshot detection to assist with emergency call response,NA,Provides acoustic gunshot detection to assist with emergency call response. The tool supports patrol operations in alerting units to potential gunfire and enhances investigations involving firearms.,2015/03,Training data is proprietary to the vendor.,Specialized software analyzes audio signals for potential gunshots.,"The tool determines the location of the sound source, and once classified as potential gunfire sends the incident to acoustic experts for additional analysis.  Notifications are sent for confirmed gunfire.  ShotSpotter activations may result in evidence collection that can enhance case investigations.  Problematic locations identified through alerts may require additional resource deployment and/or investigations.",NA,FALSE,Matching,NA,Geographic space,NA,NA,Shotspotter,Software developed and maintained by vendor,NA,Yes,Routine Maintenance
2023,NYC Public Schools,Eureka! Chatbot,"The Azure Cognitive Services technology and chatbot (internally branded as ""Eureka!"" has been configured and deployed in August 2023 to be the first response to calls to the NYCPS IT Service Desk.  It accesses scripts to handle four common reasons for a user to call or contact the service desk - Password Reset, Create a Ticket, Ticket Status, Request for Information.  The chatbot accesses pre-defined scripts to respond to user voice or text input.  The user's request is either serviced, completed and closed by the chatbot, or the user is given the option (at any time) to connect to a live agent.",NA,"The tool is used to respond to common IT service desk requests - Password Reset, Create a Ticket, Ticket Status, Request for Information.  Users can access the tool by phone, by computer through the DOE Support Hub application, and from links from MS Teams and other DOE systems, such as TeachHub.",2023/08,Pre-defined scripts designed to respond to four common requests to the IT Service Desk.,A voice call or text-based chat session initiated by a user and responded to by the Eureka! chatbot before being handled by a human Service Desk agent.,"The chatbot generates responses to user-entered prompts based on the training data, or forwards the inquiry to a human Service Desk agent. Since its launch in August 2022, the chatbot handles an average of 1,500 calls and 300 web-based inquiries each day. Approximately 30 percent of the voice calls and 10 percent of the web-based queries have been handled completely by Eureka! without being forwarded to a human Service Desk agent.",NA,TRUE,Speech and language processing,NA,Individuals,NA,NA,Nagarro and Microsoft,Developed by an IT services vendor (Nagarro) using Microsoft Cognitive services.,NA,No,NA
2023,NYC Public Schools,MySchools,"The tool utilizes the Gale-Shapley deferred acceptance algorithm to match applicants to schools. This algorithm has been in existence for many years, used internationally for various purposes. Perhaps most common is its use in the National Resident Matching Program for medical school students. 

Deferred acceptance works as an iterative series of steps: students and programs are tentatively matched in each step, but nothing is finalized until the algorithm terminates (hence the deferred).
1. Each student “proposes” to their first choice
       • Programs assign seats to students one at a time
       • When all seats are filled, programs may reject previously accepted students in favor of new applications from students they prefer (e.g., students with a better lottery number)
       •  Remaining students are rejected 
2. Students rejected in the last step “propose” to the next choice on their list
3. The algorithm terminates when all students are matched or have proposed to all the programs they listed",NA,"MySchools is an application used to house online school directories, collect application choices, and run the admissions matching algorithm that is used for all centralized admissions processes (3K, pre-K, Gifted & Talented, middle school, and high school). The tool encompasses a family-facing portal, a school-facing portal, and an administrative portal.",2018/08,The algorithm was already widely recognized for its advantages prior to adoption in New York City. The DOE consulted with a team of researchers at MIT who had been closely involved in its initial creation when we adopted it.,"Student biographical information (e.g., home address, poverty status, home language), student academic information (e.g., course grades, state test scores), and student school records (e.g., sending school).",The algorithm outputs a school match for each student.,NA,FALSE,Matching,NA,Individuals,NA,NA,Blenderbox,"We have a five year contract with the agency Blenderbox who designed the application and implemented the algorithmic matching functionality. The work is meant to transition to be run in-house, by the Division of Instructional and Information Technology (DIIT) within the Department of Education, by the end of the contract. The team at DIIT has already begun to takeover maintenance and development of the tool.",NA,No,NA
2023,NYC Public Schools,NYCDOE APPR Measures of Student Learning (MOSL) Growth Model,"The growth model uses a variety of student-level (assessment scores, English Language Learner, Disability, and Economic Disadvantage indicators), classroom-level (e.g. percent Students With Disabilities), and school-level data (e.g. percent English Language Learners, percent Students With Disability, average prior achievement, school type) to estimate/predict a student's score on one of many possible course-culminating assessments. These predicted scores are used to either 1) identify ""peer groups"" of students, from which student growth percentiles (SGPs) are determined, or 2) compared to actual scores to determine student credit values. These units (SGPs or credit values) are then weight-averaged to generate an educator-level result - the MOSL Rating. The MOSL Rating is combined with the MOTP Rating to produce an Overall Rating. Per state law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.",NA,"In accordance with New York state law and New York State Education Department (NYSED) regulations, the Department developed and maintains a ""growth model"" to produce Measures of Student Learning (MOSL) ratings for use in annual professional performance reviews (APPR) for teachers and principals. The MOSL ratings are combined with Measures of Teaching/Leadership Practice (MOTP/MOLP) ratings to produce an annual Overall Rating for each eligible educator.",2013/09,"The growth model process is employed in both retrospective and prospective ways. In the retrospective version, the results are determined entirely within-sample. In the prospective version, the coefficients of the model are estimated on multiple prior years of data.","The growth model makes use of three types of data: (1) students’ end-of-year assessment scores, (2) enrollment and attendance records that link students to teachers and schools, and (3) historical academic and demographic information used to identify groups of similar students.",The model outputs an estimate of a student's score on a course-culminating assessment.,NA,FALSE,Predictive modeling,NA,Individuals,NA,NA,Education Analytics,Education Analytics provides technical assistance and quality assurance for the growth model.,NA,No,NA
2023,NYC Public Schools,NYCDOE APPR Measures of Teaching/Leadership Practice (MOTP/MOLP) Calculation,"Throughout a school year, evaluators observe teachers/principals multiple times and use a rubric to provide a numerical rating on one or more rubric components. These rubric component scores are then weight-averaged according to collectively bargained rules to produce an MOTP/MOLP Rating. The MOTP/MOLP Rating is combined with the MOSL Rating to produce an Overall Rating for each eligible educator. Per state law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.",NA,"In accordance with New York state law and New York State Education Department (NYSED) regulations, the Department developed and maintains databases and calculation rules to produce Measures of Teaching/Leadership Practice (MOTP/MOLP) ratings for use in annual professional performance reviews (APPR) for teachers and principals. The MOTP/MOLP ratings are combined with Measures ofStudent Learning (MOSL) ratings to produce an annual Overall Rating for each eligible educator.",2013/10,"Pilot data prior to program launch was used to inform the weights assigned to various rubric components. However, the weights are ultimately determined via collective bargaining.",Rubric component numerical ratings.,The model outputs a score for teachers and principals.,NA,FALSE,Predictive modeling,NA,Individuals,NA,NA,None,NA,NA,No,NA
2023,NYC Public Schools,Open Gen AI and Teaching Assistant Tool,"The generative AI system using large language models was a system custom-built by DIIT using advanced Microsoft technologies to create a set of generative AI tools. To date, two tools have been built. One is named “Open Gen AI” - it accesses a large language model (currently GPT 3.5) to provide responses to a broad range of prompts. The other is named “Teaching Assistant for Algebra” - it accesses specific Algebra-focused content to provide responses to prompts related to Algebra.",NA,"The tool is used to generate responses to prompts entered by a student or teacher, requesting the generative AI tool to compose a text response to a text input.",2023/05,"For the Open Gen AI tool, the ChatGPT large language model is used as the ""trained data"".  For the Teaching Assistant for Algebra tool, the LLM has been trained exclusively on curriculum from Illustrative Math.",Prompts provided by the users of the system.,The output data for the Open Gen AI tool is the response generated by the ChatGPT LLM.  The output data for the Teaching Assistant is the response generated by specifically developed LLM using the Illustrative Math curriculum.,NA,TRUE,Speech and language processing,NA,Individuals,NA,NA,Microsoft,Microsoft provided technical guidance for their emerging generative AI technology and built some small module of code for the specific NYCPS Gen AI and Teaching Assistant use cases.,NA,No,NA
2023,Office of Chief Medical Examiner,STRMix,"STRmix™ combines sophisticated biological modeling and standard mathematical processes to interpret a wide range of complex DNA profiles. Using well-established statistical methods, the software builds millions of conceptual DNA profiles. It grades them against the evidential sample, finding the combinations that best explain the profile. A range of likelihood ratio options are provided for subsequent comparisons to reference profiles. Using a Markov Chain Monte Carlo engine, STRmix™ models any types of allelic and stutter peak heights as well as drop-in and drop-out behavior. It does this rapidly, accessing evidential information previously out of reach with traditional methods. STRmix™ is supported by comprehensive empirical studies with its mathematics readily accessible to DNA analysts, so results are easily explained in court.",NA,STRMix is a probabilistic genotyping tool that is used to analyze mixtures of DNA profiles to help associate the crime scene evidence to potential victims or suspects of crimes.,2017/01,Training data was not used in the sense of AI software. The OCME performed thousands of tests using the software to validate it for optimum use with our current laboratory standard operating procedures and genetic analyzers.,Forensic DNA profiles from crime scenes as well as the DNA profiles from victims and suspects of crimes.,The output is a deconvolution of genotype probability distribution that lists all of the accepted genotype sets and their associated weights. These weights can take any value from 0 to 1.,NA,TRUE,"Other: STRmix is a forensic DNA analysis software program that uses a probabilistic genotyping algorithm to interpret complex DNA profiles, such as those from mixed samples that contain DNA from multiple contributors. Specifically, STRmix uses a continuous probabilistic modeling approach called Markov chain Monte Carlo (MCMC) analysis.",NA,Individuals,NA,NA,"NicheVision Forensics, LLC",The software has been developed by New Zealand Crown Institute of Environmental Science and Research (ESR) with Forensic Science South Australia. The developer assisted OCME in analyzing and interpreting our data during the validation of the software.,NA,No,NA
2023,Office of Technology and Innovation,MyCity Chatbot,The NYC MyCity chatbot is a beta AI-powered chatbot that provides information and access to services for residents and businesses in New York City.,NA,"The NYC MyCity chatbot is a beta AI-powered chatbot that provides information and access to services for residents and businesses in New York City. It’s currently focused on two main areas: Business Services and MyCity Basics. The chatbot provides information on starting or operating a business in New York City, answers questions about permits, licenses, regulations, and other business requirements, and connects users with relevant resources and support services. It also offers information on various city services and benefits, and helps users find resources related to childcare, career, and other areas. The chatbot is using Microsoft’s Azure AI technology and OpenAI’s ChatGPT 3.5 Turbo LLM.",2023/09,Training data is proprietary to the vendor.,Text queries are input by the user on the MyCity portal.,The tool produces text responses with references based on information from Business Services and MyCity Basics.,NA,FALSE,Speech and language processing,NA,"Individuals; Group, organization, or business",NA,NA,"Microsoft, Nuvalence",Microsoft provides Cloud-based ChatGPT services and Nuvalence was the professional services vendor for implementation.,NA,Created in CY2023,NA
2023,School Construction Authority,GitHub Copilot,"GitHub Copilot is an AI-powered code assistant that provides suggestions for whole lines or blocks of code in a wide range of programming languages. It leverages a vast codebase and machine learning to improve coding efficiency, helping programmers by autocompleting code snippets and offering context-appropriate code suggestions.",NA,"GitHub Copilot is primarily used by some of our software developers as an advanced coding assistant within our agency. Its role is to augment and streamline the coding process for our software development projects. By providing real-time code suggestions and completions, it reduces the time developers spend on routine coding tasks, allowing them to focus on more complex aspects of software development.

The tool functions by analyzing the context of the code being written and suggesting relevant, syntactically correct code snippets. This includes generating code for standard programming patterns, filling in boilerplate code, and offering solutions to simple programming queries. It's important to note that while GitHub Copilot assists in the coding process, final decisions on the code's implementation and its use in any software or application rest solely with our human developers. The tool's suggestions are always reviewed and potentially modified by our team to ensure they meet our specific requirements and standards. Therefore, GitHub Copilot acts as a support tool in the decision-making process of software development rather than a decisive entity.",2023/05,"GitHub Copilot was developed by OpenAI and trained using a large corpus of public source code available on GitHub. This training data includes a wide variety of code in multiple programming languages, along with associated comments and documentation. The data encompasses a broad range of coding styles, patterns, and solutions across different software development projects.","When in use, GitHub Copilot analyzes the code that a developer is currently writing. This input data consists of the programming language syntax, structure, and any comments or context within the code file. The tool also takes into account the specific coding task, patterns, and functions that the developer is working on. This real-time data is essential for the tool to provide relevant and context-appropriate coding suggestions.","The output data from GitHub Copilot includes suggested lines or blocks of code that align with the input data provided by the developer. These suggestions are generated based on the patterns, structures, and coding practices learned from the training data. The output is designed to seamlessly integrate with the existing code, offering syntactically correct and contextually relevant code completions.",NA,FALSE,Speech and language processing,NA,Individuals,NA,NA,"GitHub, a subsidiary of Microsoft",NA,NA,No,NA
2024,Administration for Children's Services,Accelerated Safety Analysis Protocol Tool,"Predictions of Severe Harm (identifying likelihood of substantiated allegations of physical or sex abuse within the next 24 months) are based on a machine learning methodology and are calculated for all children involved in active investigations early in the investigation (day 10). An investigation is assigned a numeric likelihood of this outcome based on the child in the case with the highest likelihood. The ACS Quality Assurance unit in the Division of Child Protection reviews about 3,000 active investigations annually, selecting those with the highest likelihood of severe harm.",Performance evaluation,"The Quality Assurance (QA) unit in the Division of Child Protection at ACS has the capacity to review about 3,000 investigation cases out of about 50,000 investigations annually. ACS developed this predictive model to support the selection of cases for QA review. Open investigations involving children with the greatest likelihood to experience future severe harm – substantiated allegations of physical or sex abuse in the following 24 months – are selected for review. The tool does not support decisions about services or interventions for individuals or families involved with ACS, beyond the selection of the case for this additional QA review.

If the QA review team identifies gaps in routine, required documentation or practice, the team speaks with the field office conducting the investigation and follows up to make certain these gaps have been addressed. Scores are not shared with staff in the QA unit or the investigative unit. The model only supports the decision about which investigations are prioritized for review by the QA unit.",2018/05,"ACS trained the model on ACS historic administrative data about closed investigations from April 2014 to April 2016. The training set included about 142,026 observations. The model was tested on closed investigations from April 2016 to April 2017 with 53,477 observations.",Predictions are based on administrative data about prior and current child welfare involvement including investigations triggered by a New York State Central Register call and time spent in foster care. Only ACS administrative data are used in the model.,"Rank ordered list of open investigation cases involving children with the highest likelihood to experience future severe harm, defined as substantiated allegations of physical or sex abuse in the following 24 months to be reviewed by a special QA Review Team.",NA,TRUE,NA,Ranking,Individuals,NA,NA,None,NA,NA,No,NA
2024,Administration for Children's Services,Caseloads Projection,"The model estimates weekly caseloads by area for the next 12 months from the run date (day 14 of the prevention case). 

The model is a time series model that forecasts caseloads citywide. The forecast analysis was performed at a more granular geography for the borough level. The model accounts for seasonality, trend, and variation in data to accurately project future caseloads. 

Staffing decisions are made based on projected caseloads, historical attrition rate, and current team size.",Resource allocation,"Caseloads projections help identify how busy certain neighborhoods are likely to be in the next 12 months to optimize workforce distribution across different boroughs in the city. As social workers complete their training program, they are assigned to field offices. The right number of Child Protective Service Social Workers needs to be assigned to each borough based on the workload.",2024/07,The model was trained on caseloads from January 2021 to July 2023 and tested on caseloads from July 2023 to July 2024.,Predictions are based on administrative data on investigations and Family Service Units’ involvement were extracted from CONNECTIONS (a child welfare computer system that provides for the documentation of information about families and children in New York State). A snapshot of all open investigations was taken at the start of the week (every Monday). This value was treated as the average caseload for the week. Only ACS administrative data are used in the model.,Forecast of number of open investigations involving children by borough.,NA,FALSE,NA,Forecasting,Geographic space,NA,NA,None,NA,NA,Created in CY2024,NA
2024,Administration for Children's Services,Housing Prioritization,"The model estimates a risk score for a child receiving prevention services whose family will apply and be eligible for a homeless shelter within 12 months from the start of service (day 14 of the prevention case).

The model helps predict the risk of application for homeless shelters among families receiving prevention services. With a limited number of vouchers available, the risk model helps ACS prioritize housing assistance for those families at greatest risk of becoming homeless.

The service provider meets with the family to conduct a qualitative assessment of the family’s housing needs and vouchers are offered based on their findings. This is one of multiple ways in which ACS can identify families potentially eligible for housing assistance.",Resource allocation,The city has allocated 100 housing vouchers to families receiving ACS prevention services. The shelter application model identifies the likelihood of a family in prevention services applying for homeless shelter within 12 months beyond the current prevention case. The model uses a machine learning methodology and is calculated for all children in a prevention case. ACS prevention services uses the results as one of several ways of identifying possible families that service providers can assist in applying for shelter.,2023/04,"ACS trained the model on ACS historic administrative data regarding preventive services started between 2014 and 2020. An 80/20 split of data to train on 80 percent and test on 20 percent ensuring that no family appears in both sets. The training set contains 140,242 observations between January 2014 and December 2020. The test set consisted of 34,508 observations between January 2014 and December 2020.",Predictions are based on administrative data about prior and current child welfare involvement at the start of a case. This includes State Central Registry investigations and time spent in foster care. Only ACS administrative data are used in the model.,Rank ordered list of open prevention cases involving children whose families have the highest likelihood of applying for a homeless shelter within 12 months of starting a prevention service.,NA,FALSE,NA,Ranking,Individuals,NA,NA,None,NA,NA,No,NA
2024,Administration for Children's Services,Prevention Score Card,Predictions of Repeat Maltreatment (identifying the likelihood of being involved in a future indicated investigation within the next 24 months at the start of service) are based on a machine learning methodology and are calculated for all children receiving prevention services from ACS prevention service providers.,Performance evaluation,"The Repeat Maltreatment model is used to make predictions on day 10 from the start of the prevention case to assess the risk of the family at the beginning of the service. A prevention case is assigned a numeric likelihood of an indicated investigation based on a New York State Central Register (SCR) within 24 months from the start of a prevention service.

The prevention providers are assessed for their performance based on the service needs/risk levels of the families they’ve served during the previous fiscal year.

The programs were sorted and ranked based on their average risk, and then divided into four quartiles by rank order: the top 25 percent of programs are classified as the Very High-Risk Cohort, the next 25 percent of programs as the High-Risk Cohort, the next 25 percent as the Medium-Risk Cohort, and the lowest 25 percent as the Low-Risk Cohort. Assignment to a cohort is not a way of performance assessment of the program but to group prevention service providers for fair comparisons based on the risk level of families they served.",2021/09,"ACS trained the model on ACS historic administrative data about closed investigations from July 2009 to June 2016. Training set included about 158,787 observations. The model was tested on closed investigations from July 2016 to June 2018 with 46,969 observations.",Predictions are based on administrative data about prior and current child welfare involvement at the start of a case. This includes SCR investigations and time spent in foster care. Only ACS administrative data are used in the model.,"The model is used for generating a scorecard of prevention service providers by categorizing prevention programs based on the average risk profile of the cases they served during the assessment year. These groupings of program cohorts provide context for understanding the scorecard, as it allows for performance comparison of programs that accepted and served families with similar risk profiles.",NA,TRUE,NA,Ranking,Individuals,NA,NA,None,NA,NA,No,NA
2024,Commission on Racial Equity,Adobe Express,Generates images in response to a verbal prompt.,Information presentation,Used to generate visual content to be adapted for agency use in social media.,2024/07,Training data is proprietary to Adobe Creative Cloud.,Description of image sought.,Image relevant to social media messaging.,NA,FALSE,NA,Data generation,Individuals,General public,NA,None,NA,NA,Created in CY2024,NA
2024,Department of Environmental Protection,Idling Complaints Program,A contractor helped create an AI tool that analyzes the audio and visual aspects of pictures and videos submitted by citizens of alleged car idling complaint occurrences that are in violation of New York City air pollution laws.,Performance evaluation,The analysis from the tool makes a recommendation to staff reviewers whether the submitted evidence support an occurrence of car idling in violation of New York City laws. The tool also provides a level of confidence in its recommendation. The tool does not make the review decision in the Idling Complaints system. It is still entirely up to the staff to decide whether to take the tool’s recommendation or not.,2022/08,"Videos and pictures of cars idling submitted by citizens, along with staff decisions on whether the picture/video constituted as an idling violation.",Videos and pictures submitted by citizens through our web portal.,"Recommendation, confidence level, description of its decision from the tool.",NA,FALSE,NA,Classification,Individuals,NA,NA,Acuvate,Acuvate developed the AI tool that performs the automated analysis of the submitted evidence.,NA,No,NA
2024,Department of Health and Mental Hygiene,Bowtie2,Aligns sequencing data to a reference sequence. Bowtie2 aligns sequencing data to a reference using Burrows-Wheeler transformations. It is geared to use with Illumina sequencing data.,Data management,Bowtie2 is an intermediate step in the workflow to analyze COVID-19 variants in wastewater.,2022/06,N/A,Sequence reads (fastq) for single or paired-end runs (sequence reads can be considered strings).,Aligned reads in SAM format.,NA,FALSE,NA,Matching,Individuals; Biological sample,NA,NA,None,NA,NA,No,NA
2024,Department of Health and Mental Hygiene,Burrows-Wheeler Aligner (BWA),Aligns sequencing data to a reference sequence.,Data management,Burrows-Wheeler Aligner (BWA) is aligning sequence data to reference using Burrows-Wheeler transformations. This tool is optimal for low-divergent genomic data and short read data; such as Illumina sequence data. This tool is used to predict the order in which the fragments generated by sequencers are pieced together to form a complete genomic sequence data. This tool is used for Legionella and PulseNet sequencing analyses.,2017/07,N/A,Sequence reads (fastq) for single or paired-end runs (sequence reads can be considered strings).,Aligned reads in SAM format.,NA,FALSE,NA,Matching,Individuals; Biological sample,NA,NA,None,NA,NA,No,NA
2024,Department of Health and Mental Hygiene,ChoiceMaker (CM),ChoiceMaker (CM) is a record-matching tool that identifies duplicate records belonging to the same individual.,Data management,CM is used by the Bureau of Investigations (BOI) and Healthy Homes to identify duplicate immunization and lead records. The outputs produced by CM are used in ongoing manual and automated deduplication processes (record merging).,2003/06,The CM model was trained on human decisions.,"CM uses demographic data (e.g., names, date of birth, address, identifiers) and health event data (e.g., date and type of event) from BOI’s Citywide Immunization Registry and Healthy Homes’ LeadQuest registry in its evaluation.",The program outputs a series of record pairs and a match probability for each pair.,NA,TRUE,NA,Matching,Individuals,Individuals of all ages with a record in the Citywide Immunization Registry,NA,HLN Consulting,A vendor was involved in the development of the program initially. CM is now available as an open-source program. The DOHMH implementation is maintained by HLN Consulting.,NA,No,NA
2024,Department of Health and Mental Hygiene,Genome Analysis Toolkit (GATK),"A suite of tools for variant calling and filtering after sequence alignment. It uses naive Bayes to qualify aligned bases as sequence or erroneous data, which would be excluded from the final genomic sequence.",Data management,"Used to identify mutations and call upon differences from the reference, which is used to generate the predicted complete sequence.",2017/10,Sets of known variant sites.,"Fasta, uBam, SAM/BAM/CRAM, VCF.","BAM, TXT, VCF.",NA,FALSE,NA,Classification,Individuals; Biological sample,NA,NA,None,NA,NA,No,NA
2024,Department of Health and Mental Hygiene,Guppy,Converts electric signals to predict a nucleotide and enables filtering of low-quality calls.,Data management,"This is a tool designed specifically for Oxford Nanopore Technology (ONT) data. This is a neural network based basecaller: a tool that determines nucleotide bases of a genetic material and converts electric signals into strings to represent genomic data. In addition to basecalling, the tool also performs filtering of low-quality reads (a stretch of sequenced genetic material). This is the initial step that converts electric signals to fragments of sequence data, which can then be used for COVID-19 sequencing analysis.",2020/06,"The default models within Guppy are trained on a mixture of native and amplified DNA/RNA, from multiple organisms including plant, animal, bacterial, and viral genomes.",DNA/RNA strand passing through the nanopore. Raw data is stored as .fast5 files.,".fast5, fastq, or BAM files.",NA,FALSE,NA,Classification,Individuals; Biological sample,NA,NA,Oxford Nanopore Technologies,Developed and maintains the tool.,NA,No,NA
2024,Department of Health and Mental Hygiene,Immunization Calculation Engine (ICE),"The Immunization Calculation Engine (ICE) is an immunization evaluation and forecasting system whose default immunization schedule supports all routine childhood, adolescent, and adult immunizations based on the recommendations of the Advisory Committee on Immunization Practices. ICE is free and open-source available through https://cdsframework.atlassian.net/wiki/spaces/ICE/overview.",Information presentation,ICE is used by the Bureau of Immunization to evaluate a patient’s immunization history and generate appropriate immunization recommendations.,1997/00,N/A,"ICE uses demographic data (e.g., date of birth) and vaccination data (e.g., immunization date, vaccine group and type) in the evaluation process. Data used are stored in the Citywide Immunization Registry.",The program returns recommendations on whether a patient has completed a vaccine series or is due for vaccines.,NA,TRUE,NA,Forecasting,Individuals,Anyone who needs a vaccine,NA,HLN Consulting,A vendor was involved in the development of the program and continues to be involved in program enhancements. ICE is also available as an open-source program. The DOHMH implementation is maintained by HLN Consulting.,NA,No,NA
