Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
FREQ_SWP_COMPLEX_MODULUS_20C,FREQ_SWP_COMPLEX_MODULUS_20C,,Frequency Sweep Mean Complex Modulus at 20 degree Celsius.,Integer,3,0,,MPa,,HRDI,LTPP,Long-Term Pavement Performance,Single System
FREQ_SWP_COMPLEX_MODULUS_40C,FREQ_SWP_COMPLEX_MODULUS_40C,,Frequency Sweep Mean Complex Modulus at 40 degree Celsius.,Integer,3,0,,MPa,,HRDI,LTPP,Long-Term Pavement Performance,Single System
FREQ_SWP_COMPLEX_MODULUS_4C,FREQ_SWP_COMPLEX_MODULUS_4C,,Frequency Sweep Mean Complex Modulus at 4 degree Celsius.,Integer,3,0,,MPa,,HRDI,LTPP,Long-Term Pavement Performance,Single System
FREQ_SWP_PHASE_ANGLE_20C,FREQ_SWP_PHASE_ANGLE_20C,,Frequency Sweep Phase Angle at 20 degree Celsius.,Decimal,3,1,,deg,0 - 90,HRDI,LTPP,Long-Term Pavement Performance,Single System
FREQ_SWP_PHASE_ANGLE_40C,FREQ_SWP_PHASE_ANGLE_40C,,Frequency Sweep Phase Angle at 40 degree Celsius.,Decimal,3,1,,deg,0 - 90,HRDI,LTPP,Long-Term Pavement Performance,Single System
FREQ_SWP_PHASE_ANGLE_4C,FREQ_SWP_PHASE_ANGLE_4C,,Frequency Sweep Phase Angle at 4 degree Celsius.,Decimal,3,1,,deg,0 - 90,HRDI,LTPP,Long-Term Pavement Performance,Single System
Frequency,FREQUENCY,,Frequency of modulus prediction.,Decimal,3,1,,Hz,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Date,FRICTION_DATE,,Date the friction measurements were made.,Date,,,,,<= SYSDATE,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Method Code,FRICTION_METHOD,,Code for type of method used to obtain friction resistance data.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Method Other,FRICTION_METHOD_OTHER,,Method used to obtain friction resistance data if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Number Begin,FRICTION_NO_BEGIN,,Friction number between the vehicle wheel tire and the pavement at the beginning of the section.,Integer,3,0,,%,25 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Number End,FRICTION_NO_END,,Friction number between the vehicle wheel tire and the pavement at the end of the section.,Integer,2,0,,%,25 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Speed,FRICTION_SPEED,,Speed the vehicle was traveling when the friction numbers were obtained.,Integer,2,0,,mph,35 - 55,HRDI,LTPP,Long-Term Pavement Performance,Single System
Friction Time,FRICTION_TIME,,Time of day when friction testing was performed.,Integer,4,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
From Federal Project Number,FromFederalProjectNumber,,The project that has been related to another project.,Character,10,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Future National Highway System,Future_Facility,,"Roadway section that is a component of the pending National Highway System (NHS), including intermodal connectors.",Integer,1,0,"""9""",,1 - Un-built NHS Section,HPPI,HPMS,Highway Performance Monitoring System,Single System
FWD Basin Number,BASIN_NO,,Unique number identifier for each drop basin on a given FWD pass.,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
FWD Pass Number,FWD_PASS,,Number identifying the consecutive FWD pass for a given test section.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
From Recipient Id,FromRecipientId,,The recipient of the project has been related to another project.,Integer,2,0,,,"1 - Alabama
2 - Alaska
4 - Arizona
5 - Arkansas
6 - California
8 - Colorado
9 - Connecticut
10 - Delaware
11 - District of Columbia
12 - Florida
13 - Georgia
15 - Hawaii
16 - Idaho
17 - Illinois
18 - Indiana
19 - Iowa
20 - Kansas
21 - Kentucky
22 - Louisiana
23 - Maine
24 - Maryland
25 - Massachusetts
26 - Michigan
27 - Minnesota
28 - Mississippi
29 - Missouri
30 - Montana
31 - Nebraska
32 - Nevada
33 - New Hampshire
34 - New Jersey
35 - New Mexico
36 - New York
37 - North Carolina
38 - North Dakota
39 - Ohio
40 - Oklahoma
41 - Oregon
42 - Pennsylvania
44 - Rhode Island
45 - South Carolina
46 - South Dakota
47 - Tennessee
48 - Texas
49 - Utah
50 - Vermont
51 - Virginia
53 - Washington
54 - West Virginia
55 - Wisconsin
56 - Wyoming
60 - American Samoa
66 - Guam
72 - Puerto Rico
75 - Commonwealth of the Northern M
78 - United States Virgin Islands",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
From Record Status,FROM_RECORD_STATUS,,The record status to change.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Front Axle Width,FRONT_AXLE_WIDTH,,Width of the front axle from center to center of tires in millimeters.,Integer,5,0,,mm,1800 - 3000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Front Tire Track Offset From Pavement Edge,WHEEL_PATH_OFFSET1_M,,Measured distance from pavement edge to outside of the front tire track.,Character,10,,,mm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Frost Susceptibility Code,FROST_SUSCEPTIBILITY_CODE,,Code indicating frost susceptibility classification.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Frozen Layer Number,FROZEN_LAYER_NO,,Serial Number for interpreted frozen layers.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Frozen Layer Top Depth,FREEZE_FROM,,Top depth of a frozen layer.,Decimal,4,3,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Frozen Layers,FROZEN_LAYERS,,Number of frozen layers on the site for the day.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Area,FULL_DEPTH_AREA,,Total area of full depth patches.,Integer,4,0,,,0 - 4000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Number,FULL_DEPTH_NO,,Number of full depth patches placed in test section.,Integer,2,0,,,0,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Patch Boundary Cutting Method Code,CUT_METHOD_FULL,,Code identifying the instrument used to cut boundaries of area to be patched.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Patch Boundary Cutting Method Other,CUT_METHOD_FULL_OTHER,,Instrument used to cut boundaries of area to be patched if other than those listed.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Patching Consolidation Method Code,CONSOLIDATE_METHOD_FULL,,Code identifying the method used to consolidate patch materials.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Full Depth Square Feet,FULL_DEPTH_SF,,Square feet of full depth patches.,Integer,4,0,,sq ft,"NULL, 0 - 3000",HRDI,LTPP,Long-Term Pavement Performance,Single System
Functional Class Code,FUNC_CLASS,,Code identifying the functional classification of the highway sampled.,Character,2,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Functional Class Modification Date,FUNC_CLASS_MOD_DATE,,Date when the route received its new designation.,Date,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Functional Classification Code,F_System,,"Column 16 contains one of the Functional Classification Codes listed in Table 7-5. Column 17 contains either an ""R"" for rural or ""U"" for urban. For example, a code of 2R indicates a Rural Principal Arterial - Other Freeways and Expressways.",Character,2,,,Not applicable,"1R - Rural Interstate
2R - Rural Principal Arterial - Other Freeways and Expressways
3R - Rural Principal Arterial - Other
4R - RuralMinor Arterial
5R - Rural Major Collector
6R - Rural Minor Collector
7R - Rural Local
1U - Urban Interstate
2U - Urban Principal Arterial - Other Freeways and Expressways
3U - Urban Principal Arterial - Other
4U - Urban Minor Arterial
5U - Urban Major Collector
6U - Urban Minor Collector
7U - Urban Local",HPPI,TMAS,Travel Monitoring Analysis System,
Functional Classification of Inventory Route,FUNCTIONAL_CLASS_026,Bridge,Functional classification of the inventory route,Character,2,,,,,HIF,NBI,National Bridge Inventory System,
Functional System,F_SYSTEM,System,"The FHWA approved Functional Classification System.  Functional classification is the process by which highways are grouped into classes, or systems, according to the character of service they are intended to provide.",Integer,1,,"""9""",,"0 - N/A, No Functional System
1 - Interstate  
2 - Principal Arterial - Other Freeways and Expressways  
3 - Principal Arterial - Other  
4 - Minor Arterial  
5 - Major Collector  
6 - Minor Collector  
7 - Local",HEPP,HPMS,Highway Performance Monitoring System,Multiple Systems
Functional System *,FunctionalSystem,,Indicates the functional system classification of roadway.,Integer,1,0,,,"0 - No Functional System
1 - Interstate
2 - PA - Other Freeways & Expressways
3 - PA - Other
4 - Minor Arterial
5 - Major Collector
6 - Minor Collector
7 - Local",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,
FUNCTIONAL_CLASS,FUNCTIONAL_CLASS,,"Code for identifying the functional classification of the highway for which the pavement section is a sample. QC applies to GPS, see QC Manual for SPS.",Character,200,,,,,HRDI,LTPP,Long-Term Pavement Performance,
Future AADT,Future_AADT,,Forecasted AADT.,Integer,10,0,"""9999999999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Future AADT Year,Future_AADT_D,,Year for which the future AADT has been forecasted.,Date,4,0,"""YYYY""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Future Average Daily Traffic,FUTURE_ADT_114,Bridge,20-year forecast for annual average daily traffic volume for the inventory route,Integer,6,,,,,HIF,NBI,National Bridge Inventory System,Single System
Gain Adjustment Factor,GAIN_ADJUST_FACTOR,,Average value of the first 500 data points used as the zero point for trace interpretation.,Decimal,7,2,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gallons of Water Per Batch,GALLONS_WATER_PER_BATCH,,Gallons of water used per batch in initial and regrout.,Integer,3,0,,gal,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gate Opening Width,GATE_OPENING,,Width of the gate opening.,Decimal,3,1,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Factor,GAUGE_FACTOR,,Gauge factor of the strain gauge dictated by the design.,Decimal,3,2,,,4-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Length,GAUGE_LENGTH,,Effective gauge length of specimen used in direct tension testing.,Decimal,3,1,,mm,25 - 35,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Manufacturer,GAUGE_MANUFACTURER,,Name of the gauge manufacturer.,Character,20,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Power,GAUGE_POWER,,Power dissipated within the strain gauge.,Decimal,3,1,,W,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Reference Depth,GAUGE_REFERENCE_DEPTH,,Distance that indicates whether the measurement relates to the deflection of the surface layer.,Integer,4,0,,mm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Resistance,GAUGE_RESISTANCE,,Resistance of the strain gauge.,Integer,3,0,,ohm,"120, 350",HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Resolution,GAUGE_RESOLUTION,,Minimum recordable value for the sensor based upon excitation and amplification.,Decimal,3,2,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gauge Voltage,GAUGE_VOLTAGE,,Voltage supplied to the strain gauge.,Decimal,3,1,,V,"1.0, 2.5, 5",HRDI,LTPP,Long-Term Pavement Performance,Single System
GAUGE_COUNT_RATE,GAUGE_COUNT_RATE,,Gauge count rate used for standardization.,Integer,5,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GAUGE_MODEL_NUMBER,GAUGE_MODEL_NUMBER,,Model number of the gauge.,Character,20,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
General Comment,GENERAL_COMMENT,,General comment about the LTPP section that could relate to any or all of the data collected.,Character,240,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
General Data Quality Code,RECORD_STATUS,,A code indicating the general quality of the data.,Character,1,,,,"A - E, *, !",HRDI,LTPP,Long-Term Pavement Performance,Single System
General Ownership,GeneralOwnership,,Indicates the ownership type.,Integer,1,0,,,"0 - Undefined
1 - State
2 - Local
3 - Other",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
General Pavement Rehabilitation Cause,GEN_PAVEMENT_RHB_CAUSE,,Code indicating the primary pavement condition causing rehabilitation.,Character,1,,,,"NULL, 1 - 5",HRDI,LTPP,Long-Term Pavement Performance,Single System
General Pavement Rehabilitation Other,GEN_PAVEMENT_RHB_CAUSE_OTHER,,Primary pavement condition causing rehabilitation if other than those specified.,Character,60,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
General Remark,GENERAL_REMARK,,"Note used to record additional observations regarding the test, or test results.",Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Geologic Classification Code A,GEOL_CODE_A,,Code for geologic classification.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Geologic Classification Code B,GEOL_CODE_B,,Code for geologic classification.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GIS Year,GisYear,,Indicates the GIS location year.,Integer,4,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
GPR Interpreter Initials,GPR_INTERPRETERS,,Initials of the data interpreter(s).,Character,10,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPR Layer Number,GPR_LAYER_NO,,Layer number from interpretation of GPR measurement: layer one corresponds to the surface layer.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPR Measurement Lane Position Code,LANE_POSITION,,Code indicating lane position of the GPR measurement,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPR Operator Initials,GPR_OPERATORS,,Initials of data collection equipment operators.,Character,10,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPR Survey Date,GPR_DATE,,Date survey was performed.,Date,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPR Time,GPR_TIME,,Time of day at beginning of measurement run.,Timestamp,4,,,hhmm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPS Latitude Section Start,GPS_LATITUDE_START,,"Latitude of the start of the profile measurement, as measured by the vehicle¿¿¿s GPS.",Decimal,8,6,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GPS Longitude Section Start,GPS_LONGITUDE_START,,"Longitude of the start of the profile measurement, as measured by the vehicle¿¿¿s GPS.",Decimal,9,6,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gradation Data Source Code,GRADATION_SOURCE,,Data source for gradation figures.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gradation Type,GRADATION_TYPE,,"Indication if the gradation is based on a combined aggregate, or has separate coarse and fine, and whether the no4 is part of coarse or fine",Character,11,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grade,GRADE,,Longitudinal grade at core location as measured with digital level.,Decimal,2,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grade Classification A,Grades_A,,Grade classification: 0.0 - 0.4 percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Classification B,Grades_B,,Grade classification: 0.5 - 2.4 percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Classification C,Grades_C,,Grade classification: 2.5 - 4.4 percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Classification Code,GRADE_CLASS,,Code indicating the HPMS grade classification.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grade Classification D,Grades_D,,Grade classification: 4.5 - 6.4 percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Classification E,Grades_E,,Grade classification: 6.5 - 8.4 percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Classification F,Grades_F,,Grade classification: 8.5 or greater percent grade,Decimal,10,3,"""999999.999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
Grade Elevation,GRADE_ELEV,,Longitudinal grade at core location calculated from elevation measurements,Decimal,2,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Graph Availablity Code,GRAPH,,Code indicating whether a graph of the stress-strain data was attached with the test data.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gravimetric Moisture Content,GRAVIMETRIC_MOISTURE_CONTENT,,Computed gravimetric moisture content.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gravimetric Moisture Content Analysis,GRAV_MOIST_CONTENT_ANALYSIS,,Most probable value of gravimetric moisture content computed from VOLUM_MOIST_CONTENT_ANALYSIS.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gravimetric Moisture Content Maximum,GRAV_MOIST_CONTENT_MAX,,Maximum gravimetric moisture content computed from VOLUM_MOIST_CONTENT_MAX.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gravimetric Moisture Content Minimum,GRAV_MOIST_CONTENT_MIN,,Minimum gravimetric moisture content computed from VOLUM_MOIST_CONTENT_MIN.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Greater Than 5 Percent Permanent Strain During Testing Code,TEST_GREATER_5_PERCENT_STRAIN,,Code indicating if during testing there was greater than 5% permanent strain.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Greater Than 5 Percent Strain Preconditioning Code,PRE_GREATER_5_PERCENT_STRAIN,,Code indicating if preconditioning consisted of greater than 5% permanent strain.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grinding Reason Code,GRINDING_REASON,,Code indicating the reason for performing diamond grinding.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grinding Reason Other,GRINDING_REASON_OTHER,,Reason for performing diamond grinding if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
"Grinding, Milling, Or Grooving Method Code",METHOD,,"Code indicating whether grinding, milling, or grooving was used.",Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Groove Width,GROOVE_WIDTH,,Average groove width.,Decimal,2,1,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Valid_Records,Valid_Records,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Groove Width Data Source Code,GROOVE_WIDTH_SOURCE,,Data source for average groove width.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gross Weight,GROSS_WEIGHT,,Gross weight of primary compaction equipment.,Decimal,3,1,,tons,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Group Id,GroupId,,A unique name that identifies the project grouping.,Character,13,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Grout Curing Period,GROUT_CURE_PERIOD,,Curing period for PC grout.,Integer,2,0,,days,0 - 28,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grout Mixing Speed,GROUT_MIX_SPEED,,Grout mixing speed.,Integer,4,0,,rpm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grout Mixing Time,GROUT_MIX_TIME,,Amount of time grout was mixed.,Integer,3,0,,min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grout Pumped Per Hole,GROUT_PUMPED_PER_HOLE,,Amount of grout pumped per hole.,Decimal,3,1,,cu ft,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grout Type Code,GROUT_TYPE,,Code for type of grout used on bonded overlay.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Grout Type Other,GROUT_TYPE_OTHER,,Type of grout used for bonded overlays if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GVW Bin,GVW_BIN,,GVW weight bin to which this vehicle's weight should be assigned.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GVW Label,GVW_BIN_LABEL,,The label for the x-axis when graphing this bin if label is specified at this bin interval.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GVW Maximum,GVW_BIN_MAXIMUM,,The largest weight allowed in the bin.,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
GVW Minimum,GVW_BIN_MINIMUM,,The smallest weight allowed in the bin.,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Stage_Volume_Group_Name,Stage_Volume_Group_Name,,,Character,30,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Gyration Angle,GYRATE_ANGLE,,Angle of gyration of compactor.,Decimal,3,2,,deg,1.23 - 1.27,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gyration Ratio,GYRATION_RATIO,,Measured gyration ratio.,Decimal,3,1,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Gyratory Compactor Rotational Speed,GYRATE_ROT_SPEED,,Rotational speed of gyratory compactor.,Integer,2,0,,rpm,29 - 31,HRDI,LTPP,Long-Term Pavement Performance,Single System
Half-Width Transverse Cracked Slabs,CRACKED_SLABS_HALF,,"Number of slabs with transverse cracks extending to at least the mid point of the slab, and with length at least half of the slab width.",Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hamburg Wheel Tracking Conditioning,HWT_CONDITIONING,,Code indicating the wet or dry condition of the Hamburg Wheel Tracking Test.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hamburg Wheel Tracking Deformation at 20000 Passes,HWT_DEFORM_20000,,"The deformation measurement at 20,000 passes during the Hamburg Wheel Test.",Decimal,4,3,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hamburg Wheel Tracking Test Temperature,HWT_TEST_TEMP,,The temperature used during the Hamburg Wheel Tracking Test,Decimal,4,1,,deg F,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hand Sprayer Use Code,HANDSPRAYER_USED,,Code indicating if a hand sprayer was used to touch up missed spots.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Has GIS,HasGis,,Indicates whether the detail has GIS data.,Boolean,1,0,,,0 (false) or 1 (true),HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Haul Distance,HAUL_DISTANCE,,Haul distance from mix plants to project site.,Integer,3,0,,mi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Haul Time,HAUL_TIME,,Haul time from mix plants to project site.,Integer,3,0,,min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_DISTANCE1,HAUL_DISTANCE1,,Haul distance from mix plants to project site.,Integer,3,0,,mi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_DISTANCE2,HAUL_DISTANCE2,,Haul distance from mix plants to project site.,Integer,3,0,,mi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_DISTANCE3,HAUL_DISTANCE3,,Haul distance from mix plants to project site.,Integer,3,0,,mi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_TIME1,HAUL_TIME1,,Haul time from mix plants to project site.,Integer,3,0,,min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_TIME2,HAUL_TIME2,,Haul time from mix plants to project site.,Integer,3,0,,min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HAUL_TIME3,HAUL_TIME3,,Haul time from mix plants to project site.,Integer,3,0,,min,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Header_Sql,Header_Sql,,,Character,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Heated Asphalt Compatibility Code,ASPHALT_COMPATIBILITY_HEAT,,Code indicating the results of the asphalt compatibility test after prolonged heating.,Character,1,,,,"P, F",HRDI,LTPP,Long-Term Pavement Performance,Single System
Heated Hose Code,HOSE_CONNECT_WAND,,Code indicating if hose between wand and sealant chamber was heated.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Heater Equipped Code,HEATERS_EQUIPPED,,Code indicating if distributor was equipped with heaters that can be used to bring the emulsified asphalt material to spray application temperature.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Warning_Records,Warning_Records,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Heater Scarification Type Code,HEAT_SCARIF_TYPE,,Code for type of heater scarification.,Integer,1,0,,,2-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Heavy Class 9 Code,WEIGHT60000,,"Yes/No indicator as to whether or not this is a heavy (GVW > 60,000 lbs.) Class 9.",Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Occupancy Vehicle Lanes,HOV_Lanes,Operations,Maximum number of lanes in both directions designated for HOV operations.,Integer,10,0,"""9999999999""",,,HPPI,HPMS,Highway Performance Monitoring System,Single System
High Occupancy Vehicle Operations Type,HOV_Type,Operations,The type of HOV operations.,Integer,1,0,"""9""",,"1 - Full-time HOV
2 - Part-time HOV (normal lanes)
3 - Part-time HOV (shoulder/parking lanes)",HPPI,HPMS,Highway Performance Monitoring System,Single System
High Severity Alligator Cracking Area,GATOR_CRACK_A_H,,"Area of alligator (fatigue) cracking of high severity. (moderately or severely spalled interconnected cracks, may be sealed, pumping may be evident.)",Decimal,5,1,,sq m,0 - 650,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Block Cracking Area,BLK_CRACK_A_H,,Area of high severity block cracking. (mean crack width greater than 19 mm or under 19 mm with moderate to high severity random cracking.),Decimal,5,1,,sq m,0 - 650,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Construction Joint Number,CONST_JOINT_NO_H,,Number of high severity transverse construction joint deterioration areas. (spalling greater than 75 mm and breakup within .6 m of joint.),Integer,2,0,,,0 - 2,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Corner Breaks Number,CORNER_BREAKS_NO_H,,Number of high severity corner breaks. (spalled at moderate to high severity for more than 10 percent of crack; or faulting exceeds 13 mm or corner piece in two or more pieces.),Integer,3,0,,,0 - 50; except SHRP_ID like %0602 or %0605: 0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Durabilty Crack Area,DURAB_CRACK_A_H,,"Area of high severity durability (""D"") cracking.",Decimal,4,1,,sq m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Durabilty Crack Number,DURAB_CRACK_NO_H,,"Number of areas affected by high severity durability (""D"") cracking.",Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Edge Crack Length,EDGE_CRACK_L_H,,Length of high severity edge cracking.,Decimal,4,1,,m,0 - 155,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Flexible Patch Area,PATCH_FLEX_A_H,,Area of flexible patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,Decimal,4,1,,sq m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Flexible Patch Number,PATCH_FLEX_NO_H,,Number of flexible patches showing high severity distress or settlement of 6 mm or more at the perimeter.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Joing Spalling Length,SPALLED_LENGTH_H,,Length of high severity joint spalling.,Decimal,2,1,,m,0 - 5.1,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Longitudinal Crack Length,LONG_CRACK_L_H,,Length of high severity longitudinal cracking. (crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.),Decimal,5,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
