Accession,id,pi0,bins
GSE133627,sheet-Res_NitratevsControl(1) from GSE133627_Res_NitratevsControl.xlsx,0.610215887280511,"(0.6,0.7]"
GSE133731,sheet-Stage5_Stage6_treated from GSE133731_Raw_data-Differential_Expression.xlsx,0.314551708779352,"(0.3,0.4]"
GSE133763,GSE133763_Counts_DESeq2_results_CHCHD10.txt.gz,0.558399029920828,"(0.5,0.6]"
GSE133764,GSE133764_Counts_DESeq2_results_CHCHD2.txt.gz,0.625878823841032,"(0.6,0.7]"
GSE133798,GSE133798_Hodson_GEO_WTvM3_DESeq2.txt.gz,0.784588754298255,"(0.7,0.8]"
GSE133809,GSE133809_colon.ANOVA_GFvTURI.csv.gz,0.794276147263621,"(0.7,0.8]"
GSE133898,sheet-All_Genes from GSE133898_ControlvsYTHDF2KD_DESeqResults.xlsx,0.369378806893338,"(0.3,0.4]"
GSE133917,sheet-CtrlTTX v KDTTX significant from GSE133917_Grin3a_KD_RNAseq.xlsx,0.538590557939914,"(0.5,0.6]"
GSE133927,GSE133927_result.exp.csv.gz,0.215409016980899,"(0.2,0.3]"
GSE133993,GSE133993_pro-B.edgeR.txt.gz,0.551772561029792,"(0.5,0.6]"
GSE134115,sheet-NS364 vs. GT23 @ -5 glu from GSE134115_NS364vsGT23_Glu.xlsx,0.282617031423327,"(0.2,0.3]"
GSE134183,GSE134183_shWdr5_symbol.txt.gz,0.7890442430600492,"(0.7,0.8]"
GSE134200,sheet-res_fc_out from GSE134200_DESeq2_genes_diffexp_by_fc_T0_vs_T10.xlsx,0.488764576888777,"(0.4,0.5]"
GSE134261,GSE134261_NK_WT_B16F10_RNA_Seq.txt.gz,0.645948802472316,"(0.6,0.7]"
GSE134312,GSE134312_macrophage-vinfo.txt.gz,0.999910225334411,"(0.9,1]"
GSE134374,GSE134374_T66_RNA-Seq.txt.gz,0.360974717854332,"(0.3,0.4]"
GSE134406,GSE134406_DESeq2-24h.csv.gz,0.590440661563047,"(0.5,0.6]"
GSE134736,GSE134736_WT_vs_miR-26_TKO_Processed.txt.gz,0.544367771732467,"(0.5,0.6]"
GSE134785,GSE134785_Normalized_FPKM.txt.gz,0.443756417247917,"(0.4,0.5]"
GSE134871,GSE134871_DE_All-MSTR_5CPM.tsv.gz,0.395802354005049,"(0.3,0.4]"
GSE134963,GSE134963_results_4wkTopRM_PXvsShamv5.csv.gz,0.490226860403091,"(0.4,0.5]"
GSE134966,GSE134966_results_10wkTopRMv5.csv.gz,0.264864665142089,"(0.2,0.3]"
GSE135023,GSE135023_SEM_RNA_PROM1KD_hg19_contrast_cpm.txt.gz,0.666103874426588,"(0.6,0.7]"
GSE135047,GSE135047_EdgeR_Results.txt.gz,0.438958024817274,"(0.4,0.5]"
GSE135095,GSE135095_DESeq_Trub_COT_vs_CO.csv.gz,0.85082818372748,"(0.8,0.9]"
GSE135098,GSE135098_Counts_and_DESeq2_results.txt.gz,0.994330441138405,"(0.9,1]"
GSE135154,GSE135154_e_vs_eD_edgeR.txt.gz,0.751913909816428,"(0.7,0.8]"
GSE135177,sheet-Bulk_RNAseq_gene_exp from GSE135177_Table_ofBulk_RNAseq_Gene_Expression.xlsx,0.584873417270741,"(0.5,0.6]"
GSE135273,GSE135273_WT_V_MKT1_FC.txt.gz,0.731315747671663,"(0.7,0.8]"
GSE135275,GSE135275_MLLAF9_CXCR4KD_Day10_FPKM.txt.gz,0.573110462682407,"(0.5,0.6]"
GSE135282,sheet-sheet1 from GSE135282_caseVScontrol.All.xls.gz,0.854257688563611,"(0.8,0.9]"
GSE135288,sheet-Coding RNA from GSE135288_Limma_voom_coding_ncRNA_list_FDR_foldchange.xlsx,0.55869299334389,"(0.5,0.6]"
GSE135351,GSE135351_LCM_data_processed.txt.gz,0.498949553757373,"(0.4,0.5]"
GSE135430,GSE135430_RNA_Isolation_Comparison_EdgeR.txt.gz,0.232441661668165,"(0.2,0.3]"
GSE135442,GSE135442_RUV_P6_v_P6_07May18_ManuallyFiltered_EdgeR_NoNormalization.csv.gz,0.766949701941813,"(0.7,0.8]"
GSE135505,GSE135505_DE_HELZ_vs_WT.txt.gz,0.420194730041413,"(0.4,0.5]"
GSE135718,GSE135718_T2.DESeq_results.txt.gz,0.540462869672086,"(0.5,0.6]"
GSE135800,GSE135800_P493-6_Con_vs_975.htseq.edgeR.txt.gz,0.553068713642751,"(0.5,0.6]"
GSE135833,GSE135833_10027793.1control9_JC9.toptags_edgeR.csv.gz,0.523935231039165,"(0.5,0.6]"
GSE135881,sheet-status = ok from GSE135881_IUB288_WT_vs_Veh_WT_gene_differential_expression.xlsx,0.82004717944688,"(0.8,0.9]"
GSE135907,GSE135907_DESeq2_H3YJ3DMXX_Raspberry_59to64_RNAseq_Results.txt.gz,0.505565451047677,"(0.5,0.6]"
GSE136023,sheet-Deseq_all_results from GSE136023_Deseq_all_results_24.xlsx,0.850197538628088,"(0.8,0.9]"
GSE136069,GSE136069_IPC_RNAseq_edgeR_C6706_vs_Mock.txt.gz,0.876160042704595,"(0.8,0.9]"
GSE136091,GSE136091_Liver_TranslationEfficiency_kd_vs_control.csv.gz,0.842634959106649,"(0.8,0.9]"
GSE136102,sheet-DE_PxNP from GSE136102_DE_PxNP.xlsx,0.870388593779009,"(0.8,0.9]"
GSE136111,sheet-Sheet from GSE136111_DESeq2_comparison_P_vs_B_table.xlsx,0.571276430772029,"(0.5,0.6]"
GSE136116,GSE136116_edgeR.output.csv.gz,0.500257229809437,"(0.5,0.6]"
GSE136396,sheet-RNASeq_POA_Neurons from GSE136396_RNASeq_Feketa_2019.xlsx,0.91208295594721,"(0.9,1]"
GSE136556,sheet-ST2_vsST2-_counts from GSE136556_ST2_counts.xlsx,0.960462362855587,"(0.9,1]"
GSE136604,GSE136604_edgeR.txt.gz,0.861947798319613,"(0.8,0.9]"
GSE136654,GSE136654_2019.04.23.DVCYCvsMOCK.txt.gz,0.467201221013448,"(0.4,0.5]"
GSE136767,GSE136767_LR-1-vs-0-CHH-RmyDiff.txt.gz,0.176869164818214,"(0.1,0.2]"
GSE136803,sheet-edgeR_IGR37_NLSiCTNNB_relative_ from GSE136803_IGR37_NLSiCTNNB.xlsx,0.357244243794154,"(0.3,0.4]"
GSE136842,sheet-Sheet1 from GSE136842_Processed_data.xlsx,0.165258063754005,"(0.1,0.2]"
GSE136860,GSE136860_LBH6_pindex_change.txt.gz,0.315793898962734,"(0.3,0.4]"
GSE136876,sheet-Sheet3 from GSE136876_TEADi_GSA-TMM-TPM.xlsx,0.781166354158898,"(0.7,0.8]"
GSE136893,sheet-AllData from GSE136893_AllData_160223_GUNN_RNASeq_Results.xlsx,0.798647807690593,"(0.7,0.8]"
GSE137035,GSE137035_DESEQ_cpm_values_w_pvals.txt.gz,0.463511138636101,"(0.4,0.5]"
GSE137217,GSE137217_maternal_background_smoothed_methylation.txt.gz,0.999995145713995,"(0.9,1]"
GSE137390,sheet-IGR37SCDi_vs_DMSO from GSE137390_siSCD1_DGE.xlsx,0.394635592735702,"(0.3,0.4]"
GSE137410,sheet-Sheet1 from GSE137410_siKLF4_GSA.xlsx,0.301359978103882,"(0.3,0.4]"
GSE137412,GSE137412_macro_Wt_DexLPSoverLPS_expressed_lengthscaledTPMs.txt.gz,0.307398058453714,"(0.3,0.4]"
GSE137447,sheet-9. ∆rr11 vs rr11rr11D53A at 17  from GSE137447_Overal_transcripts_of_rr11_mutants_in_ST556.xlsx,0.562250200586649,"(0.5,0.6]"
GSE137448,GSE137448_Control_Lucat_Async_RPKMs.txt.gz,0.419269597566445,"(0.4,0.5]"
GSE137485,sheet-PAO1_DE_unstranded from GSE137485_RNA-seq_ErfA_DE_PAO1.xlsx,0.999616538517432,"(0.9,1]"
GSE137509,sheet-Complete table from deseq2 from GSE137509_Supplementary_file_S1.xlsx,0.318790883564565,"(0.3,0.4]"
GSE137531,sheet-Sheet1 from GSE137531_siYT_GSA.xlsx,0.301439919052948,"(0.3,0.4]"
GSE137555,GSE137555_GFP_vs_Cre.txt.gz,0.808483207810558,"(0.8,0.9]"
GSE137636,GSE137636_YKL_vs_DMSO_DEG.txt.gz,0.560426953596624,"(0.5,0.6]"
GSE137678,GSE137678_res1_45_control_basal_vs_Stat5Adipoq_basal.id.csv.gz,0.876583025264156,"(0.8,0.9]"
GSE137691,GSE137691_GEOsubmission_Cut_and_Run_totalPeaks_raw.txt.gz,0.681081623583115,"(0.6,0.7]"
GSE137939,sheet-results from GSE137939_results_hDS_seq_IIT.xlsx,0.774597108432713,"(0.7,0.8]"
GSE138207,sheet-Only protein coding genes from GSE138207_RNAseq_counts_and_RPKM_and_DESeq2_analysis_T11F80L_8_37_vs_WT_37.xlsx,0.718534312806645,"(0.7,0.8]"
GSE138289,sheet-WT_vs_KO_DEseq2_all from GSE138289_WT_vs_KO_DEseq2_all_merge_counts_norm.xlsx,0.423344184386045,"(0.4,0.5]"
GSE138333,GSE138333_DESeq2_output.tsv.gz,0.480905572308975,"(0.4,0.5]"
GSE138338,GSE138338_DESeq2_results_RBP_RNASeq-hfq_vs_M-WT-1_LRT_3-3_All.txt.gz,0.747182277800696,"(0.7,0.8]"
GSE138340,GSE138340_edgeR_analysis.txt.gz,0.646764025959818,"(0.6,0.7]"
GSE138432,GSE138432_WT_vs_6x_pfd.min1rpkm.DESeq2.tsv.gz,0.527130461355725,"(0.5,0.6]"
GSE138537,GSE138537_Mouse_tendons_edgeR.txt.gz,0.354334120825611,"(0.3,0.4]"
GSE138540,GSE138540_Rat_tendons_edgeR.txt.gz,0.303012543011948,"(0.3,0.4]"
GSE138614,GSE138614_WM_vs_RL.txt.gz,0.651659412671683,"(0.6,0.7]"
GSE138681,GSE138681_MonoVSMono_CA_Gene_differential_expression.txt.gz,0.508836648721419,"(0.5,0.6]"
GSE138781,GSE138781_rna-seq.txt.gz,0.951726043807973,"(0.9,1]"
GSE138783,GSE138783_OSMI2_6h_D_vs_T_results_04_03_19.txt.gz,0.881158025075501,"(0.8,0.9]"
GSE138822,GSE138822_nucRNA_eRNAs_condition_treated_results.csv.gz,0.856640024459598,"(0.8,0.9]"
GSE138844,GSE138844_DEGList_w_IHW_ccrM_vs_WT.txt.gz,0.424799642264807,"(0.4,0.5]"
GSE138917,GSE138917_m2011vsC2.complete.xls.gz,0.734867917600659,"(0.7,0.8]"
GSE139003,GSE139003_DMSOvs9h.txt.gz,0.754323534719812,"(0.7,0.8]"
GSE139040,GSE139040_SggA_RNAseq_limma-voom_result_master.txt.gz,0.70186542249002,"(0.7,0.8]"
GSE139065,sheet-GFP.edgeR.all.peaks from GSE139065_ATACseq.aorta.GEO.edgeR.xls.gz,0.809926186692605,"(0.8,0.9]"
GSE139147,GSE139147_WTvsMS-275.TXT.gz,0.331343003480264,"(0.3,0.4]"
GSE139151,sheet-finalTabCytoLib from GSE139151_finalTab_siRBM15_and_siWTAP_CytoLib.xlsx,0.962400287036971,"(0.9,1]"
GSE139292,GSE139292_deseq_results.tsv.gz,0.695254898700746,"(0.6,0.7]"
GSE139293,sheet-tpm_U2OS_vs_a1-a2KO_t-test from GSE139293_tpm_U2OS_vs_a1-a2KO_t-test.xlsx,0.561622658338005,"(0.5,0.6]"
GSE139326,GSE139326_Gene_expression_profile.txt.gz,0.726243594692375,"(0.7,0.8]"
GSE139346,GSE139346_KP_T6B_counts_DEseq.csv.gz,0.484645826958427,"(0.4,0.5]"
GSE139436,GSE139436_SEM_RNA_IBET90_hg19_contrast_cpm.txt.gz,0.246146519666386,"(0.2,0.3]"
GSE139439,sheet-WT-oxLDL_WT-control from GSE139439_DEAnalyses_pairwise.xlsx,0.546995603296592,"(0.5,0.6]"
GSE139458,GSE139458_Processed_RNAseq_data.xls.gz,0.375702108240593,"(0.3,0.4]"
GSE139613,GSE139613_CD3_vs_TALL.htseq.edgeR.txt.gz,0.539409891204141,"(0.5,0.6]"
GSE139618,GSE139618_Jurkat_DMSO_v_H3B8800_24hr.htseq.edgeR_Tophat.txt.gz,0.252059003154824,"(0.2,0.3]"
GSE139619,GSE139619_Jurkat_DMSO_vs_P5091_24hr.htseq.edgeR.txt.gz,0.219157997530375,"(0.2,0.3]"
GSE139620,GSE139620_CUTLL1_DMSO_vs_P5091.htseq.edgeR.txt.gz,0.314062119099943,"(0.3,0.4]"
GSE139659,GSE139659_IPvsctrl.complete.xls.gz,0.349543852851607,"(0.3,0.4]"
GSE139808,GSE139808_periderm_sleuth_transcript_TPM.csv.gz,0.514449194665493,"(0.5,0.6]"
GSE139830,sheet-20190918_Ad_Ctrl_vs_378_CSun_DE from GSE139830_RNA-SEQ_Ad_Ctrl_vs_378.xlsx,0.70011196396166,"(0.7,0.8]"
GSE139880,sheet-riborex_res_deseq2_N2vsmeg3meg4 from GSE139880_Differential_translation_analysis.xlsx,0.977662633829409,"(0.9,1]"
GSE139907,GSE139907_iOB_GFP+_vs_fibroblast.txt.gz,0.488717057352692,"(0.4,0.5]"
GSE139917,sheet-Sheet1 from GSE139917_Log2_FoldChange_pSTKamiRNACWIN24_4-3_Vs_WT_.xlsx,0.504068525051928,"(0.5,0.6]"
GSE139972,GSE139972_Processed_data.txt.gz,0.13567816601177,"(0.1,0.2]"
GSE140019,GSE140019_H2O2vsWT.complete.txt.gz,0.334296512673932,"(0.3,0.4]"
GSE140156,GSE140156_DifferentialExpression.csv.gz,0.369371888496613,"(0.3,0.4]"
GSE140177,GSE140177_181130TL_de_counts_all_genes.csv.gz,0.473289065236753,"(0.4,0.5]"
GSE140211,GSE140211_ann_t0t60.result.txt.gz,0.666353719673084,"(0.6,0.7]"
GSE140222,GSE140222_M.VS.C-all_genes.txt.gz,0.471652438598044,"(0.4,0.5]"
GSE140308,sheet-HTSEq_Df_Treated_vs_Control from GSE140308_DEG_Growth_Hormone_Experimental_vs_Control_HTSeq.xlsx,0.911603441123087,"(0.9,1]"
GSE140417,GSE140417_OFF.VS.ON-all_genes.txt.gz,0.898099769924536,"(0.8,0.9]"
GSE140423,GSE140423_HNF4a_vs_control_DE_sumary.txt.gz,0.431708617468574,"(0.4,0.5]"
GSE140514,sheet-Tabelle1 from GSE140514_Hfq_RIP-seq_read_counts.xlsx,0.689224254079717,"(0.6,0.7]"
GSE140544,GSE140544_ssonnei_processed_data.tsv.gz,0.414096545253297,"(0.4,0.5]"
GSE140605,GSE140605_deseq2_results_TM2_2_05_Vs_TM2_2_07.csv.gz,0.767026967606614,"(0.7,0.8]"
GSE140646,GSE140646_shBATF3_KD_DEG.txt.gz,0.780620919254008,"(0.7,0.8]"
GSE140681,sheet-Sheet1 from GSE140681_Stearman_GEO_supplemental_RNAseq_results_table_11142019.xlsx,0.993267622134692,"(0.9,1]"
GSE140729,GSE140729_C_vs_A.GO_Enrichment_result_ALL.txt.gz,0.5920448678148,"(0.5,0.6]"
GSE140787,GSE140787_WT_vs_NCU04278.txt.gz,0.925001521428044,"(0.9,1]"
GSE140810,GSE140810_extended_summary_gene.csv.gz,0.842758001916674,"(0.8,0.9]"
GSE140847,sheet-Condition 3 vs Condition 11 from GSE140847_Supplementary_file_S1.xlsx,0.201952254003695,"(0.2,0.3]"
GSE140928,GSE140928_all_compare.xls.gz,0.362602496758612,"(0.3,0.4]"
GSE141069,GSE141069_A-VS-C_DE.xls.gz,0.211866694351683,"(0.2,0.3]"
GSE141262,GSE141262_Bulk_LEC_TUMOR_Count.FPKM.TPM_FC.csv.gz,0.861220016568588,"(0.8,0.9]"
GSE141301,GSE141301_DESeq2_resb_ForGEO.txt.gz,0.794373199886256,"(0.7,0.8]"
GSE141440,sheet-edgeR_output from GSE141440_GEO_Retina_S1PR.gTKO.edgeR_FPKMs_RNAseq.xlsx,0.753126388527549,"(0.7,0.8]"
GSE141694,sheet-data from GSE141694_21c_em9_vs_37c_em9_counts_normalized_relative_to_library_size.xls.gz,0.356651962510947,"(0.3,0.4]"
GSE141721,sheet-Sheet1 from GSE141721_invitro_microglia_summary_table_2019-12-03.xls.gz,0.647761374168982,"(0.6,0.7]"
GSE141753,GSE141753_TR-ST_vs_PA-ST.all.exp.txt.gz,0.559549680483468,"(0.5,0.6]"
GSE141835,sheet-MRD1vsCTRLfull (2) from GSE141835_MBD5_RNA-SEQ_DATA.xls.gz,0.80908962010237,"(0.8,0.9]"
GSE141891,GSE141891_deseq2_differential_expression_analysis_results.tsv.gz,0.973791599464201,"(0.9,1]"
GSE142042,sheet-res from GSE142042_D17_vs_D30.xlsx,0.896141355932188,"(0.8,0.9]"
GSE142094,sheet-pCPL versus Teqing mRNA-Seq from GSE142094_pCPL_versus_Teqing_mRNA-Seq.xls.gz,0.401329007193285,"(0.4,0.5]"
GSE142171,sheet-data2 from GSE142171_data2.xlsx,0.598801605932373,"(0.5,0.6]"
GSE142314,GSE142314_de_stats.csv.gz,0.308425958737841,"(0.3,0.4]"
GSE142364,GSE142364_NfyavsGFP_edgeR.txt.gz,0.40042755276217,"(0.4,0.5]"
GSE142464,GSE142464_deseq2_MTB_OD3_vs_C3719_OD3.tsv.gz,0.692914052918223,"(0.6,0.7]"
GSE142485,sheet-Sheet1 from GSE142485_19-12-19_E45_DESEQ_only.xlsx,0.807802926365483,"(0.8,0.9]"
GSE142487,GSM4230320_Pir1D_F908A.csv.gz from GSE142487_RAW.tar,0.281877186755729,"(0.2,0.3]"
GSE142504,GSE142504_Control-PMA-t12_rep1_Control-PMA-t12_rep2_vs_C9KO-PMA-t12_rep1_C9KO-PMA-t12_rep2.gene_summary.txt.gz,0.980116615434186,"(0.9,1]"
GSE142589,GSE142589_KO_Mettl3_gene_expression_fold_change.csv.gz,0.704141990599755,"(0.7,0.8]"
GSE142635,GSE142635_MCEnC_KOvsWT_early.txt.gz,0.106532687243689,"(0.1,0.2]"
GSE142636,GSE142636_pHCEnC_KDvsWT.txt.gz,0.154940947791772,"(0.1,0.2]"
GSE142640,GSE142640_Deseq_all_results.txt.gz,0.820218506842466,"(0.8,0.9]"
GSE142749,GSE142749_deseq2.shrinkage.patched.csv.gz,0.948552012955091,"(0.9,1]"
GSE142815,GSE142815_gene_list.txt.gz,0.825229012826967,"(0.8,0.9]"
GSE142826,sheet-DESeq2 Results C9 Mat vs Fetal from GSE142826_HK1_Project_DE_analysis.xlsx,0.534795615173733,"(0.5,0.6]"
GSE142827,sheet-Sheet 1 from GSE142827_RIP_Hg19_DEseq2Diff.xlsx,0.411329727465411,"(0.4,0.5]"
GSE142881,sheet-Sheet 1 from GSE142881_Complete_geneList_EdgeR.xlsx,0.343827311483664,"(0.3,0.4]"
GSE142895,GSE142895_edgeR.CARP.m302a.vs.Empty.tsv.gz,0.987108795397289,"(0.9,1]"
GSE143320,GSE143320_DGE16_RNAseq_data.txt.gz,0.664321636344657,"(0.6,0.7]"
GSE143396,sheet-Sheet1 from GSE143396_Gene_list.xlsx,0.741621986852508,"(0.7,0.8]"
GSE143456,GSE143456_myb_svsCSKO.Differential_analysis_results.xls.gz,0.293669847706921,"(0.2,0.3]"
GSE143519,GSE143519_normalized_annotated_counts_all.results.tsv.gz,0.822122714790024,"(0.8,0.9]"
GSE143597,sheet-Sheet1 from GSE143597_ALL_samples_RPKM.xlsx,0.847961898100634,"(0.8,0.9]"
GSE143659,GSE143659_te_dkoVwt_all.csv.gz,0.764785493601122,"(0.7,0.8]"
GSE143749,GSE143749_Differential_Expression_T_vs_NT.tsv.gz,0.671319325760068,"(0.6,0.7]"
GSE143764,GSE143764_RNA-seq_DE_no_filter.txt.gz,0.258465666143285,"(0.2,0.3]"
GSE143957,GSE143957_2019_DESEQ2_All2Fac_CPM.csv.gz,0.811089020548367,"(0.8,0.9]"
GSE144025,sheet-Genes from GSE144025_edgeRglm_GENE_EXT1_UNDIFF-H9_UNDIFF.xlsx,0.730689505451828,"(0.7,0.8]"
GSE144066,GSE144066_2019.05.02.BovTick-BovBlood.txt.gz,0.306466079736288,"(0.3,0.4]"
GSE144092,GSE144092_pin1_DESeq2.txt.gz,0.533917046970518,"(0.5,0.6]"
GSE144093,GSE144093_LAMP2A_vs_VT_full_DESeq2_results.txt.gz,0.200266022628361,"(0.2,0.3]"
GSE144117,GSE144117_diff_exp_deseq2.csv.gz,0.780358511617173,"(0.7,0.8]"
GSE144147,sheet-RJ_Desmin_RNAseq_RJBP_different from GSE144147_RJ_Desmin_RNAseq_RJBP_differentialexpression.xls.gz,0.300153332503212,"(0.3,0.4]"
GSE144193,GSE144193_consolidated.tsv.gz,0.76617133523929,"(0.7,0.8]"
GSE144208,GSE144208_patient_vs_healthy_old_all.csv.gz,0.513774078600041,"(0.5,0.6]"
GSE144337,sheet-Sheet1 from GSE144337_Report-Deseq2.xlsx,0.817851052312651,"(0.8,0.9]"
GSE144348,sheet-Sheet1 from GSE144348_GEOSubmissionProcessedDataTable200127.xlsx,0.957810374101051,"(0.9,1]"
GSE144480,sheet-Results from GSE144480_DeSeq2_22_uM_DO_vs_3.8_uM_DO_paired.xls.gz,0.646798123167527,"(0.6,0.7]"
GSE144580,GSE144580_ATAC_differential_accessibility_edgeR.txt.gz,0.763069178787241,"(0.7,0.8]"
GSE144585,GSE144585_BioJupies_ex-vivo-cells.txt.gz,0.307077820766579,"(0.3,0.4]"
GSE144589,GSE144589_FETAL_Differential_expression_analysis_table.csv.gz,0.916442710483021,"(0.9,1]"
GSE144601,GSE144601_DEG_gene_list.txt.gz,0.509443362347627,"(0.5,0.6]"
GSE144633,sheet-treated_vs_PBS.all.gene.result  from GSE144633_Control_vs_Shiga_toxin_24_hour.all.gene.result_1_.xls.xlsx,0.87614009260756,"(0.8,0.9]"
GSE144675,GSE144675_noTreatment_vs_Treatment_in_osm3_deseq2.txt.gz,0.539100833880555,"(0.5,0.6]"
GSE144712,GSE144712_ZNF143_HSLAM_st_DESeq2_FPKM.txt.gz,0.742572885278116,"(0.7,0.8]"
GSE144725,GSE144725_Differential_expression_Pat-OE-Gal_vs_Pat-OE-Glc.csv.gz,0.604133707565844,"(0.6,0.7]"
GSE144726,GSE144726_Processed_RNA_Seq_data.txt.gz,0.664925913707954,"(0.6,0.7]"
GSE144734,sheet-Testing_Results from GSE144734_Supporting_file_table2.xlsx,0.492219019428415,"(0.4,0.5]"
GSE144762,sheet-13499R_Heat_vs_Control_CRISPR.t from GSE144762_13499R_RNAseq_d6.xlsx,0.775494322468445,"(0.7,0.8]"
GSE144767,sheet-GeneExpression from GSE144767_hPSC_main_file.xlsx,0.782648092909767,"(0.7,0.8]"
GSE144814,GSE144814_DR_T1vsW_T1_DEG.txt.gz,0.659419808449613,"(0.6,0.7]"
GSE144942,sheet-Sheet1 from GSE144942_DEseq2.xlsx,0.908192473470984,"(0.9,1]"
GSE144944,sheet-cluster 15 from GSE144944_Findmarkers_by_cluster.xlsx,0.270291190673341,"(0.2,0.3]"
GSE144948,sheet-Sheet1 from GSE144948_Minus_vs_Plus_OVCAR3_DAB2IP.DESeq2_Results.xlsx,0.774674244886973,"(0.7,0.8]"
GSE145100,GSE145100_DESeq2_analysis.txt.gz,0.959836900045887,"(0.9,1]"
GSE145103,sheet-Genes from GSE145103_edgeRglm_GENE_sCyp-sWt.xlsx,0.478978734618808,"(0.4,0.5]"
GSE145162,GSE145162_deltasbp1Unt_vs_deltasbp1Az.Differential_Expression.anno.txt.gz,0.336700598537105,"(0.3,0.4]"
GSE145215,sheet-edgeR GLM gene from GSE145215_edgeRglm_GENE_KOA-WTA.xlsx,0.93514965699689,"(0.9,1]"
GSE145232,GSE145232_edgeR_7m_7v.csv.gz,0.999206005510043,"(0.9,1]"
GSE145293,GSE145293_F10_F0_Ribotag_filtered_logFC.txt.gz,0.818070996952832,"(0.8,0.9]"
GSE145587,sheet-Mobley_RS3_geneExprs_differenti from GSE145587_Mobley_RS3_GeneExpression.xlsx,0.889526791797969,"(0.8,0.9]"
GSE145628,GSE145628_genes.edgeR_results.txt.gz,0.784905743147132,"(0.7,0.8]"
GSE145704,GSE145704_Anp32e_Null_RNAseq_DESeq2_table.txt.gz,0.596469690379765,"(0.5,0.6]"
GSE145863,GSE145863_deseq.txt.gz,0.572057673539234,"(0.5,0.6]"
GSE145956,GSE145956_Ovilo14_DEGenes_DESeq2.csv.gz,0.818715736880623,"(0.8,0.9]"
GSE146246,GSE146246_WH7803_LL_HL_norm_counts_FC.tsv.gz,0.762031241104408,"(0.7,0.8]"
GSE146300,GSE146300_nsRNA_S18134_Med14_Med17_AID.txt.gz,0.136385294449752,"(0.1,0.2]"
GSE146315,sheet-Sheet1 from GSE146315_in_E3_from_E3C11_co-culture_vs_E3E3_coculture_-_for_submission.xlsx,0.820455731319828,"(0.8,0.9]"
GSE146318,GSE146318_Sua7_newly_synthesized_RNA.txt.gz,0.148371759451272,"(0.1,0.2]"
GSE146321,GSE146321_totalRNA_S19282_Med14Med17_AID.txt.gz,0.207190286483117,"(0.2,0.3]"
GSE146411,GSE146411_All_genes_fold_changes_RA_vs_CT_paired.csv.gz,0.999433806999111,"(0.9,1]"
GSE146412,GSE146412_FW_vs_wt.csv.gz,0.61071787077666,"(0.6,0.7]"
GSE146438,GSM4385471_D78R5D01_vs_D78US.genes.DEA.txt.gz from GSE146438_RAW.tar,0.314672045783653,"(0.3,0.4]"
GSE146622,GSE146622_PBT2.VS.DMSO-all_genes.txt.gz,0.207789954370878,"(0.2,0.3]"
GSE146676,GSE146676_GSKJ4_vs_Con_edger_symble.xls.gz,0.396744758842435,"(0.3,0.4]"
GSE146720,sheet-STK25vsCON_5-28-19 (2) from GSE146720_StkTaoRNAseqAnalysis05292019_md5.xlsx,0.661591685543293,"(0.6,0.7]"
GSE146916,GSE146916_DESeq2res_WT_BKO.csv.gz,0.398292885748383,"(0.3,0.4]"
GSE147019,GSE147019_5.0BAA894-VS-5.0BAA894pmrA.GeneDiffExp.txt.gz,0.222789659221198,"(0.2,0.3]"
GSE147026,GSE147026_mRNA-ADVSCK.All.anno.txt.gz,0.639534065398497,"(0.6,0.7]"
GSE147077,GSE147077_transcripts.csv.gz,0.742497048526542,"(0.7,0.8]"
GSE147147,sheet-GSC Sphere vs 3D DiffExpression from GSE147147_Bioprinting_RNAseq_Batch1_Processed_Data.xlsx,0.664468099039443,"(0.6,0.7]"
GSE147174,sheet-Tsukasaki_Proteinsummary from GSE147174_Osteoclast-proteome-summary.xlsx,0.894271586438331,"(0.8,0.9]"
GSE147222,GSE147222_RNASeq_edgeR_glucose_vs_unmodified.txt.gz,0.871757617177352,"(0.8,0.9]"
GSE147236,GSE147236_Enhancer_Table_All_Info.txt.gz,0.905312993368325,"(0.9,1]"
GSE147316,sheet-Cepa 9 from GSE147316_Resumen_ST846-OXA48_ST258-KPC3_DESEQ2.xlsx,0.87303543592924,"(0.8,0.9]"
GSE147351,GSE147351_control-VS-Tg_serpini1_.PossionDis_Method.GeneDiffExp.txt.gz,0.551481342368012,"(0.5,0.6]"
GSE147423,sheet-gene_name_clean-s0-5reads_OUT_W from GSE147423_Nunez_GEO_processed_data.xlsx,0.888211043235487,"(0.8,0.9]"
GSE147449,GSE147449_data.csv.gz,0.782846183287141,"(0.7,0.8]"
GSE147519,GSE147519_CPM_normalized.txt.gz,0.999985039151199,"(0.9,1]"
GSE147540,GSE147540_de_stats.csv.gz,0.994327722822193,"(0.9,1]"
GSE147734,GSE147734_SD_NLSvsCSKO.Differential_analysis_results.txt.gz,0.298400389798786,"(0.2,0.3]"
GSE147849,GSE147849_DESeq_Mettl3_oocytes.txt.gz,0.517665528774944,"(0.5,0.6]"
GSE148023,sheet-Sheet1 from GSE148023_processed_data.xlsx,0.752682612326169,"(0.7,0.8]"
GSE148096,GSE148096_BT20_24hDMSOvERL_DeSeq2output.txt.gz,0.742515235741431,"(0.7,0.8]"
