Model,Bio_term,Title,Link,Citations,Year
random forest,genetics,Gene selection and classification of microarray data using random forest,https://link.springer.com/article/10.1186/1471-2105-7-3,3498,2006
random forest,genetics,Predicting Adaptive Phenotypes From Multilocus Genotypes in Sitka Spruce (Picea sitchensis) Using Random Forest,https://academic.oup.com/g3journal/article-abstract/2/9/1085/6026089,91,2012
random forest,genetics,EM-random forest and new measures of variable importance for multi-locus quantitative trait linkage analysis,https://academic.oup.com/bioinformatics/article-abstract/24/14/1603/181817,19,2008
random forest,genetics,Detecting gene-gene interactions using a permutation-based random forest method,https://link.springer.com/article/10.1186/s13040-016-0093-5,73,2016
random forest,genetics,Identifying SNPs predictive of phenotype using random forests,https://onlinelibrary.wiley.com/doi/abs/10.1002/gepi.20041,454,2005
random forest,genetics,Screening large-scale association study data: exploiting interactions using random forests,https://link.springer.com/article/10.1186/1471-2156-5-32,579,2004
random forest,genetics,Mapping complex traits using Random Forests,https://link.springer.com/article/10.1186/1471-2156-4-S1-S64,80,2003
random forest,genetics,Machine learning random forest for predicting oncosomatic variant NGS analysis,https://www.nature.com/articles/s41598-021-01253-y,37,2021
linear regression,genetics,Prediction of gene expression patterns with generalized linear regression model,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2019.00120/full,154,2019
linear regression,genetics,"Prediction of skin color, tanning and freckling from DNA in Polish population: linear regression, random forest and neural network approaches",https://link.springer.com/article/10.1007/s00439-019-02012-w,29,2019
linear regression,genetics,Approximate Bayesian computation in population genetics,https://academic.oup.com/genetics/article-abstract/162/4/2025/6050069,3363,2002
linear regression,genetics,"A review of techniques for spatial modeling in geographical, conservation and landscape genetics",https://www.scielo.br/j/gmb/a/Qw743WbW8GzyYks57tZF8cP/,82,2009
linear regression,genetics,Use of AMMI and linear regression models to analyze genotype-environment interaction in durum wheat,https://link.springer.com/article/10.1007/BF00226903,168,1992
linear regression,genetics,Automating approximate Bayesian computation by local linear regression,https://link.springer.com/article/10.1186/1471-2156-10-35,45,2009
linear regression,genetics,Non-linear regression models for Approximate Bayesian Computation,https://link.springer.com/article/10.1007/s11222-009-9116-0,574,2010
linear regression,genetics,Mixed-model association for biobank-scale datasets,https://www.nature.com/articles/s41588-018-0144-6,594,2018
linear regression,genetics,"African ancestry, lung function and the effect of genetics",https://erj.ersjournals.com/content/45/6/1582.short,51,2015
linear regression,genetics,A comparison of combinatorial partitioning and linear regression for the detection of epistatic effects of the ACE I/D and PAI‐1 4G/5G polymorphisms on plasma PAI …,https://onlinelibrary.wiley.com/doi/abs/10.1034/j.1399-0004.2002.620110.x,40,2002
linear regression,genetics,"Measures of autozygosity in decline: globalization, urbanization, and its implications for medical genetics",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000415,94,2009
linear regression,genetics,Genetics and analysis of quantitative traits,NA,10744,1998
linear regression,genetics,The use of weighted multiple linear regression to estimate QTL-by-QTL epistatic effects,https://www.scielo.br/j/gmb/a/m3PZDrh5fDyJMbC3KBpmzRw/?lang=en,17,2012
linear regression,genetics,"Physiological genetics of alfalfa improvement: past failures, future prospects",https://www.sciencedirect.com/science/article/pii/S0378429002000205,129,2002
linear regression,genetics,The use of weighted multiple linear regression to estimate QTL × QTL × QTL interaction effects of winter wheat (Triticum aestivum L.) doubled-haploid …,https://link.springer.com/article/10.1007/s13353-023-00795-3,1,2023
linear regression,genetics,Imaging genetics approach to Parkinson's disease and its correlation with clinical score,https://www.nature.com/articles/srep46700,22,2017
linear regression,genetics,… on response to subcutaneously administered anti-tumour necrosis factor drugs: results from the Biologics in Rheumatoid Arthritis Genetics and Genomics Study …,https://academic.oup.com/rheumatology/article-abstract/54/3/494/1795698,114,2015
linear regression,genetics,Risk of cognitive impairment in female premutation carriers of fragile X premutation: Analysis by means of robust segmented linear regression models,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.30803,21,2009
linear regression,genetics,Validation of single‐step GBLUP genomic predictions from threshold models using the linear regression method: An application in chicken mortality,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbg.12507,40,2021
linear regression,genetics,Genetics of growth and reproduction in the turkey. 14. Changes in genetic parameters over thirty generations of selection for increased body weight,https://www.sciencedirect.com/science/article/pii/S0032579119414958,92,2000
gradient boosted trees,genomics,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,genomics,Polygenic risk prediction using gradient boosted trees captures non-linear genetic effects and allele interactions in complex phenotypes,https://www.medrxiv.org/content/10.1101/2021.07.09.21260288.abstract,1,2021
gradient boosted trees,genomics,Prediction of maize phenotypic traits with genomic and environmental predictors using gradient boosting frameworks,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2021.699589,29,2021
gradient boosted trees,genomics,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,genomics,Genomic basis of seed colour in quinoa inferred from variant patterns using extreme gradient boosting,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.14267,NA,2024
gradient boosted trees,genomics,Accurate prediction of functional effects for variants by combining gradient tree boosting with optimal neighborhood properties,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179314,46,2017
gradient boosted trees,genomics,"Machine learning in schizophrenia genomics, a case‐control study using 5,090 exomes",https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.32638,38,2019
gradient boosted trees,genomics,Machine learning workflows to estimate class probabilities for precision cancer diagnostics on DNA methylation microarray data,https://www.nature.com/articles/s41596-019-0251-6,96,2020
gradient boosted trees,genomics,Individualized and Global Feature Attributions for Gradient Boosted Trees in the Presence of Regularization,https://arxiv.org/abs/2211.04409,2,2022
gradient boosted trees,genomics,Sammon mapping-based gradient boosted trees for tax crime prediction in the city of São Paulo,https://link.springer.com/chapter/10.1007/978-3-030-75418-1_14,3,2020
gradient boosted trees,genomics,Discriminating head trauma outcomes using machine learning and genomics,https://link.springer.com/article/10.1007/s00109-021-02158-z,NA,2022
gradient boosted trees,genomics,Estimation of inorganic crystal densities using gradient boosted trees,https://www.frontiersin.org/articles/10.3389/fmats.2022.922566/full,NA,2022
gradient boosted trees,genomics,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,genomics,Gradient Boosted Tree model: A fast track tool for predicting the Atmospheric Pressure Chemical Ionization-Mass Spectrometry signal of antipsychotics based on …,https://www.sciencedirect.com/science/article/pii/S016974392200065X,3,2022
gradient boosted trees,genomics,Machine Learning Predicts Accurately Mycobacterium tuberculosis Drug Resistance From Whole Genome Sequencing Data,https://www.frontiersin.org/articles/10.3389/fgene.2019.00922/full,60,2019
gradient boosted trees,genomics,Machine learning derived risk prediction of anorexia nervosa,https://link.springer.com/article/10.1186/s12920-016-0165-x,24,2015
gradient boosted trees,genomics,The identification of molecular networks on therapeutic responsiveness in AI,https://www.jstage.jst.go.jp/article/pjsai/JSAI2021/0/JSAI2021_2N3IS2b01/_article/-char/ja/,NA,2021
gradient boosted trees,genomics,Machine learning techniques for classifying the sweetness of watermelon using acoustic signal and image processing,https://www.sciencedirect.com/science/article/pii/S0168169920331434,34,2021
gradient boosted trees,genomics,dbCNV: deleteriousness-based model to predict pathogenicity of copy number variations,https://link.springer.com/article/10.1186/s12864-023-09225-4,1,2023
gradient boosted trees,genomics,OncoNetExplainer: explainable predictions of cancer types based on gene expression data,https://ieeexplore.ieee.org/abstract/document/8941872/,29,2019
linear regression,genomics,Bayesian feature selection for high-dimensional linear regression via the Ising approximation with applications to genomics,https://academic.oup.com/bioinformatics/article-abstract/31/11/1754/2364861,24,2015
linear regression,genomics,Prediction of gene expression patterns with generalized linear regression model,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2019.00120/full,154,2019
linear regression,genomics,Genome-wide association study and genomic prediction in citrus: potential of genomics-assisted breeding for fruit quality traits,https://www.nature.com/articles/s41598-017-05100-x,127,2017
linear regression,genomics,On the value of haplotype-based genotype-phenotype analysis and on data transformation in pharmacogenetics and-genomics,https://go.gale.com/ps/i.do?id=GALE%7CA188849791&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=14710056&p=AONE&sw=w,18,2007
linear regression,genomics,Donor genomics influence graft events: the effect of donor polymorphisms on acute rejection and chronic allograft nephropathy,https://www.sciencedirect.com/science/article/pii/S008525381550241X,122,2004
linear regression,genomics,Regularized multivariate regression for identifying master predictors with application to integrative genomics study of breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3905690/,340,2010
linear regression,genomics,… to subcutaneously administered anti-tumour necrosis factor drugs: results from the Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate cohort,https://academic.oup.com/rheumatology/article-abstract/54/3/494/1795698,114,2015
linear regression,genomics,Population genomics of human gene expression,https://www.nature.com/articles/ng2142,1378,2007
linear regression,genomics,Fast bayesian feature selection for high dimensional linear regression in genomics via the ising approximation,https://arxiv.org/abs/1407.8187,4,2014
linear regression,genomics,"Integrating metabolomics, genomics, and disease pathways in age-related macular degeneration: the EYE-RISK consortium",https://www.sciencedirect.com/science/article/pii/S0161642020305613,61,2020
linear regression,genomics,The benefits of selecting phenotype-specific variants for applications of mixed models in genomics,https://www.nature.com/articles/srep01815,65,2013
linear regression,genomics,Variable selection and regression analysis for graph-structured covariates with an application to genomics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3423227/,150,2010
linear regression,genomics,"The application of genetics and nutritional genomics in practice: an international survey of knowledge, involvement and confidence among dietitians in the US …",https://link.springer.com/article/10.1007/s12263-013-0351-9,50,2013
linear regression,genomics,Genbase: A complex analytics genomics benchmark,https://dl.acm.org/doi/abs/10.1145/2588555.2595633,46,2014
linear regression,genomics,Genetic risk factors for BMI and obesity in an ethnically diverse population: results from the population architecture using genomics and epidemiology (PAGE) study,https://onlinelibrary.wiley.com/doi/abs/10.1002/oby.20268,103,2013
linear regression,genomics,GRASSIUS: a platform for comparative regulatory genomics across the grasses,https://academic.oup.com/plphys/article-abstract/149/1/171/6107998,303,2009
linear regression,genomics,Comparative population genomics in animals uncovers the determinants of genetic diversity,https://www.nature.com/articles/nature13685,567,2014
linear regression,genomics,Bayesian variable selection in structured high-dimensional covariate spaces with applications in genomics,https://www.tandfonline.com/doi/abs/10.1198/jasa.2010.tm08177,234,2010
linear regression,genomics,"Principal components regression: Multivariate, gene-based tests in imaging genomics",https://ieeexplore.ieee.org/abstract/document/5872408/,7,2011
linear regression,genomics,"Genomic selection using regularized linear regression models: ridge regression, lasso, elastic net and their extensions",https://link.springer.com/article/10.1186/1753-6561-6-S2-S10,430,2012
support vector machine,genomics,Applications of support vector machine (SVM) learning in cancer genomics,https://cgp.iiarjournals.org/content/15/1/41.short,1266,2018
support vector machine,genomics,A support vector machine approach for detecting gene‐gene interaction,https://onlinelibrary.wiley.com/doi/abs/10.1002/gepi.20272,129,2008
support vector machine,genomics,Knowledge-guided bayesian support vector machine for high-dimensional data with application to analysis of genomics data,https://ieeexplore.ieee.org/abstract/document/8622484/,13,2018
support vector machine,genomics,A robust hybrid between genetic algorithm and support vector machine for extracting an optimal feature gene subset,https://www.sciencedirect.com/science/article/pii/S088875430400271X,167,2005
support vector machine,genomics,Hybrid method based on information gain and support vector machine for gene selection in cancer classification,https://academic.oup.com/gpb/article-abstract/15/6/389/7224974,125,2017
support vector machine,genomics,Meta-analytic support vector machine for integrating multiple omics data,https://link.springer.com/article/10.1186/s13040-017-0126-8,141,2017
support vector machine,genomics,Applications of support vector machine in genomic prediction in pig and maize populations,https://www.frontiersin.org/articles/10.3389/fgene.2020.598318/full,33,2020
support vector machine,genomics,miTarget: microRNA target gene prediction using a support vector machine,https://link.springer.com/article/10.1186/1471-2105-7-411,291,2006
support vector machine,genomics,Fast training on large genomics data using distributed support vector machines,https://ieeexplore.ieee.org/abstract/document/7439943/,4,2016
support vector machine,genomics,Overcome support vector machine diagnosis overfitting,https://journals.sagepub.com/doi/abs/10.4137/CIN.S13875,134,2014
support vector machine,genomics,Use of support vector machines for disease risk prediction in genome‐wide association studies: Concerns and opportunities,https://onlinelibrary.wiley.com/doi/abs/10.1002/humu.22161,65,2012
support vector machine,genomics,New machine learning applications to accelerate personalized medicine in breast cancer: rise of the support vector machines,https://www.liebertpub.com/doi/abs/10.1089/omi.2020.0001,69,2020
support vector machine,genomics,GISMO—gene identification using a support vector machine for ORF classification,https://academic.oup.com/nar/article-abstract/35/2/540/2401825,66,2007
support vector machine,genomics,Active learning with support vector machine applied to gene expression data for cancer classification,https://pubs.acs.org/doi/abs/10.1021/ci049810a,263,2004
support vector machine,genomics,"CompareSVM: supervised, Support Vector Machine (SVM) inference of gene regularity networks",https://link.springer.com/article/10.1186/s12859-014-0395-x,60,2014
support vector machine,genomics,Support vector machine applications in bioinformatics.,https://europepmc.org/article/med/15130823,411,2003
support vector machine,genomics,Application of genetic algorithm-based support vector machine in identification of gene expression signatures for psoriasis classification: a hybrid model,https://www.hindawi.com/journals/bmri/2021/5520710/,18,2021
support vector machine,genomics,An efficient feature selection strategy based on multiple support vector machine technology with gene expression data,https://www.hindawi.com/journals/bmri/2018/7538204/abs/,63,2018
support vector machine,genomics,A support vector machine model provides an accurate transcript-level-based diagnostic for major depressive disorder,https://www.nature.com/articles/tp2016198,41,2016
support vector machine,genomics,Support vector machine approach for protein subcellular localization prediction,https://academic.oup.com/bioinformatics/article-abstract/17/8/721/234864,1141,2001
random forest,genomics,Random forest algorithm in imbalance genomics classification,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119785620.ch7,23,2021
random forest,genomics,Enriched random forest for high dimensional genomic data,https://ieeexplore.ieee.org/abstract/document/9456080/,35,2021
random forest,genomics,Random forest for bioinformatics,https://link.springer.com/chapter/10.1007/978-1-4419-9326-7_11,857,2012
random forest,genomics,Integration of multi-omics data for prediction of phenotypic traits using random forest,https://link.springer.com/article/10.1186/s12859-016-1043-4,98,2016
random forest,genomics,Machine learning random forest for predicting oncosomatic variant NGS analysis,https://www.nature.com/articles/s41598-021-01253-y,37,2021
random forest,genomics,Evaluation of random forest regression for prediction of breeding value from genomewide SNPs,https://link.springer.com/article/10.1007/s12041-015-0501-5,16,2015
random forest,genomics,A random forest approach to capture genetic effects in the presence of population structure,https://www.nature.com/articles/ncomms8432,100,2015
random forest,genomics,Bayesian weighted random forest for classification of high-dimensional genomics data,https://www.sciencedirect.com/science/article/pii/S2307410823001074,4,2023
random forest,genomics,A practical introduction to Random Forest for genetic association studies in ecology and evolution,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12773,116,2018
random forest,genomics,Data integration and network reconstruction with∼ omics data using Random Forest regression in potato,https://www.sciencedirect.com/science/article/pii/S0003267011004508,74,2011
random forest,genomics,Data mining in the Life Sciences with Random Forest: a walk in the park or lost in the jungle?,https://academic.oup.com/bib/article-abstract/14/3/315/255469,453,2013
random forest,genomics,The Complete Genome of Nocardia seriolae MH196537 and Intra-Species Level as Analyzed by Comparative Genomics Based on Random Forest Algorithm,https://link.springer.com/article/10.1007/s00284-021-02490-0,2,2021
random forest,genomics,Convergent Random Forest predictor: methodology for predicting drug response from genome-scale data applied to anti-TNF response,https://www.sciencedirect.com/science/article/pii/S0888754309001815,58,2009
random forest,genomics,Using recursive feature elimination in random forest to account for correlated variables in high dimensional data,https://link.springer.com/article/10.1186/s12863-018-0633-8,371,2018
random forest,genomics,Random forest estimation of genomic breeding values for disease susceptibility over different disease incidences and genomic architectures in simulated cow …,https://www.sciencedirect.com/science/article/pii/S0022030216303824,32,2016
random forest,genomics,Gene selection and classification of microarray data using random forest,https://link.springer.com/article/10.1186/1471-2105-7-3,3498,2006
random forest,genomics,Genome-wide association data classification and SNPs selection using two-stage quality-based Random Forests,https://link.springer.com/article/10.1186/1471-2164-16-S2-S5,113,2015
random forest,genomics,A sequence-based method to predict the impact of regulatory variants using random forest,https://link.springer.com/article/10.1186/s12918-017-0389-1,16,2017
random forest,genomics,Predicting drug-target interactions using Lasso with random forest based on evolutionary information and chemical structure,https://www.sciencedirect.com/science/article/pii/S088875431830466X,165,2019
random forest,genomics,A random forest based biomarker discovery and power analysis framework for diagnostics research,https://link.springer.com/article/10.1186/s12920-020-00826-6,62,2020
gradient boosted trees,immunology,Predicting immunological responses from clinical and molecular data to better inform cancer immunotherapy,https://dspace.mit.edu/handle/1721.1/123161,NA,2019
gradient boosted trees,immunology,Effective tree-based classification for automated flow cytometry data analysis on samples with suspected haematological malignancy,https://www.medrxiv.org/content/10.1101/2022.12.07.22283209.abstract,NA,2022
gradient boosted trees,immunology,Introducing Matchgraft. AI: Machine Learning Based Risk-Prediction-Tool for Severe Complications of Allogenic Hematopoietic Stem Cell Transplantation …,https://www.astctjournal.org/article/S2666636723021103/abstract,NA,2024
gradient boosted trees,immunology,OP24 Neutralising antibody potency against SARS-CoV-2 wild-type and Omicron BA. 1 and BA. 4/5 variants in infliximab and vedolizumab treated patients with …,https://academic.oup.com/ecco-jcc/article-abstract/17/Supplement_1/i32/7009330,NA,2023
gradient boosted trees,immunology,Leveraging explainable artificial intelligence to optimize clinical decision support,https://academic.oup.com/jamia/advance-article-abstract/doi/10.1093/jamia/ocae019/7610153,1,2024
gradient boosted trees,immunology,Deep learning predicts gene expression as an intermediate data modality to identify susceptibility patterns in Mycobacterium tuberculosis infected Diversity …,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(21)00181-X/fulltext,28,2021
gradient boosted trees,immunology,A framework for effective application of machine learning to microbiome-based classification problems,https://journals.asm.org/doi/abs/10.1128/mbio.00434-20,136,2020
gradient boosted trees,immunology,A selective inference approach for false discovery rate control using multiomics covariates yields insights into disease risk,https://www.pnas.org/doi/abs/10.1073/pnas.1918862117,16,2020
gradient boosted trees,immunology,Comparison of Different Machine Learning Algorithms to Predict the Diagnostic Accuracy Parameters of Celiac Serological Tests,https://www.acarindex.com/pdfler/acarindex-9dc9bb63-afe0.pdf,1,2022
gradient boosted trees,immunology,Comparision of Different Machine Learning Algorithms to Predict the Diagnostic Accuracy Parameters of Celiac Serological Tests,http://saucis.sakarya.edu.tr/en/pub/saucis/article/1094043,NA,2022
gradient boosted trees,immunology,Application of machine learning for cytometry data,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2021.787574,39,2022
gradient boosted trees,immunology,Performance of machine learning algorithms for predicting progression to dementia in memory clinic patients,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2787228,51,2021
gradient boosted trees,immunology,Evaluation of machine learning models to forecast COVID-19 relying on laboratory outcomes characteristics in children,https://iopscience.iop.org/article/10.1088/1757-899X/1094/1/012072/meta,6,2021
gradient boosted trees,immunology,Machine learning and surgical outcomes prediction: a systematic review,https://www.sciencedirect.com/science/article/pii/S0022480421001621,46,2021
gradient boosted trees,immunology,Comparative performances of machine learning methods for classifying Crohn Disease patients using genome-wide genotyping data,https://www.nature.com/articles/s41598-019-46649-z,90,2019
gradient boosted trees,immunology,Prediction of sperm extraction in non-obstructive azoospermia patients: a machine-learning perspective,https://academic.oup.com/humrep/article-abstract/35/7/1505/5857532,45,2020
gradient boosted trees,immunology,A framework for effective application of machine learning to microbiome-based classification problems. mBio 11: e00434-20,https://www.schlosslab.org/assets/pdf/2020_topcuoglu.pdf,17,2020
gradient boosted trees,immunology,A comparative analysis of allergen proteins between plants and animals using several computational tools and chou's PseAAC concept,https://karger.com/iaa/article-abstract/181/11/813/168104,10,2020
gradient boosted trees,immunology,A Predictive Model to Identify Complicated Clostridiodes difficile Infection,https://academic.oup.com/ofid/article-abstract/10/2/ofad049/7022887,1,2023
gradient boosted trees,immunology,"When are deep networks really better than decision forests at small sample sizes, and how?",https://arxiv.org/abs/2108.13637,22,2021
random forest,immunology,Using random forest to classify T-cell epitopes based on amino acid properties and molecular features,https://www.sciencedirect.com/science/article/pii/S0003267013012944,25,2013
random forest,immunology,Using random forest to classify linear B-cell epitopes based on amino acid properties and molecular features,https://www.sciencedirect.com/science/article/pii/S0300908414001096,19,2014
random forest,immunology,Novel risk genes for systemic lupus erythematosus predicted by random forest classification,https://www.nature.com/articles/s41598-017-06516-1,57,2017
random forest,immunology,Deep exploration of random forest model boosts the interpretability of machine learning studies of complicated immune responses and lung burden of nanoparticles,https://www.science.org/doi/abs/10.1126/sciadv.abf4130,86,2021
random forest,immunology,Sensitivity analysis based on the random forest machine learning algorithm identifies candidate genes for regulation of innate and adaptive immune response …,https://www.sciencedirect.com/science/article/pii/S0032579120306064,8,2020
random forest,immunology,Immune network technology on the basis of random forest algorithm for computer-aided drug design,https://link.springer.com/chapter/10.1007/978-3-319-56148-6_4,23,2017
random forest,immunology,Seeing the forest for the trees: evaluating population data in allergy-immunology,https://www.sciencedirect.com/science/article/pii/S2213219821010102,1,2021
random forest,immunology,Establishment and analysis of a disease risk prediction model for the systemic lupus erythematosus with random forest,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.1025688/full,7,2022
random forest,immunology,Computational prediction of continuous B-cell epitopes using random forest classifier,https://ieeexplore.ieee.org/abstract/document/6726820/,8,2013
random forest,immunology,Large-scale structure-based prediction of stable peptide binding to class I HLAs using random forests,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2020.01583/full,16,2020
random forest,immunology,Immune-based prediction of COVID-19 severity and chronicity decoded using machine learning,https://www.frontiersin.org/articles/10.3389/fimmu.2021.700782/full?fbclid=IwAR1zI_MzRT-GxVmPz39nBPv1hQ3uNFfGU33G3ZUokxYrXn8q07SfDstaCEI,161,2021
random forest,immunology,A random forest classifier uses antibody responses to Plasmodium antigens to reveal candidate biomarkers of the intensity and timing of past exposure to Plasmodium …,https://www.biorxiv.org/content/10.1101/2022.02.16.480705.abstract,1,2022
random forest,immunology,Predicting psoriasis using routine laboratory tests with random forest,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0258768,7,2021
random forest,immunology,Development of a random forest model to classify sarcoidosis and tuberculosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8290672/,9,2021
random forest,immunology,"A cuproptosis random forest cox score model-based evaluation of prognosis, mutation characterization, immune infiltration, and drug sensitivity in …",https://www.frontiersin.org/articles/10.3389/fimmu.2023.1146411/full,3,2023
random forest,immunology,Rapid determination of Proteus mirabilis susceptibility to antibiotics using infrared spectroscopy in tandem with random forest,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbio.202200198,2,2023
random forest,immunology,Machine learning algorithms identify clinical subtypes and cancer in anti-Tif1γ+ myositis: a longitudinal study of 87 patients,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.802499/full?ocid=a2hs,10,2022
random forest,immunology,frontiers ORIGINAL RESEARCH in Immunology published: 19 November 2020,https://books.google.com/books?hl=en&lr=&id=i2-7EAAAQBAJ&oi=fnd&pg=PA327&dq=%22random+forest%22+%22immunology%22&ots=j5kJO_34fq&sig=evjHVu9uc-p2LQj4CZAos6C8azM,NA,2023
random forest,immunology,Analysis of signature genes and association with immune cells infiltration in pediatric septic shock,https://www.frontiersin.org/articles/10.3389/fimmu.2022.1056750/full,12,2022
random forest,immunology,Human blood dendritic cell subsets exhibit discriminative pattern recognition receptor profiles,https://onlinelibrary.wiley.com/doi/abs/10.1111/imm.12252,77,2014
linear regression,immunology,The semen microbiome and its relationship with local immunology and viral load in HIV infection,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1004262,75,2014
linear regression,immunology,Evaluation of regression methods when immunological measurements are constrained by detection limits,https://link.springer.com/article/10.1186/1471-2172-9-59,135,2008
linear regression,immunology,Two decades of excellent transplant survival for chronic granulomatous disease: a supraregional immunology transplant center report,https://ashpublications.org/blood/article-abstract/133/23/2546/273828,32,2019
linear regression,immunology,Association between SII and hepatic steatosis and liver fibrosis: a population-based study,https://www.frontiersin.org/articles/10.3389/fimmu.2022.925690/full,63,2022
linear regression,immunology,"Clinical, immunological and treatment-related factors associated with normalised CD4+/CD8+ T-cell ratio: effect of naive and memory T-cell subsets",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097011,64,2014
linear regression,immunology,Validation of reference genes for quantitative measurement of immune gene expression in shrimp,https://www.sciencedirect.com/science/article/pii/S0161589009000959,106,2009
linear regression,immunology,Computational immunology and anomaly detection,https://www.researchgate.net/profile/Richard-Overill/publication/251770545_Computational_immunology_and_anomaly_detection/links/5f6dfacd299bf1b53ef0cccd/Computational-immunology-and-anomaly-detection.pdf,10,2007
linear regression,immunology,Insights into dolphins' immunology: immuno-phenotypic study on Mediterranean and Atlantic stranded cetaceans,https://www.frontiersin.org/articles/10.3389/fimmu.2019.00888/full,14,2019
linear regression,immunology,An e-learning course in medical immunology: does it improve learning outcome?,https://www.tandfonline.com/doi/abs/10.3109/0142159X.2012.675456,47,2012
linear regression,immunology,Population immunology: Age and immune cell parameters,https://www.sciencedirect.com/science/article/pii/0090122978900582,62,1978
linear regression,immunology,"Stress resilience and vulnerability: the association with rearing conditions, endocrine function, immunology, and anxious behavior",https://www.sciencedirect.com/science/article/pii/S0306453011001016,53,2011
linear regression,immunology,Associations between autoimmunity and depression: serum IL-6 and IL-17 have directly impact on the HAMD scores in patients with first-episode depressive …,https://www.hindawi.com/journals/jir/2022/6724881/,13,2022
linear regression,immunology,"Cytomegalovirus infection induces the accumulation of short‐lived, multifunctional CD4+ CD45RA+ CD27− T cells: the potential involvement of interleukin‐7 in …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2567.2010.03386.x,135,2011
linear regression,immunology,Systemic inflammation in older adults with asthma-COPD overlap syndrome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4077958/,140,2014
linear regression,immunology,Systematic analysis between inflammation-related index and sex hormones in American adults: cross-sectional research based NHANES 2013-2016,https://www.frontiersin.org/articles/10.3389/fimmu.2023.1175764/full,5,2023
linear regression,immunology,Antibodies to oxidized LDL and LDL-containing immune complexes as risk factors for coronary artery disease in diabetes mellitus,https://www.sciencedirect.com/science/article/pii/S1521661698946319,179,1999
linear regression,immunology,Correlation of antigen specific IgG and IgG(T) responses with Anoplocephala perfoliata infection intensity in the horse,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-3024.1996.d01-18.x,107,1996
linear regression,immunology,Follicular helper T cells in DiGeorge syndrome,https://www.frontiersin.org/articles/10.3389/fimmu.2018.01730/full,22,2018
linear regression,immunology,Alteration of natural killer cell phenotype and function in obese individuals,https://www.sciencedirect.com/science/article/pii/S1521661616300067,104,2017
linear regression,immunology,Common genetic variation and the control of HIV-1 in humans,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000791,468,2009
support vector machine,immunology,Feature selection using a one dimensional naïve Bayes' classifier increases the accuracy of support vector machine classification of CDR3 repertoires,https://academic.oup.com/bioinformatics/article-abstract/33/7/951/2883387,74,2017
support vector machine,immunology,Application of support vector machines for T-cell epitopes prediction,https://academic.oup.com/bioinformatics/article-abstract/19/15/1978/230996,168,2003
support vector machine,immunology,Prediction of T-cell epitopes based on least squares support vector machines and amino acid properties,https://www.sciencedirect.com/science/article/pii/S0003267006021568,17,2007
support vector machine,immunology,Prediction of B-cell linear epitopes with a combination of support vector machine classification and amino acid propensity identification,https://www.hindawi.com/journals/bmri/2011/432830/abs/,114,2011
support vector machine,immunology,Prediction of T-cell epitopes using biosupport vector machines,https://pubs.acs.org/doi/abs/10.1021/ci050004t,21,2005
support vector machine,immunology,POPISK: T-cell reactivity prediction using support vector machines and string kernels,https://link.springer.com/article/10.1186/1471-2105-12-446,80,2011
