"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE","MAPPING_NOTES","CODE_CHANGES","PREV_MOD_NAME","PREV_ITM_NAME"
"NEUROPATH","ATHEROSCLEROSIS_MAX_OCC","NEUROPATH","Atherosclerosis, Max Occ (%)","NUMBER","4","0","FALSE","FALSE","","","",""
"NEUROPATH","BRAAK_FOR_LB","NEUROPATH","Braak For LB","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","CAA","NEUROPATH","CAA","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","CEREBRAL_CORTICAL_ATROPHY","NEUROPATH","Cerebral Cortical Atrophy","CHAR","200","0","FALSE","FALSE","","","",""
"NEUROPATH","CTE","NEUROPATH","Chronic Traumatic Encephalopathy","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","DESCRIPTION_GROSS_LESIONS","NEUROPATH","Description of Gross Lesions","CHAR","200","0","FALSE","FALSE","","","",""
"NEUROPATH","EVENT_ID","NEUROPATH","Visit ID","CHAR","3","","TRUE","FALSE","","","",""
"NEUROPATH","FRESH_BRAIN_WEIGHT","NEUROPATH","Fresh Brain Weight In Grams","NUMBER","4","1","FALSE","FALSE","","","",""
"NEUROPATH","GCI","NEUROPATH","GCI","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","HIPPOCAMPAL_ATROPHY","NEUROPATH","Hippocampal Atrophy","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","HIPPOCAMPUS_SCLEROSIS_LEFT","NEUROPATH","Hippocampus Sclerosis, Left","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","HIPPOCAMPUS_SCLEROSIS_RIGHT","NEUROPATH","Hippocampus Sclerosis, Right","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","INFODT","NEUROPATH","Assessment Date","DATE","","","TRUE","FALSE","","","",""
"NEUROPATH","LAST_UPDATE","NEUROPATH","Date of most recent update to record","DATE","","","TRUE","FALSE","","","",""
"NEUROPATH","LAT_VENTRICLE","NEUROPATH","Lateral Ventricle","NUMBER","3","1","FALSE","FALSE","","","",""
"NEUROPATH","LAY_RESEARCH_SUMMARY","NEUROPATH","Pathologist Evaluation","CHAR","200","0","FALSE","FALSE","","","",""
"NEUROPATH","LOCUS_CERULEUS_DEPIGMENTATION","NEUROPATH","Locus Ceruleus Depigmentation","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","MVL_CEREBRAL_CORTEX","NEUROPATH","# MVL Cerebral Cortex","NUMBER","4","0","FALSE","FALSE","","","",""
"NEUROPATH","MVL_DEEP_GRAY","NEUROPATH","# MVL Deep Gray","NUMBER","4","0","FALSE","FALSE","","","",""
"NEUROPATH","NIA_AA_A_SCORE","NEUROPATH","NIA-AA A Score","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","NIA_AA_B_SCORE","NEUROPATH","NIA-AA B Score","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","NIA_AA_C_SCORE","NEUROPATH","NIA-AA C Score","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","ORIG_ENTRY","NEUROPATH","Date of original data entry","DATE","","","TRUE","FALSE","","","",""
"NEUROPATH","OTHER_GROSS_LESIONS","NEUROPATH","Other Gross Lesions","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","PAG_NAME","NEUROPATH","Page Name","CHAR","12","","TRUE","FALSE","","","",""
"NEUROPATH","PATNO","NEUROPATH","Participant ID","NUMBER","18","0","TRUE","FALSE","","","",""
"NEUROPATH","POST_MORTEM_INTERVAL","NEUROPATH","Post Mortem Interval","CHAR","5","0","FALSE","FALSE","","","",""
"NEUROPATH","QUERY","NEUROPATH","Any open/pending queries on this record","NUMBER","1","","FALSE","FALSE","","","",""
"NEUROPATH","RECEIVED_BRAIN_WEIGHT","NEUROPATH","Received Brain Weight In Grams","NUMBER","4","0","FALSE","FALSE","","","",""
"NEUROPATH","REC_ID","NEUROPATH","Record ID","CHAR","36","1","TRUE","TRUE","","","",""
"NEUROPATH","SUBSTANTIA_NIGRA_DEPIGMENTATION","NEUROPATH","Substantia Nigra Depigmentation","NUMBER","1","0","FALSE","FALSE","","","",""
"NEUROPATH","TDP_43","NEUROPATH","TDP-43","NUMBER","1","0","FALSE","FALSE","","","",""
"NEWCLINDX"," ","NEWCLINDX","Clinical Diagnosis","","","","","","","","",""
"NEWCLINDX","CNO","NEWCLINDX","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NEWCLINDX","DIAGCHANGEXP","NEWCLINDX","The clinical diagnosis changed since the last visit. Please enter rationale to explain this new diagnosis","CHAR","","","False","False","Excluded due to PHI","","",""
"NEWCLINDX","DIAGDT","NEWCLINDX","Date of diagnosis (estimated date is acceptable)","DATE","","","False","False","","","",""
"NEWCLINDX","DIAGSINLV","NEWCLINDX","Indicate if diagnosis occurred between the last study visit and this study visit","NUMBER","1","0","False","False","","","",""
"NEWCLINDX","EVENT_ID","NEWCLINDX","Visit ID","CHAR","6","","True","False","","","",""
"NEWCLINDX","INFODT","NEWCLINDX","Assessment Date","DATE","","","True","False","","","",""
"NEWCLINDX","LAST_UPDATE","NEWCLINDX","Date of most recent update to record","DATE","","","True","False","","","",""
"NEWCLINDX","NEWDIAG","NEWCLINDX","Most likely clinical diagnosis","NUMBER","2","0","False","False","","","",""
"NEWCLINDX","NEWDIAGOTHER","NEWCLINDX","Other neurological disorder(s), specify","CHAR","","","False","False","","","",""
"NEWCLINDX","ORIG_CNO","NEWCLINDX","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NEWCLINDX","ORIG_ENTRY","NEWCLINDX","Date of original data entry","DATE","","","True","False","","","",""
"NEWCLINDX","PAG_NAME","NEWCLINDX","Page Name","CHAR","13","","True","False","","","",""
"NEWCLINDX","PATNO","NEWCLINDX","Participant ID","NUMBER","18","0","True","False","","","",""
"NEWCLINDX","REC_ID","NEWCLINDX","Record ID","CHAR","36","","True","True","","","",""
"NQCOGNS"," ","NQCOGNS","Neuro QoL Cognition Function - Short Form","","","","","","","","",""
"NQCOGNS","CNO","NQCOGNS","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NQCOGNS","EVENT_ID","NQCOGNS","Visit ID","CHAR","6","","True","False","","","",""
"NQCOGNS","INFODT","NQCOGNS","Assessment Date","DATE","","","True","False","","","",""
"NQCOGNS","LAST_UPDATE","NQCOGNS","Date of most recent update to record","DATE","","","True","False","","","",""
"NQCOGNS","NQCOG22R","NQCOGNS","Reading and following complex instructions","NUMBER","1","0","False","False","","","",""
"NQCOGNS","NQCOG24R","NQCOGNS","Planning/keeping appointments not routine","NUMBER","1","0","False","False","","","",""
"NQCOGNS","NQCOG25R","NQCOGNS","Managing time to do most activities","NUMBER","1","0","False","False","","","",""
"NQCOGNS","NQCOG40R","NQCOGNS","Learning new tasks and instructions","NUMBER","1","0","False","False","","","",""
"NQCOGNS","ORIG_CNO","NQCOGNS","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NQCOGNS","ORIG_ENTRY","NQCOGNS","Date of original data entry","DATE","","","True","False","","","",""
"NQCOGNS","PAG_NAME","NQCOGNS","Page Name","CHAR","13","","True","False","","","",""
"NQCOGNS","PATNO","NQCOGNS","Participant ID","NUMBER","18","0","True","False","","","",""
"NQCOGNS","REC_ID","NQCOGNS","Record ID","CHAR","36","","True","True","","","",""
"NQCOMMS"," ","NQCOMMS","Neuro QoL Communication - Short Form","","","","","","","","",""
"NQCOMMS","CNO","NQCOMMS","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NQCOMMS","EVENT_ID","NQCOMMS","Visit ID","CHAR","6","","True","False","","","",""
"NQCOMMS","INFODT","NQCOMMS","Assessment Date","DATE","","","True","False","","","",""
"NQCOMMS","LAST_UPDATE","NQCOMMS","Date of most recent update to record","DATE","","","True","False","","","",""
"NQCOMMS","NQCOG01","NQCOMMS","Writing notes to yourself","NUMBER","1","0","False","False","","","",""
"NQCOMMS","NQCOG04","NQCOMMS","Understanding family/friends on the phone","NUMBER","1","0","False","False","","","",""
"NQCOMMS","NQCOG08","NQCOMMS","Conversation with small group","NUMBER","1","0","False","False","","","",""
"NQCOMMS","NQCOG10","NQCOMMS","Organizing what you want to say","NUMBER","1","0","False","False","","","",""
"NQCOMMS","NQCOG11","NQCOMMS","Speaking clearly enough to use the phone","NUMBER","1","0","False","False","","","",""
"NQCOMMS","ORIG_CNO","NQCOMMS","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NQCOMMS","ORIG_ENTRY","NQCOMMS","Date of original data entry","DATE","","","True","False","","","",""
"NQCOMMS","PAG_NAME","NQCOMMS","Page Name","CHAR","13","","True","False","","","",""
"NQCOMMS","PATNO","NQCOMMS","Participant ID","NUMBER","18","0","True","False","","","",""
"NQCOMMS","REC_ID","NQCOMMS","Record ID","CHAR","36","","True","True","","","",""
"NQOLLEFS"," ","NQOLLEFS","Neuro QoL Lower Extremity Function (Mobility) - Short Form","","","","","","","","",""
"NQOLLEFS","CNO","NQOLLEFS","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NQOLLEFS","EVENT_ID","NQOLLEFS","Visit ID","CHAR","6","","True","False","","","",""
"NQOLLEFS","INFODT","NQOLLEFS","Assessment Date","DATE","","","True","False","","","",""
"NQOLLEFS","LAST_UPDATE","NQOLLEFS","Date of most recent update to record","DATE","","","True","False","","","",""
"NQOLLEFS","NQMOB25","NQOLLEFS","Able to push open a heavy door","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB26","NQOLLEFS","Able to get in and out of a car","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB28","NQOLLEFS","Able to go for a walk of at least 15 min","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB30","NQOLLEFS","Able to step up and down curbs","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB31","NQOLLEFS","Able to get off floor without help","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB32","NQOLLEFS","Able to get out of bed into chair","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB33","NQOLLEFS","Able to run errands and shop","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","NQMOB37","NQOLLEFS","Able to get on and off toilet","NUMBER","1","0","False","False","","","",""
"NQOLLEFS","ORIG_CNO","NQOLLEFS","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NQOLLEFS","ORIG_ENTRY","NQOLLEFS","Date of original data entry","DATE","","","True","False","","","",""
"NQOLLEFS","PAG_NAME","NQOLLEFS","Page Name","CHAR","13","","True","False","","","",""
"NQOLLEFS","PATNO","NQOLLEFS","Participant ID","NUMBER","18","0","True","False","","","",""
"NQOLLEFS","REC_ID","NQOLLEFS","Record ID","CHAR","36","","True","True","","","",""
"NQOLUEFS"," ","NQOLUEFS","Neuro QoL Upper Extremity Function (Fine Motor, ADL) - Short Form","","","","","","","","",""
"NQOLUEFS","CNO","NQOLUEFS","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NQOLUEFS","EVENT_ID","NQOLUEFS","Visit ID","CHAR","6","","True","False","","","",""
"NQOLUEFS","INFODT","NQOLUEFS","Assessment Date","DATE","","","True","False","","","",""
"NQOLUEFS","LAST_UPDATE","NQOLUEFS","Date of most recent update to record","DATE","","","True","False","","","",""
"NQOLUEFS","NQUEX20","NQOLUEFS","Able to brush your teeth","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX28","NQOLUEFS","Able to open and close a zipper","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX29","NQOLUEFS","Able to turn key in lock","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX30","NQOLUEFS","Able to write with pen or pencil","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX33","NQOLUEFS","Able to wash and dry your body","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX36","NQOLUEFS","Able to pick up coins from table","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX37","NQOLUEFS","Able to shampoo your hair","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","NQUEX44","NQOLUEFS","Able make call using touch tone key pad","NUMBER","1","0","False","False","","","",""
"NQOLUEFS","ORIG_CNO","NQOLUEFS","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NQOLUEFS","ORIG_ENTRY","NQOLUEFS","Date of original data entry","DATE","","","True","False","","","",""
"NQOLUEFS","PAG_NAME","NQOLUEFS","Page Name","CHAR","13","","True","False","","","",""
"NQOLUEFS","PATNO","NQOLUEFS","Participant ID","NUMBER","18","0","True","False","","","",""
"NQOLUEFS","REC_ID","NQOLUEFS","Record ID","CHAR","36","","True","True","","","",""
"NUPDRS1"," ","NUPDRS1","MDS-UPDRS Part I Non-Motor Aspects of Experiences of Daily Living (nM-EDL)","","","","","","","","",""
"NUPDRS1","CNO","NUPDRS1","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NUPDRS1","EVENT_ID","NUPDRS1","Visit ID","CHAR","6","","True","False","","","",""
"NUPDRS1","INFODT","NUPDRS1","Assessment Date","DATE","","","True","False","","","",""
"NUPDRS1","LAST_UPDATE","NUPDRS1","Date of most recent update to record","DATE","","","True","False","","","",""
"NUPDRS1","NP1ANXS","NUPDRS1","ANXIOUS MOOD","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1APAT","NUPDRS1","APATHY","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1COG","NUPDRS1","COGNITIVE IMPAIRMENT","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1DDS","NUPDRS1","FEATURES-DOPAMINE DYSREGULATION SYNDROME","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1DPRS","NUPDRS1","DEPRESSED MOODS","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1HALL","NUPDRS1","HALLUCINATIONS AND PSYCHOSIS","NUMBER","3","0","False","False","","","",""
"NUPDRS1","NP1RTOT","NUPDRS1","MDS-UPDRS Part I (Rater Completed) Total Score","NUMBER","12","0","False","False","Mapped using formula NP1COG+NP1HALL+NP1DPRS+NP1ANXS+NP1APAT+NP1DDS from NUPDRS1 (for records collected in prior EDC)","","NUPDRS1","NP1COG|NP1HALL|NP1DPRS|NP1ANXS|NP1APAT|NP1DDS"
"NUPDRS1","NUPSOURC","NUPDRS1","Primary Source of Information","NUMBER","1","0","False","False","","","",""
"NUPDRS1","ORIG_CNO","NUPDRS1","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NUPDRS1","ORIG_ENTRY","NUPDRS1","Date of original data entry","DATE","","","True","False","","","",""
"NUPDRS1","PAG_NAME","NUPDRS1","Page Name","CHAR","13","","True","False","","","",""
"NUPDRS1","PATNO","NUPDRS1","Participant ID","NUMBER","18","0","True","False","","","",""
"NUPDRS1","REC_ID","NUPDRS1","Record ID","CHAR","36","","True","True","","","",""
"NUPDRS1P"," ","NUPDRS1P2P","MDS-UPDRS Part I Patient Questionnaire: Non-Motor Aspects of Experiences of Daily Living (nM-EDL)","","","","","","","","",""
"NUPDRS1P","CNO","NUPDRS1P2P","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NUPDRS1P","EVENT_ID","NUPDRS1P2P","Visit ID","CHAR","6","","True","False","","","",""
"NUPDRS1P","INFODT","NUPDRS1P2P","Assessment Date","DATE","","","True","False","","","",""
"NUPDRS1P","LAST_UPDATE","NUPDRS1P2P","Date of most recent update to record","DATE","","","True","False","","","",""
"NUPDRS1P","NP1CNST","NUPDRS1P2P","CONSTIPATION PROBLEMS","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1FATG","NUPDRS1P2P","FATIGUE","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1LTHD","NUPDRS1P2P","LIGHTHEADEDNESS ON STANDING","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1PAIN","NUPDRS1P2P","PAIN AND OTHER SENSATIONS","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1PTOT","NUPDRS1P2P","MDS-UPDRS Part I (Patient Questionnaire) Total Score","NUMBER","12","0","False","False","Mapped using formula NP1SLPN+NP1SLPD+NP1PAIN+NP1URIN+NP1CNST+NP1LTHD+NP1FAT from NUPDRS1P (for records collected in prior EDC)","","NUPDRS1P","NP1SLPN|NP1SLPD|NP1PAIN|NP1URIN|NP1CNST|NP1LTHD|NP1FAT"
"NUPDRS1P","NP1SLPD","NUPDRS1P2P","DAYTIME SLEEPINESS","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1SLPN","NUPDRS1P2P","SLEEP PROBLEMS (NIGHT)","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NP1URIN","NUPDRS1P2P","URINARY PROBLEMS","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","NUPSOURC","NUPDRS1P2P","Primary Source of Information","NUMBER","1","0","False","False","","","",""
"NUPDRS1P","ORIG_CNO","NUPDRS1P2P","Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NUPDRS1P","ORIG_ENTRY","NUPDRS1P2P","Date of original data entry","DATE","","","True","False","","","",""
"NUPDRS1P","PAG_NAME","NUPDRS1P2P","Page Name","CHAR","13","","True","False","","","",""
"NUPDRS1P","PATNO","NUPDRS1P2P","Participant ID","NUMBER","18","0","True","False","","","",""
"NUPDRS1P","REC_ID","NUPDRS1P2P","Record ID","CHAR","36","","True","True","","","",""
"NUPDRS2P"," ","NUPDRS1P2P","MDS-UPDRS Part II Patient Questionnaire: Motor Aspects of Experiences of Daily Living (M-EDL)","","","","","","","","",""
"NUPDRS2P","CNO","NUPDRS1P2P","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NUPDRS2P","EVENT_ID","NUPDRS1P2P","Visit ID","CHAR","6","","True","False","","","",""
"NUPDRS2P","INFODT","NUPDRS1P2P","Assessment Date","DATE","","","True","False","","","",""
"NUPDRS2P","LAST_UPDATE","NUPDRS1P2P","Date of most recent update to record","DATE","","","True","False","","","",""
"NUPDRS2P","NP2DRES","NUPDRS1P2P","DRESSING","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2EAT","NUPDRS1P2P","EATING TASKS","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2FREZ","NUPDRS1P2P","FREEZING","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2HOBB","NUPDRS1P2P","DOING HOBBIES AND OTHER ACTIVITIES","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2HWRT","NUPDRS1P2P","HANDWRITING","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2HYGN","NUPDRS1P2P","HYGIENE","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2PTOT","NUPDRS1P2P","MDS-UPDRS Part II Total Score","NUMBER","12","0","False","False","Mapped using formula NP2SPCH+NP2SALV+NP2SWAL+NP2EAT+NP2DRES+NP2HYGN+NP2HWRT+NP2HOBB+NP2TURN+NP2TRMR+NP2RISE+NP2WALK+NP2FREZ from NUPDRS2P (for records collected in prior EDC)","","NUPDRS2P","NP2SPCH|NP2SALV|NP2SWAL|NP2EAT|NP2DRES|NP2HYGN|NP2HWRT|NP2HOBB|NP2TURN|NP2TRMR|NP2RISE|NP2WALK|NP2FREZ"
"NUPDRS2P","NP2RISE","NUPDRS1P2P","GETTING OUT OF BED, CAR, OR DEEP CHAIR","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2SALV","NUPDRS1P2P","SALIVA + DROOLING","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2SPCH","NUPDRS1P2P","SPEECH","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2SWAL","NUPDRS1P2P","CHEWING AND SWALLOWING","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2TRMR","NUPDRS1P2P","TREMOR","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2TURN","NUPDRS1P2P","TURNING IN BED","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NP2WALK","NUPDRS1P2P","WALKING AND BALANCE","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","NUPSOURC","NUPDRS1P2P","Primary Source of Information","NUMBER","1","0","False","False","","","",""
"NUPDRS2P","ORIG_CNO","NUPDRS1P2P","Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"NUPDRS2P","ORIG_ENTRY","NUPDRS1P2P","Date of original data entry","DATE","","","True","False","","","",""
"NUPDRS2P","PAG_NAME","NUPDRS1P2P","Page Name","CHAR","13","","True","False","","","",""
"NUPDRS2P","PATNO","NUPDRS1P2P","Participant ID","NUMBER","18","0","True","False","","","",""
"NUPDRS2P","REC_ID","NUPDRS1P2P","Record ID","CHAR","36","","True","True","","","",""
"NUPDRS3TRT"," ","NUPDRDOSE3","MDS-UPDRS Part III Treatment Determination and Part III: Motor Examination","","","","","","Combined and Mapped datasets NUPDRS3 and NUPDRDOSE (for records collected in prior EDC)","","NUPDRS3TRT",""
"NUPDRS3TRT","CNO","NUPDRDOSE3","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"NUPDRS3TRT","DBSOFFTM","NUPDRDOSE3","Time DBS turned off before OFF exam","TIME","","","False","False","Mapped DBSOFFTM from DBS (for records collected in prior EDC)","","DBS","DBSOFFTM"
"NUPDRS3TRT","DBSONTM","NUPDRDOSE3","Time DBS turned on before ON exam","TIME","","","False","False","Mapped DBSONTM from DBS (for records collected in prior EDC)","","DBS","DBSONTM"
"NUPDRS3TRT","DBSYN","NUPDRDOSE3","Does participant have DBS","NUMBER","1","0","False","False","Mapped DBS_STATUS from NUPDRS3 (for records collected in prior EDC)","Yes","NUPDRS3","DBS_STATUS"
"NUPDRS3TRT","DYSKIRAT","NUPDRDOSE3","3.20 Did movements interfere with rating","NUMBER","1","0","False","False","","","",""
"NUPDRS3TRT","DYSKPRES","NUPDRDOSE3","3.19 Were dyskinesias present","NUMBER","1","0","False","False","","","",""
"NUPDRS3TRT","EVENT_ID","NUPDRDOSE3","Visit ID","CHAR","6","","True","False","","","",""
"NUPDRS3TRT","EXAMDT","NUPDRDOSE3","Date exam was administered","DATE","","","False","False","Mapped INFODT from NUPDRS3 (for records collected in prior EDC)|Mapped ONEXAMDT, OFFEXAMDT and NTEXAMDT from NUPDRS3TRT (for records collected in prior EDC)","","NUPDRS3|NUPDRS3TRT","INFODT|ONEXAMDT|OFFEXAMDT|NTEXAMDT"
"NUPDRS3TRT","EXAMTM","NUPDRDOSE3","Time exam was administered","TIME","","","False","False","Mapped ONEXAMTM, OFFEXAMTM and NTEXAMTM from NUPDRS3TRT (for records collected in prior EDC)","","NUPDRS3TRT","ONEXAMTM|OFFEXAMTM|NTEXAMTM"
"NUPDRS3TRT","HIFUYN","NUPDRDOSE3","Has the participant had high-intensity focused ultrasound?","NUMBER","","0","False","False","","","",""
"NUPDRS3TRT","HRDBSOFF","NUPDRDOSE3","Hours between DBS device turned off and NUPDRS3 exam","NUMBER","18","4","False","False","Mapped using formula EXAMTM - DBSOFFTM for records in OFF state(for records collected in prior EDC)","","NUPDRS3","EXAMTM|DBSOFFTM"
"NUPDRS3TRT","HRDBSON","NUPDRDOSE3","Hours between DBS device turned on and NUPDRS3 exam","NUMBER","18","4","False","False","Mapped using formula EXAMTM - DBSONTM for records in ON state (for records collected in prior EDC)","","NUPDRS3","EXAMTM|DBSONTM"
"NUPDRS3TRT","HRPOSTMED","NUPDRDOSE3","Hours between last dose of PD medication and NUPDRS3 exam","NUMBER","18","4","False","False","Mapped ANNUAL_TIME_BTW_DOSE_NUPDRS from NUPDRS3 (for records collected in prior EDC)","","NUPDRS3","ANNUAL_TIME_BTW_DOSE_NUPDRS"
"NUPDRS3TRT","INFODT","NUPDRDOSE3","Assessment Date","DATE","","","True","False","","","",""
"NUPDRS3TRT","LAST_UPDATE","NUPDRDOSE3","Date of most recent update to record","DATE","","","True","False","","","",""
"NUPDRS3TRT","NHY","NUPDRDOSE3","3.21 HOEHN AND YAHR STAGE","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3BRADY","NUPDRDOSE3","3.14 GLOBAL SPONTANEITY OF MOVEMENT","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3FACXP","NUPDRDOSE3","3.2 FACIAL EXPRESSION","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3FRZGT","NUPDRDOSE3","3.11 FREEZING OF GAIT","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3FTAPL","NUPDRDOSE3","3.4b FINGER TAPPING Left Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3FTAPR","NUPDRDOSE3","3.4a FINGER TAPPING Right Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3GAIT","NUPDRDOSE3","3.10 GAIT","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3HMOVL","NUPDRDOSE3","3.5b HAND MOVEMENTS - Left Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3HMOVR","NUPDRDOSE3","3.5a HAND MOVEMENTS - Right Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3KTRML","NUPDRDOSE3","3.16b KINETIC TREMOR - Left hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3KTRMR","NUPDRDOSE3","3.16a KINETIC TREMOR - Right hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3LGAGL","NUPDRDOSE3","3.8b LEG AGILITY - Left leg","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3LGAGR","NUPDRDOSE3","3.8a LEG AGILITY - Right leg","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3POSTR","NUPDRDOSE3","3.13 POSTURE","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3PRSPL","NUPDRDOSE3","3.6b PRONATION-SUPINATION - Left Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3PRSPR","NUPDRDOSE3","3.6a PRONATION-SUPINATION - Right Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3PSTBL","NUPDRDOSE3","3.12 POSTURAL STABILITY","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3PTRML","NUPDRDOSE3","3.15b POSTURAL TREMOR - Left hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3PTRMR","NUPDRDOSE3","3.15a POSTURAL TREMOR - Right Hand","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3RIGLL","NUPDRDOSE3","3.3e RIGIDITY - LLE","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3RIGLU","NUPDRDOSE3","3.3c RIGIDITY - LUE","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3RIGN","NUPDRDOSE3","3.3a RIGIDITY - Neck","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3RIGRL","NUPDRDOSE3","3.3d RIGIDITY - RLE","NUMBER","3","0","False","False","Mapped PN3RIGRL from NUPDRS3 (for records collected in prior EDC)","","NUPDRS3","PN3RIGRL"
"NUPDRS3TRT","NP3RIGRU","NUPDRDOSE3","3.3b RIGIDITY - RUE","NUMBER","3","0","False","False","","","",""
"NUPDRS3TRT","NP3RISNG","NUPDRDOSE3","3.9 ARISING FROM CHAIR","NUMBER","3","0","False","False","","","",""
