id,GSE,Species,Entity,Technology,Type,Samples,Disease,DOLink,Dsetlink,Datapath,DataAnnot
2924,GSE37258,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",18,,"Expression data of the iPSCs derived from foreskin fibroblast cells of normal person and KS patient",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37258,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37258.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37258_Annot.csv"
2925,GSE37265,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",33,"aphthous stomatitis",disease-ontology.org/term/DOID%3A9663,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37265,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37265.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37265_Annot.csv"
2926,GSE37267,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"colorectal cancer",disease-ontology.org/term/DOID%3A9256,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37267,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37267.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37267_Annot.csv"
2927,GSE37276,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"rheumatoid arthritis",disease-ontology.org/term/DOID%3A7148,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37276,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37276.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37276_Annot.csv"
2928,GSE37290,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",20,"ovarian clear cell carcinoma",disease-ontology.org/term/DOID%3A0050934,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37290,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37290.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37290_Annot.csv"
2929,GSE37355,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,"kaposi's sarcoma",disease-ontology.org/term/DOID%3A8632,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37355,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37355.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37355_Annot.csv"
2930,GSE37364,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",94,"colorectal cancer",disease-ontology.org/term/DOID%3A9256,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37364,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37364.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37364_Annot.csv"
2931,GSE37371,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",19,"spindle cell sarcoma",disease-ontology.org/term/DOID%3A4235,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37371,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37371.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37371_Annot.csv"
2932,GSE37372,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",19,"spindle cell sarcoma",disease-ontology.org/term/DOID%3A4235,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37372,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37372.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37372_Annot.csv"
2933,GSE37409,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",11,"ewing sarcoma",disease-ontology.org/term/DOID%3A3369,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37409,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37409.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37409_Annot.csv"
2934,GSE37416,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",48,"bacterial infection","Gene expression data from F. tularensis-exposed neutrophils",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37416,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37416.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37416_Annot.csv"
2935,GSE37418,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",76,medulloblastoma,disease-ontology.org/term/DOID%3A0050902,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37418,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37418.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37418_Annot.csv"
2936,GSE37427,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"rheumatoid arthritis",disease-ontology.org/term/DOID%3A7148,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37427,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37427.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37427_Annot.csv"
2937,GSE3744,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",47,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3744,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE3744.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE3744_Annot.csv"
2938,GSE37470,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"systemic lupus erythematosus",disease-ontology.org/term/DOID%3A9074,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37470,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37470.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37470_Annot.csv"
2939,GSE37474,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",10,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37474,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37474.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37474_Annot.csv"
2940,GSE37552,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,osteosarcoma,disease-ontology.org/term/DOID%3A3347,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37552,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37552.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37552_Annot.csv"
2941,GSE37567,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",102,"lead toxicity","Methodoligies for identifying lead toxicity",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37567,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37567.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37567_Annot.csv"
2942,GSE37580,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"myelodysplastic syndrome",disease-ontology.org/term/DOID%3A0050908,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37580,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37580.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37580_Annot.csv"
2943,GSE37588,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37588,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37588.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37588_Annot.csv"
2944,GSE37595,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,,"T-bet regulated genes in KG1 cells",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37595,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37595.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37595_Annot.csv"
2945,GSE37596,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",3,"colorectal cancer",disease-ontology.org/term/DOID%3A9256,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37596,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37596.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37596_Annot.csv"
2946,GSE37603,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,,"Identification of WISP1 as an important survival factor in human mesenchymal stem cells",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37603,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37603.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37603_Annot.csv"
2947,GSE37629,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,,"Changes in Global Gene Expression Associated with 3D Structure of Tumors: an ex vivo Matrix-Free Mesothelioma Spheroid Model",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37629,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37629.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37629_Annot.csv"
2948,GSE37637,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",8,,"Gene expression data of human primary keratinocytes with control, EXOSC9 or EXOSC9+GRHL3 knockdown",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37637,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37637.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37637_Annot.csv"
2949,GSE37642,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",140,"acute myeloid leukemia",disease-ontology.org/term/DOID%3A9119,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37642,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37642.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37642_Annot.csv"
2950,GSE37645,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",18,"pancreatic ductal adenocarcinoma",disease-ontology.org/term/DOID%3A3498,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37645,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37645.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37645_Annot.csv"
2951,GSE37648,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",12,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37648,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37648.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37648_Annot.csv"
2952,GSE37659,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,blindness,disease-ontology.org/term/DOID%3A1432,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37659,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37659.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37659_Annot.csv"
2953,GSE37667,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",27,"sleep disorder",disease-ontology.org/term/DOID%3A535,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37667,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37667.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37667_Annot.csv"
2954,GSE37715,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",15,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37715,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37715.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37715_Annot.csv"
2955,GSE37745,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",196,"lung cancer",disease-ontology.org/term/DOID%3A1324,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37745,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37745.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37745_Annot.csv"
2956,GSE37750,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",26,"multiple sclerosis",disease-ontology.org/term/DOID%3A2377,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37750,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37750.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37750_Annot.csv"
2957,GSE37768,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",38,"spindle cell carcinoma",disease-ontology.org/term/DOID%3A4015,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37768,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37768.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37768_Annot.csv"
2958,GSE37783,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",12,"multiple sclerosis",disease-ontology.org/term/DOID%3A2377,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37783,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37783.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37783_Annot.csv"
2959,GSE37796,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,"prostate cancer",disease-ontology.org/term/DOID%3A10283,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37796,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37796.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37796_Annot.csv"
2960,GSE37812,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37812,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37812.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37812_Annot.csv"
2961,GSE37820,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37820,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37820.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37820_Annot.csv"
2962,GSE37838,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",78,glomerulosclerosis,disease-ontology.org/term/DOID%3A0050851,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37838,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37838.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37838_Annot.csv"
2963,GSE37842,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,,"Generation and maintenance of hiPSCs on PCM-DM",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37842,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37842.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37842_Annot.csv"
2964,GSE37868,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37868,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37868.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37868_Annot.csv"
2965,GSE37892,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",130,"colon cancer",disease-ontology.org/term/DOID%3A219,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37892,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37892.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37892_Annot.csv"
2966,GSE37896,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",8,"skin cancer",disease-ontology.org/term/DOID%3A4159,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37896,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37896.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37896_Annot.csv"
2967,GSE37901,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,,"Mid-gestational gene expression profile in placenta and link to pregnancy complications",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37901,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37901.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37901_Annot.csv"
2968,GSE37903,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,"lung adenocarcinoma",disease-ontology.org/term/DOID%3A3910,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37903,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37903.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37903_Annot.csv"
2969,GSE37934,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"ovarian cancer",disease-ontology.org/term/DOID%3A2394,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37934,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37934.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37934_Annot.csv"
2970,GSE37935,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37935,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37935.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37935_Annot.csv"
2971,GSE37949,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37949,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37949.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37949_Annot.csv"
2972,GSE37955,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",12,"breast cancer",disease-ontology.org/term/DOID%3A1612,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37955,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37955.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37955_Annot.csv"
2973,GSE37956,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37956,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37956.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37956_Annot.csv"
2974,GSE37964,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",44,"colorectal cancer",disease-ontology.org/term/DOID%3A9256,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37964,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37964.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37964_Annot.csv"
2975,GSE37982,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",3,leukemia,disease-ontology.org/term/DOID%3A1240,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37982,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37982.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE37982_Annot.csv"
2976,GSE38010,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",7,"multiple sclerosis",disease-ontology.org/term/DOID%3A2377,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38010,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38010.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38010_Annot.csv"
2977,GSE38021,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,,"Expression profiling by array in ATLL",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38021,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38021.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38021_Annot.csv"
2978,GSE38027,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,,"Gene expression analysis of THP-1 cells co-cultured with platelet-like particles",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38027,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38027.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38027_Annot.csv"
2979,GSE38043,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",6,"prostate cancer",disease-ontology.org/term/DOID%3A10283,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38043,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38043.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38043_Annot.csv"
2980,GSE38058,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38058,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38058.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38058_Annot.csv"
2981,GSE38069,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",2,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38069,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38069.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38069_Annot.csv"
2982,GSE38080,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",3,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38080,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38080.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38080_Annot.csv"
2983,GSE38091,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",4,,"Co-culture of human hematopoietic stem cells with osteoblasts affects mono/macrophage versus erythroid lineage choice.",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38091,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38091.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38091_Annot.csv"
2984,GSE38121,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",3,"lung cancer",disease-ontology.org/term/DOID%3A1324,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38121,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38121.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38121_Annot.csv"
2985,GSE38161,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",5,"tetralogy of fallot",disease-ontology.org/term/DOID%3A6419,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38161,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38161.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38161_Annot.csv"
2986,GSE38162,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",5,"tetralogy of fallot",disease-ontology.org/term/DOID%3A6419,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38162,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38162.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38162_Annot.csv"
2987,GSE38177,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",10,"tetralogy of fallot",disease-ontology.org/term/DOID%3A6419,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38177,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38177.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38177_Annot.csv"
2988,GSE38190,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",11,"williams-beuren syndrome;systemic lupus erythematosus;duchenne muscular dystrophy",disease-ontology.org/term/DOID%3ANA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38190,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38190.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38190_Annot.csv"
2989,GSE38312,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",10,melanoma,disease-ontology.org/term/DOID%3A1909,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38312,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38312.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38312_Annot.csv"
2990,GSE38332,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",9,cancer,disease-ontology.org/term/DOID%3A162,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38332,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38332.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38332_Annot.csv"
2991,GSE38351,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",40,"systemic lupus erythematosus and rheumatoid arthritis","The multifaceted balance of TNF-a and type I / II interferon responses in SLE and RA: how monocytes manage the impact of cytokines",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38351,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38351.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38351_Annot.csv"
2992,GSE38396,"Homo sapiens","Gene expression",GPL570,"in situ oligonucleotide",8,,"Dermal lymphatic endothelial cell response to type 2 diabetes [Homo sapiens]",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38396,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38396.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE38396_Annot.csv"
