Accession,id,anticons,de_tool
GSE147630,sheet-Sheet1 from GSE147630_Hughes_rpkm_mRNA.xlsx,0,unknown
GSE147647,sheet-output_annot from GSE147647_WTS_vs_KOS.xls.gz,0,deseq2
GSE147650,sheet-Sheet 1 from GSE147650_b6_vs_uty_dayEffect_counts_normalized_relative_to_library_size.xlsx,0,deseq2
GSE147651,sheet-Sheet 1 from GSE147651_uty_vs_b6_counts_normalized_relative_to_library_size.xlsx,0,deseq2
GSE147727,GSE147727_GO.MF.report.txt.gz,0,unknown
GSE147734,GSE147734_SD_NLSvsCSKO.Differential_analysis_results.txt.gz,1,unknown
GSE147739,GSE147739_SW480-sgAKAP12_DE2_logFC.txt.gz,0,deseq2
GSE147767,sheet-Traf3KOp100KO vs. NT from GSE147767_Traf3KO_vs._NT_vs._Traf3KOp100KO_FDR_FoldChange_etc.xlsx,0,clc genomics
GSE147771,GSM4445668_normal_vs_treatment_4.gene_expression_table.tsv.gz from GSE147771_RAW.tar,0,cuffdiff
GSE147818,GSE147818_gdt_table_GEO2.tsv.gz,0,deseq
GSE147844,GSE147844_RNA-seq_Contrast_cKO-WT.txt.gz,0,deseq2
GSE147849,GSE147849_DESeq_Mettl3_oocytes.txt.gz,1,deseq2
GSE147872,GSE147872_WAT452_res.all.tab.txt.gz,0,unknown
GSE147905,sheet-danielle_count_table_summed_dif from GSE147905_pgc1b_rnaseq_differential_expression.xlsx,0,deseq2
GSE147936,sheet-all data (status=OK) from GSE147936_mDRG_cont_vs_CD133_RNA-Seq_CHI_092818.xlsx,0,cuffdiff
GSE147976,sheet-17 from GSE147976_CWR22Pc-EP_gene_count_matrix_DEseq2.xlsx,0,deseq2
GSE147990,GSE147990_ko_vs_wt_counts_normalized_relative_to_library_size_last.tsv.gz,0,deseq2
GSE148007,sheet-edgeR GLM gene from GSE148007_edgeRglm_GENE_sh-scr.xlsx,0,edger
GSE148023,sheet-Sheet1 from GSE148023_processed_data.xlsx,1,deseq2
GSE148051,GSE148051_gene_exp.diff.gz,0,cuffdiff
GSE148096,GSE148096_BT20_24hDMSOvERL_DeSeq2output.txt.gz,1,deseq2
GSE148101,GSE148101_B1_vs_parent_geneExp.diff.gz,0,cuffdiff
GSE148116,sheet-PA-vs-clpv.genes.annot from GSE148116_PA-vs-Clpv3.genes.annot.xlsx,0,edger
GSE148178,GSE148178_DESeq2_results.KO3_vs_WT.txt.gz,0,deseq2
GSE148240,sheet-RQ6 statistics from GSE148240_Analysis_DESEQ_RQ6_07apr2020_v2.xlsx,1,deseq2
GSE148267,GSM4459015_3HD_6hr_Tconvs_vs_Tregs_DEGseq_merged_score.tsv.gz from GSE148267_RAW.tar,1,degseq
GSE148275,sheet-data2 from GSE148275_Lee_GEO_processed.xlsx,1,deseq
GSE148336,GSE148336_dox_v_noDox.txt.gz,0,deseq2
GSE148353,GSE148353_PROCESSED_DATA.csv.gz,0,unknown
GSE148356,GSE148356_S18110_alldata.tsv.gz,0,unknown
GSE148377,GSE148377_DESeq2-CA_IP.txt.gz,0,deseq2
GSE148387,GSE148387_data.csv.gz,0,limma
GSE148441,GSE148441_Phase1_Notch_KO_DLL1.txt.gz,0,edger
GSE148451,sheet-forprism from GSE148451_gene_exp_diff.xlsx,1,cuffdiff
GSE148473,GSE148473_RNA_DESeq2_A485_vs_Control_results.csv.gz,1,deseq2
GSE148475,GSE148475_Table_S1.txt.gz,0,unknown
GSE148484,sheet-Sheet1 from GSE148484_D5_M_vs_D5_C_diff_exp.xls.gz,0,unknown
GSE148592,sheet-C1_vs_C2 from GSE148592_de_features_all_comparisons_20191023.xlsx,0,edger
GSE148662,GSE148662_Hi_vs_Lo_DESEQ_GEO_processed.txt.gz,0,deseq2
GSE148669,GSE148669_Th17_high_and_low_salt_DESeq2_diff_expression.csv.gz,0,deseq2
GSE148684,GSE148684_DE_A549_WT_vs_sgMiR21_all.csv.gz,0,unknown
GSE148703,GSE148703_data.csv.gz,0,unknown
GSE148731,sheet-Sheet1 from GSE148731_4_MF2_infected_versus_non-infected_24_hours.xlsx,0,deseq2
GSE148787,GSE148787_KRABINER_KOvsWT_TREs_DESeq2.csv.gz,1,deseq2
GSE148802,sheet-IXA1 from GSE148802_DESeq_IXA.xlsx,1,deseq2
GSE148854,GSE148854_mm10_3v3_WT_vs_KO_DESeq2_DifferentialAnalysis_Allgenes.txt.gz,0,deseq2
GSE148859,GSE148859_w12_Tak1_HEP_Ripk1D138N_D138N_vs_Tak1f_f_DESeq2.csv.gz,1,deseq2
GSE148887,sheet-5.1.1_基因表达量_基因表达量_095303 from GSE148887_PROCESSED_DATA_FILES.xls.gz,1,unknown
GSE148903,GSE148903_deseq2_results_TM5_2_05_Vs_TM5_2_23.csv.gz,0,deseq2
GSE148910,GSE148910_chaf1b.pxpr.diff.genes.csv.gz,0,deseq2
GSE149004,GSE149004_data_RNASeq_MACE.csv.gz,0,deseq2
GSE149011,sheet-Differential Gene Expression from GSE149011_Downey_RNA-seq_Analysis_Processed_data_2020_F.xlsx,0,deseq
GSE149019,sheet-genes_significantFALSE_minlogFC from GSE149019_BrinkmeierRNAseq_individual_sample_FPKM.xlsx,0,cuffdiff
GSE149031,GSE149031_RNA_KMS27_deseq_diff_analysis.txt.gz,0,deseq
GSE149059,sheet-DESeq2_results from GSE149059_pBAD_vs_MdoR_counts_DESeq2_data.xlsx,0,deseq2
GSE149099,sheet-retina from GSE149099_infant_adult_bulk_processed_TPMs.xlsx,1,edger
GSE149120,GSE149120_MXE.MATS.JC.txt.gz,0,unknown
GSE149192,sheet-All from GSE149192_POC_VS_OC.xlsx,0,unknown
GSE149195,GSE149195_res2.csv.gz,1,deseq2
GSE149235,GSE149235_gene_exp.upload.diff.gz,0,cuffdiff
GSE149261,sheet-Gene_Expression from GSE149261_adult_E151G_vs_E151A_FC2X.xlsx,0,unknown
GSE149270,GSE149270_deseq2_results_TM5_2_05_Vs_TM5_2_24.csv.gz,1,deseq2
GSE149272,GSE149272_nsd3_sig.csv.gz,0,deseq2
GSE149279,GSE149279_DE-RNA_ZNF598_vs_wt.txt.gz,1,edger
GSE149357,sheet-Sheet1 from GSE149357_Bthetaiotaomicron3731_DEseq.xlsx,0,deseq
GSE149364,GSE149364_MI_TRD_12wk_vs_MI_12wk-gene_list.csv.gz,1,unknown
GSE149369,GSE149369_iPSC.RI.MATS.JCEC.txt.gz,0,deseq2
GSE149386,sheet-DE.et.ExactTest_DE.all from GSE149386_DifferentialExpression.xlsx,0,edger
GSE149390,GSE149390_Melanoma_melanocyte_M14_Rad6BKO_HEMaLP_Diff_Expression_mshekhar.csv.gz,0,edger
GSE149400,GSE149400_SK68-VS-JNB5-1.GeneDiffExp.txt.gz,0,unknown
GSE149410,sheet-deseq_result_star from GSE149410_differential_expression.xlsx,0,deseq
GSE149413,GSE149413_DiffGene_results_AFB_vs_TFB.tsv.gz,0,deseq2
GSE149442,GSE149442_gene-WT-Gdpd3-KO_DESeq2.txt.gz,0,deseq2
GSE149505,GSE149505_gene_exp_bTB_PCR-N_PPD-B_vs._bTB_PCR-N_PBS.txt.gz,0,edger
GSE149554,GSE149554_Rnf12W576YvsRnf12WT.complete.txt.gz,0,deseq2
GSE149565,GSE149565_EM30_vs_UN_inWT.tsv.gz,0,deseq2
GSE149577,GSE149577_cuffdiff_fdl1_vs_WT_growth_chamber_2020.csv.gz,0,cuffdiff
GSE149593,sheet-All from GSE149593_CRB_Exp_vs_Chitin_Exp.xls.gz,1,deseq2
GSE149611,GSE149611_differentiallyexpressedgenesofDMSOvsVolinanserinH.csv.gz,1,deseq2
GSE149628,sheet-DEseq2 results from GSE149628_DEseq2_results.xlsx,0,deseq2
GSE149719,sheet-MXE.MATS.JCEC from GSE149719_RMATS_PsiRNAi.xls.gz,0,rmats
GSE149743,sheet-Sheet1 from GSE149743_Psa6_RNA-seq_Ranalyzed-output.xlsx,0,clc genomics
GSE149753,GSE149753_core_table.xls.gz,0,unknown
GSE149828,sheet-Study 1 gene - DAN from GSE149828_differential_expression.xlsx,1,partek
GSE149869,sheet-KYT_010_2group_N3_totalcount from GSE149869_KYT_010_2group_N3_totalcount.xlsx,0,edger
GSE149870,sheet-Sheet1 from GSE149870_CAD_PFN1KO.xlsx,0,edger
GSE149887,GSE149887_2017-07-21_JFR-1-9_11_13-14-GRCm38_gene_exp_diff_Deseq.txt.gz,0,deseq
GSE149924,GSE149924_DEseq2_aged_SW_aged_Veh.csv.gz,0,deseq2
GSE149928,sheet-Sheet1 from GSE149928_SPI2_mgrB.xlsx,1,edger
GSE149970,sheet-Hoja1 from GSE149970_MEF_Wt_METTL1_WDR4_TE_list.xlsx,0,unknown
GSE149972,sheet-bodyfinal from GSE149972_Processed_Lindberg.xlsx,1,edger
GSE150003,sheet-gene expression filtered from GSE150003_ATRi+IR_MCF10A_RNA_seq.xlsx,1,unknown
GSE150007,GSE150007_RNA-seq_DESeq2_results_NCvNP.csv.gz,1,deseq2
GSE150092,GSE150092_Differentialgeneexpression_allgenes_bNGFvscontrol.csv.gz,1,deseq2
GSE150109,sheet-Sheet1 from GSE150109_log2Foldchange_from_DESeq2.xlsx,1,deseq2
GSE150114,sheet-Sheet1 from GSE150114_log2Foldchange_from_DESeq2.xlsx,1,deseq2
GSE150166,sheet-Tbet_RNAseq_count (Chimera) from GSE150166_Tbet_RNAseq_count__Chimera_.xlsx,0,deseq2
GSE150171,sheet-2hV_2h62 from GSE150171_2062_regulated_genes_RNA_seq.xls.gz,0,cuffdiff
GSE150196,GSE150196_RNA-seq_DESeq2_reinduction_vs_priming.tab.gz,0,deseq2
GSE150197,GSE150197_RNA-seq_SCC1-AID_TIR1+_reinduction_DESeq2_IAA+_vs_IAA-.tab.gz,0,deseq2
GSE150220,sheet-mdx_PtencKOvsmdx_DEG from GSE150220_mdx_PtencKOvsmdx_DEG.xlsx,0,unknown
GSE150266,GSE150266_Differentially_expressed_.txt.gz,1,partek
GSE150267,sheet-Sheet1 from GSE150267_Differential_expression_KI_vs_WT_IWAT.xlsx,0,unknown
GSE150332,GSE150332_subtractedq_vs_inputq_diffexp.csv.gz,0,deseq2
GSE150334,GSE150334_DESeq2_AIX5PAvsAIX5MA.complete.csv.gz,1,deseq2
GSE150340,sheet-Sheet2 from GSE150340_DESeq_IL-14-12_vs_FG1924.xlsx,0,deseq
GSE150394,sheet-DE_analysis from GSE150394_ILMN_227_mRNAseq_STAR_featureCoutns_edgeR_20180329.xlsx,0,edger
GSE150411,GSE150411_CRFT_differentialAnalysisFullData.txt.gz,1,unknown
GSE150466,sheet-170411_RA0401_48_NetsVSNone_ANO from GSE150466_RA_NETs_48hrs_ANOVA.xlsx,0,partek
GSE150521,GSE150521_20200506_CHIRvsDMSO_Myo.txt.gz,1,edger
GSE150523,sheet-Sheet1 from GSE150523_RNAseq-edgeR-Bafilomycin.xlsx,1,edger
GSE150524,sheet-Sheet1 from GSE150524_RNAseq-edgeR-Paraquat.xlsx,1,edger
GSE150548,GSE150548_A3SS.MATS.JCEC.txt.gz,0,rmats
GSE150583,sheet-spsc_res-all data-RPKM-2018-12- from GSE150583_spsc_res-alldata-RPKM-2018-12-3.xlsx,0,deseq2
GSE150605,GSE150605_sep1sep2sep3-sep1sep2.txt.gz,1,edger
GSE150634,GSE150634_gene_exp_add_all_diff.txt.gz,0,unknown
GSE150636,GSE150636_gene_exp_Fragaria.diff.gz,0,cuffdiff
GSE150642,GSE150642_DESeq2_nuclear_RNA-seq.txt.gz,0,deseq2
GSE150679,GSE150679_PND1_mappedreads.csv.gz,1,deseq2
GSE150698,GSE150698_caIKK2EC_vs_WT_DESeq2results.tsv.gz,1,deseq2
GSE150723,sheet-Controls vs VEH-untreated-SIV from GSE150723_DE-Gene_List_Read_counts_OPM_Control_vs_VEH-Unt-SIV.xlsx,0,unknown
GSE150732,sheet-Sheet1 from GSE150732_WH7803.Differential_Expression.xls.gz,0,unknown
GSE150746,sheet-out_data from GSE150746_DEG_table.xlsx,1,deseq2
GSE150757,GSE150757_gene_exp.diff.gz,0,cuffdiff
GSE150768,GSE150768_all_genes_exp.txt.gz,0,deseq2
GSE150791,GSE150791_diffexpr-results.csv.gz,0,deseq2
GSE150804,GSE150804_Differential_expression_analysis_table.csv.gz,0,deseq2
GSE150807,GSE150807_Processeddatafiles_LNCaP_Enzudata_text.txt.gz,0,cuffdiff
GSE150815,GSE150815_DifferentialExpression.csv.gz,1,deseq2
GSE150820,sheet-NIES female vs. Line A male... from GSE150820_Expression_data.xlsx,0,clc genomics
GSE150844,GSE150844_IntS8_noCopper_DEseq.txt.gz,1,deseq
GSE150927,GSE150927_rockhopper_results.txt.gz,0,rockhopper
GSE150939,sheet-edgeR GLM gene from GSE150939_MALEedgeRglm_GENE_PAGP1-PAGWT.xlsx,0,edger
GSE150941,GSE150941_d3_05_vs_WT_05.genes.DEA.txt.gz,0,unknown
GSE150951,GSE150951_Molar_vs_Incisor_diffexp_GEO.tabular.txt.gz,0,cuffdiff
GSE150954,GSE150954_Untreated_v_Treated_MCBG.csv.gz,0,unknown
GSE150985,sheet-Table S2 from GSE150985_Raw_counts_and_TPM_matrix.xlsx,0,unknown
GSE151004,sheet-teste from GSE151004_Bin.TO.DEseq_results.xlsx,1,deseq2
GSE151022,GSE151022_wt.13.p.full.csv.gz,1,deseq2
GSE151023,sheet-IZ vs Pp_0-5 from GSE151023_Dataset_S1_IZ_vs_other.xlsx,0,cuffdiff
GSE151024,sheet-B. CTRL; +DOX vs -DOX from GSE151024_BIN67_AFOS_RNAseq_DESeq2Results.xlsx,0,deseq2
GSE151025,sheet-A. RNA-seq from GSE151025_BIN67_Parental_RNAseq_DESeq2Results_BRG1vsControl.xlsx,1,deseq2
GSE151059,sheet-DEG from GSE151059_DEG.xlsx,0,deseq2
GSE151090,GSE151090_GSA_VPvDMSO.txt.gz,1,partek
GSE151193,GSE151193_DEgenes_HAC_STvsUNST.csv.gz,0,deseq2
GSE151200,GSE151200_H1299_DeSeq.txt.gz,1,deseq2
GSE151209,sheet-edgeR GLM gene from GSE151209_EdgeRglm_GENE_pink1-WT.xlsx,1,edger
GSE151225,GSE151225_wald.sgKmt2d-vs-Vector.difex.genes.txt.gz,0,unknown
GSE151320,GSE151320_Met-1_TripZ-200c_All_genes_FDR.csv.gz,0,cuffdiff
GSE151340,GSE151340_SPR5MET2_vs_N2_DESEQ2.tabular.txt.gz,0,deseq2
GSE151359,sheet-Data from GSE151359_gene_result.xlsx,0,unknown
GSE151388,sheet-181022_181102_190102_gene_ANOVA from GSE151388_181022_181102_190102_gene_ANOVA_d3.xlsx,0,partek
GSE151411,sheet-SMGIvsNGI_deg from GSE151411_gene_count.xls.gz,0,unknown
GSE151477,GSM4579158_12H_PNU_MG_vs_DMSO.txt.gz from GSE151477_RAW.tar,0,deseq2
GSE151562,GSE151562_Partek_Runx2_7.5d_molar_GSA_Feature_gene_list.txt.gz,1,partek
GSE151597,GSE151597_control_vs_HET.deseq.res.csv.gz,0,deseq2
GSE151668,sheet-Sheet1 from GSE151668_Group2_vs_ctrl.xlsx,0,deseq
GSE151711,sheet-Galaxy257-(DESeq2_result_file_o from GSE151711_DEseq_pairwise_comparison_GFEEC_GFIEC.xlsx,0,deseq2
GSE151745,sheet-Total RNA Sequencing from GSE151745_231125_1_data_set_4550850_q8qzrr.xlsx,0,deseq2
GSE151759,sheet-Jurkat FPKM from GSE151759_Processed_Data.xlsx,1,unknown
GSE151860,GSE151860_BTx623_chitin_gene_exp.diff.gz,0,cuffdiff
GSE151868,sheet-Sheet1 from GSE151868_RNAseq_data_MSP_GEO.xlsx,0,unknown
GSE151935,GSE151935_apNelfAi_1_2_vs_apGFP_1_3.csv.gz,0,deseq
GSE151966,GSE151966_gene.description.copy.txt.gz,0,unknown
GSE151967,sheet-sheet1 from GSE151967_caseVScon.all.xls.gz,1,unknown
GSE151973,GSE151973_Human_OE_RE_RNAseq_DE.csv.gz,0,deseq2
GSE152033,sheet-A. WT_NT_vs_Rcas_Expression from GSE152033_Supplementary_Table_4.xlsx,0,edger
GSE152050,GSE152050_geneByExperiment_stdNorm_foldChangePVal_3reps_matrix.txt.gz,0,unknown
GSE152051,GSE152051_Cebpb_OE_in_GM_all.txt.gz,1,deseq2
GSE152109,sheet-Wt vs KO from GSE152109_Wt_vs_KO.xlsx,0,deseq2
GSE152113,GSE152113_Adult_mouse_hippocampus_NSCs_seq.txt.gz,0,cuffdiff
GSE152114,sheet-DESeq2_res_all.txt from GSE152114_DESeq2_Results.xlsx,0,deseq2
GSE152116,sheet-Proton WT IR vs Control from GSE152116_Salmon_and_DE_Seq_output.xlsx,1,deseq2
GSE152118,GSE152118_extended_summary_gene.csv.gz,0,edger
GSE152162,GSE152162_diffexpr_resSC3.csv.gz,1,deseq2
GSE152165,sheet-DESeq2_res_all from GSE152165_DESeq2_Results.xlsx,0,deseq2
GSE152170,GSE152170_Results_man2_M0_W0_Eco.csv.gz,1,deseq2
GSE152221,GSE152221_RNA_deseq_results_in_vivo_vs_in_vivo_baseline.csv.gz,0,deseq2
GSE152226,GSE152226_WT_T24-VS-EMD_T24.DEseq2_Method.GeneDiffExp.xls.gz,0,deseq2
GSE152227,sheet-GX_fis_dps_EE from GSE152227_gene_fold_changes_with_FDR.xlsx,0,edger
GSE152237,GSE152237_DESeq2_results_normalized_count_table.csv.gz,0,deseq2
GSE152247,GSE152247_Foxn1_KO_vs_Control.csv.gz,0,deseq2
GSE152318,GSE152318_HCI009_SEVI_FPKM.csv.gz,0,unknown
GSE152339,sheet-Plan1 from GSE152339_DEG_DESeq_data.xlsx,0,deseq2
GSE152357,GSE152357_pUTE1056.vs.Ames.txt.gz,1,deseq2
GSE152402,GSE152402_DESeq_h1.1h1.2_trt_Col_untrt_df_TEs.txt.gz,0,deseq2
GSE152448,GSE152448_UTX_KO_WT_Diff.txt.gz,0,deseq2
GSE152470,GSE152470_gene-Tip.colony-CDP_DESeq2.txt.gz,0,deseq2
GSE152471,GSE152471_gene-NC-DiI.VLDL_DESeq.txt.gz,0,deseq2
GSE152573,GSE152573_RNA-seq_gene_exp.diff.gz,0,cuffdiff
GSE152661,GSE152661_12Z_RNA_DESeq2_siBRG1_vs_Control_results.csv.gz,1,deseq2
GSE152662,GSE152662_Mouse_EPCAM_RNA_DESeq2_LtfCreBrg1flfl_vs_Control_results.csv.gz,1,deseq2
GSE152677,sheet-stressfracture_DESeq2_full_3day from GSE152677_DEG_DESeq2.xlsx,1,deseq2
GSE152727,GSE152727_Differential_expression_analysis_table.csv.gz,1,unknown
GSE152759,GSE152759_pdgfrbCit_RefSeq.csv.gz,1,deseq2
GSE152781,sheet-C_W8_T_vs_C_W8_P.genes.DEA from GSE152781_G2_W8_T_vs_G2_W8_P.genes.DEA.xls.gz,0,deseq2
GSE152782,sheet-Expression Browser from GSE152782_CHIKV_vs_Mock_ExpressionBrowser_OASF.xlsx,0,clc genomics
GSE152794,GSE152794_HT115_DESeq2.txt.gz,0,deseq2
GSE152811,sheet-DESeq.E85AvsWT from GSE152811_DESeq.E85AvsWT.xlsx,0,deseq2
GSE152836,GSE152836_complete_ML141_vs_DMSO.csv.gz,0,deseq2
GSE152866,GSE152866_stroma_T5_HFD-RD.csv.gz,0,seurat
GSE152875,sheet-gene_exp from GSE152875_gene_exp.diff.xlsx,0,cuffdiff
GSE152913,GSE152913_diffexpr-results_geneID190912_NMB.csv.gz,0,deseq2
GSE152970,sheet-s_4vss_2_DEG from GSE152970_11Gvs11G+FK_Mouse1.xlsx,0,unknown
GSE152988,GSE152988_WT_vs_PSAPKO.csv.gz,1,deseq2
GSE153023,sheet-High_vs_Low_GRCh37 from GSE153023_High_vs_Low_GRCh37.xlsx,0,deseq2
GSE153088,sheet-N2 OG1RF_vs_OP50 from GSE153088_complete_stats.xlsx,1,deseq2
GSE153147,sheet-WTdiff.txt from GSE153147_Control.xlsx,0,unknown
GSE153174,GSE153174_PPRSV_vs_DMEM.tsv.gz,1,deseq2
GSE153188,GSE153188_Bd-SiRGS-OE_L1_vs_BdWT_Bd-SiRGS-OE_Control.csv.gz,1,sleuth
GSE153222,GSE153222_core_table.txt.gz,1,unknown
GSE153264,GSE153264_0hr_v_4hr_gene_exp.diff.gz,0,cuffdiff
GSE153267,GSE153267_0hr_vs_2hr_gb_change.txt.gz,1,cuffdiff
GSE153308,GSE153308_Wt2_L_M_positive_and_Spo_L_M_negative_Processed_data.txt.gz,0,clc genomics
GSE153328,GSE153328_DEG_statistics_table.txt.gz,0,cuffdiff
GSE153332,GSE153332_SNRPD3_DE.csv.gz,0,deseq2
GSE153362,sheet-M7_Emx_OB_pat_wt from GSE153362_MADM7_UPD_DE_analysis.xlsx,1,deseq2
GSE153386,GSE153386_lri35_gene_expression_differences.csv.gz,0,cuffdiff
GSE153443,sheet-NCH612 from GSE153443_Park_GEO_Processed.xlsx,0,unknown
GSE153491,GSE153491_NKC_EZH2_ctrl_vs_Kd_differential_gene_expression.tabular.txt.gz,0,cuffdiff
GSE153507,GSE153507_Gly_WTvsC3KO.csv.gz,1,deseq2
GSE153552,GSE153552_C0-VS-C1.GeneDiffExp.txt.gz,0,unknown
GSE153553,GSE153553_Kp_MS6671_efit_MHBvsPBT2_v2.tsv.gz,1,limma
GSE153646,sheet-Interlobular_hTERT-VS-lobular_h from GSE153646_Interlobular_hTERT-VS-lobular_hTERT.DEseq2_Method.GeneDiffExp.xlsx,0,deseq2
GSE153692,GSE153692_lncRNA.txt.gz,1,unknown
GSE153764,GSE153764_5d_wt_table_log2.txt.gz,1,unknown
GSE153772,sheet-DESeq2 stats from GSE153772_hs700t_24h_deseq_siZNF414_vs_siLUC.xlsx,0,deseq2
GSE153777,GSE153777_core_table.txt.gz,1,deseq2
GSE153782,sheet-gene_exp from GSE153782_diff_exp_WT_vs_WT-mmc.xlsx,0,cuffdiff
GSE153787,sheet-ZFF-15 VS ZFF-16 from GSE153787_ZFF-15_VS_ZFF-16.xlsx,0,cuffdiff
GSE153817,GSE153817_RPERPE_3-RPE_NBResults_CPMs.csv.gz,0,edger
GSE153828,GSE153828_WT_vs_MUT_diffexpr-results.csv.gz,1,deseq2
GSE153887,GSE153887_DE_results.csv.gz,1,deseq2
GSE153898,sheet-GROUP3_vs_CONTROL.all.gene.resu from GSE153898_All_gene_results_Con_vs_Aurkb_siRNA.xlsx,1,deseq
GSE153978,sheet-ex814 Result from GSE153978_DESeq_Chiang_HEK293_ATF6_Mutants.xlsx,0,deseq
GSE153994,GSE153994_all_compare.txt.gz,0,unknown
GSE154016,GSE154016_mRNA_FPKM.diffExpr.txt.gz,0,unknown
GSE154046,GSE154046_1_circRNA_expression.txt.gz,0,unknown
GSE154057,GSE154057_t_hESC_BIX_all.txt.gz,0,deseq2
GSE154074,sheet-WT_NC vs. WT_PC vs. CA_NC v... from GSE154074_CA_DN_p38_TG_Lung_with_BLM.xlsx,0,clc genomics
GSE154092,GSE154092_DESeq2_result_file_on_data_IVC_vs_Con_liver.csv.gz,0,deseq2
GSE154163,GSE154163_si_HDAC8_PolyIC_vs_si_Control.txt.gz,1,unknown
GSE154216,GSE154216_Processed_data_RNAseq.txt.gz,0,cuffdiff
GSE154217,GSE154217_Kd_I_FvsKd_F_DEG.txt.gz,0,unknown
GSE154251,GSE154251_Lanza_Seaver_DESeq2_LRT_Capi.csv.gz,0,deseq2
GSE154258,sheet-Intestine from GSE154258_Tuft-vs-nonTuft_cell_comparisons_Bulk_RNAseq.xls.gz,0,unknown
GSE154274,sheet-gene_exp_with_symbol - 副本 from GSE154274_hypothalamus_RNA-seq.xlsx,0,deseq2
GSE154297,GSE154297_Mock_vs_Pe0_vs_Pe3_annotated.csv.gz,0,deseq2
GSE154320,GSE154320_VapC21-overexpression.txt.gz,0,cuffdiff
GSE154355,sheet-design1_Transcripts_DE_results from GSE154355_RNA-seq_FPKM_data.xlsx,0,cuffdiff
GSE154460,GSE154460_CAyfp+d_v_-d.htseq.edgeR.txt.gz,0,edger
GSE154468,sheet-Sheet1 from GSE154468_MADM_UPD_overview_DE_analysis.xlsx,1,deseq2
GSE154474,GSE154474_gene_exp.diff.gz,0,cuffdiff
GSE154516,sheet-Sheet1 from GSE154516_A5PR_Analyse_results-E6.5.xlsx,1,edger
GSE154550,sheet-results from GSE154550_Zhu_Venus.xlsx,0,deseq2
GSE154551,sheet-Results from GSE154551_Zhu_L-NICD_tumors.xlsx,0,deseq2
GSE154615,GSE154615_All_PS_KOvsAll_NG_KO.txt.gz,1,unknown
GSE154649,sheet-DE DIE_4.5h from GSE154649_Supplementary_table_S1.xlsx,1,deseq2
GSE154809,GSE154809_1-S_UVvsVC_UV_DEG.xls.gz,0,unknown
GSE154844,sheet-all_comparisons_merged from GSE154844_DESeq2_output.xlsx,1,deseq2
GSE154897,GSE154897_Flox_Tfh_v_WT_Tfh.deseq.csv.gz,0,deseq2
GSE154938,GSE154938_Regression_control_vs_regression.deseq.res.csv.gz,0,deseq2
GSE154940,GSE154940_WT_vs_mORF4-NBDYKO_TE.txt.gz,1,unknown
GSE155012,GSE155012_processed_PBS.vs.IL35.gene_exp.diff.gz,0,cuffdiff
GSE155027,GSE155027_Cont_2_1_Cont_2_2_Cont_2_3-Ag320_2_7_Ag320_2_8_Ag320_2_9.genes.txt.gz,0,cuffdiff
GSE155045,sheet-oo.tsv from GSE155045_B6_NOD_ES_RNASeq_Processed_File.xlsx,0,unknown
GSE155059,GSE155059_g2_vs_g1_diff_lncRNA_to_target_gene.txt.gz,0,unknown
GSE155112,GSE155112_Supplement_Table_4_d5rf_vs_col_0_GOenrich.txt.gz,0,edger
GSE155163,GSE155163_Control-VS-Erythrodiol.DEGseq_Method.GeneDiffExp.txt.gz,1,degseq
GSE155201,GSE155201_MCFHK1Exo_vs_HK1LMP1Exo.genes.deseq.res.csv.gz,0,deseq2
GSE155268,sheet-log2Foldchange_form_DESeq2 from GSE155268_log2Foldchange_form_DESeq2.xlsx,1,deseq2
GSE155305,GSE155305_IFITM3_KO_RNAseq_DE_res_NRAS_G12D.csv.gz,0,edger
GSE155329,sheet-WB_qRNA vs D7 from GSE155329_Turner-Evans_DGEanalysis_updated.xlsx,0,edger
GSE155364,GSE155364_20200715_Sfrp1_tumor_cells_invitro_invivo.txt.gz,0,deseq2
GSE155411,GSE155411_Complete_geneList_EdgeR.csv.gz,1,edger
GSE155435,GSE155435_B1_3vsBC_3.txt.gz,0,unknown
GSE155450,sheet-ACE2 YPD from GSE155450_Supplementary_Table_3._RNAseq_Data_ACE2_YPD.xlsx,1,deseq2
GSE155459,GSE155459_tcc_results_gene.txt.gz,0,unknown
GSE155487,GSE155487_DEGs_tables_limma-voom_JAZD-WT.tabular.txt.gz,1,limma
GSE155495,GSE155495_CTL_YAP_8SA_vs_CTL_CFs_DESeq2.tsv.gz,0,deseq2
GSE155521,sheet-PA0535 from GSE155521_RNAseq_7XRE.xlsx,0,unknown
GSE155560,sheet-CvsP from GSE155560_GEO_DEGs.xlsx,0,unknown
GSE155562,GSE155562_gsa_result.txt.gz,1,partek
GSE155572,GSE155572_normalized_expression_genes_human.csv.gz,0,deseq2
GSE155573,GSE155573_normalized_expression_genes_zebrafish.csv.gz,1,deseq2
GSE155607,sheet-diffexpr-results_NormalizedReads_37C_induction from GSE155607_diffexpr-results_NormalizedReads_37C_induction.xlsx,1,deseq2
GSE155609,sheet-DESeq2_STF6_vs_T4A.txt from GSE155609_DESeq2_STF6_vs_T4A.xlsx,0,deseq2
GSE155626,GSE155626_abundances_by_transcript.csv.gz,0,sleuth
GSE155646,GSE155646_DifferentialExpression_NTvT.txt.gz,0,cuffdiff
GSE155654,GSE155654_abundances_all_transcripts.csv.gz,0,sleuth
GSE155701,sheet-C. glabrata from GSE155701_Shor_Processed_Data.xlsx,1,deseq2
