"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,4,9,605,-5,849,3,"AS","N594AS",476,"SEA","SAN",142,1050,6,5
2014,4,9,606,-11,853,-2,"AS","N791AS",454,"SEA","LAX",130,954,6,6
2014,4,9,607,-8,816,-9,"VX","N523VA",751,"SEA","SFO",107,679,6,7
2014,4,9,609,9,1140,0,"AA","N4XWAA",1650,"PDX","DFW",189,1616,6,9
2014,4,9,611,1,821,13,"AS","N535AS",342,"SEA","OAK",105,671,6,11
2014,4,9,614,-3,832,12,"AS","N754AS",314,"SEA","SFO",113,679,6,14
2014,4,9,615,35,834,53,"UA","N834UA",468,"SEA","SFO",112,679,6,15
2014,4,9,618,-2,1153,-23,"UA","N76288",1460,"SEA","ORD",190,1721,6,18
2014,4,9,619,-1,1205,-20,"WN","N8320J",2163,"PDX","MDW",210,1751,6,19
2014,4,9,622,-8,835,-4,"OO","N215AG",3456,"PDX","BUR",118,817,6,22
2014,4,9,623,-7,1343,-16,"DL","N3737C",1156,"PDX","ATL",242,2172,6,23
2014,4,9,624,-6,907,7,"OO","N812SK",4692,"PDX","LAX",118,834,6,24
2014,4,9,627,-3,1209,-21,"WN","N8316H",1012,"SEA","MDW",208,1733,6,27
2014,4,9,628,-2,1018,3,"WN","N627SW",478,"SEA","ABQ",146,1180,6,28
2014,4,9,629,0,1349,-21,"DL","N6701",128,"SEA","ATL",241,2182,6,29
2014,4,9,631,1,904,15,"AS","N788AS",558,"PDX","LAX",119,834,6,31
2014,4,9,633,23,1211,-1,"UA","N37437",1566,"PDX","ORD",195,1739,6,33
2014,4,9,633,-12,906,-19,"AS","N769AS",550,"SEA","PSP",139,987,6,33
2014,4,9,638,38,818,35,"AS","N760AS",406,"PDX","SJC",86,569,6,38
2014,4,9,639,-6,849,-13,"OO","N224AG",3460,"PDX","ONT",115,838,6,39
2014,4,9,642,-3,915,-5,"WN","N657SW",1927,"PDX","PHX",134,1009,6,42
2014,4,9,643,-2,917,-3,"OO","N693CA",4597,"SEA","LAX",127,954,6,43
2014,4,9,644,-6,907,-8,"OO","N810SK",4579,"SEA","LAS",117,867,6,44
2014,4,9,647,-3,825,-10,"WN","N439WN",2169,"SEA","SMF",82,605,6,47
2014,4,9,648,-2,923,-17,"WN","N459WN",476,"PDX","SLC",80,630,6,48
2014,4,9,648,-2,1233,-12,"AA","N3EEAA",2218,"PDX","ORD",200,1739,6,48
2014,4,9,648,-2,1148,-16,"DL","N654DL",2090,"PDX","MSP",159,1426,6,48
2014,4,9,649,-11,735,-15,"OO","N219AG",3470,"SEA","PDX",27,129,6,49
2014,4,9,649,-1,1141,-24,"AS","N558AS",36,"SEA","MSP",159,1399,6,49
2014,4,9,650,-7,1020,-8,"AS","N570AS",676,"SEA","DEN",121,1024,6,50
2014,4,9,651,1,1225,-13,"AS","N423AS",662,"SEA","DFW",191,1660,6,51
2014,4,9,652,-3,1033,-7,"WN","N659SW",1006,"PDX","ABQ",141,1111,6,52
2014,4,9,654,-6,912,-6,"B6","N556JB",1121,"PDX","LGB",119,846,6,54
2014,4,9,654,-6,1501,-9,"DL","N3733Z",400,"PDX","JFK",279,2454,6,54
2014,4,9,655,-5,918,-17,"VX","N640VA",1780,"SEA","LAX",126,954,6,55
2014,4,9,655,-5,1501,-10,"DL","N703TW",2550,"SEA","JFK",282,2422,6,55
2014,4,9,657,-3,843,-2,"VX","N855VA",84,"PDX","SFO",92,550,6,57
2014,4,9,657,-3,1020,20,"AS","N559AS",724,"SEA","SLC",86,689,6,57
2014,4,9,658,-7,928,-13,"OO","N216AG",3472,"SEA","LGB",132,965,6,58
2014,4,9,659,-6,828,-7,"WN","N953WN",3142,"PDX","SMF",68,479,6,59
2014,4,9,659,-1,928,-37,"AS","N532AS",833,"PDX","HNL",311,2603,6,59
2014,4,9,659,-3,1155,-18,"DL","N394DA",2314,"SEA","MSP",156,1399,6,59
2014,4,9,700,-5,922,-2,"AS","N607AS",582,"PDX","SNA",119,859,7,0
2014,4,9,701,-4,940,0,"AS","N323AS",466,"SEA","LAX",129,954,7,1
2014,4,9,702,-8,956,10,"AS","N552AS",240,"SEA","SAN",140,1050,7,2
2014,4,9,703,-2,922,1,"AS","N520AS",608,"SEA","LAS",119,867,7,3
2014,4,9,703,-7,918,5,"AS","N618AS",626,"PDX","LAS",107,763,7,3
2014,4,9,705,-5,924,14,"AS","N551AS",334,"SEA","SJC",104,697,7,5
2014,4,9,705,-5,935,-7,"AS","N579AS",644,"PDX","PHX",131,1009,7,5
2014,4,9,708,28,939,35,"AS","N461AS",576,"PDX","SAN",129,933,7,8
2014,4,9,709,-1,952,-15,"DL","N335NW",2397,"SEA","SLC",85,689,7,9
2014,4,9,710,-5,917,-11,"AS","N302AS",222,"SEA","SFO",101,679,7,10
2014,4,9,712,-3,1547,7,"AA","N3KXAA",236,"SEA","JFK",301,2422,7,12
2014,4,9,716,-4,950,-20,"WN","N449WN",319,"SEA","PHX",136,1107,7,16
2014,4,9,717,-8,906,4,"AS","N531AS",805,"SEA","SMF",82,605,7,17
2014,4,9,723,-2,949,-2,"AS","N756AS",530,"SEA","ONT",128,956,7,23
2014,4,9,726,16,1303,8,"AA","N3KPAA",1308,"SEA","DFW",191,1660,7,26
2014,4,9,726,1,959,-1,"AS","N317AS",480,"SEA","LAX",129,954,7,26
2014,4,9,728,0,944,7,"UA","N37468",1145,"SEA","SFO",109,679,7,28
2014,4,9,729,0,825,2,"OO","N234SW",5379,"PDX","SEA",39,129,7,29
2014,4,9,729,4,842,12,"AS","N706AS",65,"SEA","KTN",111,680,7,29
2014,4,9,729,-5,1425,-19,"DL","N3757D",822,"SEA","DTW",212,1927,7,29
2014,4,9,732,-8,934,5,"AS","N708AS",244,"PDX","SFO",97,550,7,32
2014,4,9,733,-2,1500,-13,"DL","N1605",1768,"SEA","ATL",242,2182,7,33
2014,4,9,738,-7,920,-15,"UA","N459UA",302,"PDX","SFO",88,550,7,38
2014,4,9,743,-2,941,-13,"OO","N225AG",3486,"PDX","BOI",46,344,7,43
2014,4,9,747,-7,1524,-22,"UA","N524UA",250,"PDX","IAD",262,2327,7,47
2014,4,9,747,-3,1022,-10,"AS","N440AS",634,"SEA","PHX",137,1107,7,47
2014,4,9,748,-2,941,21,"AS","N762AS",61,"SEA","JNU",157,909,7,48
2014,4,9,753,0,1530,-21,"UA","N521UA",419,"SEA","IAD",254,2306,7,53
2014,4,9,756,-4,1022,7,"AS","N459AS",568,"PDX","LAX",118,834,7,56
2014,4,9,757,2,1017,4,"AS","N619AS",522,"SEA","BUR",123,937,7,57
2014,4,9,758,-7,1047,5,"AS","N553AS",83,"SEA","ANC",207,1448,7,58
2014,4,9,758,-2,1046,6,"AS","N797AS",458,"SEA","LAX",134,954,7,58
2014,4,9,804,-6,1541,-29,"AS","N526AS",4,"SEA","DCA",260,2329,8,4
2014,4,9,805,-5,1006,-9,"WN","N245WN",599,"SEA","OAK",101,671,8,5
2014,4,9,805,-5,1320,-15,"WN","N660SW",381,"PDX","MCI",180,1482,8,5
2014,4,9,805,-5,1535,-13,"AS","N433AS",742,"SEA","ATL",245,2182,8,5
2014,4,9,810,-5,1028,-4,"AS","N560AS",600,"SEA","LAS",120,867,8,10
2014,4,9,811,-4,1558,-36,"US","N676AW",669,"PDX","PHL",271,2406,8,11
2014,4,9,819,-1,1353,-27,"AA","N3HBAA",1236,"SEA","ORD",191,1721,8,19
2014,4,9,822,-8,918,-1,"OO","N219AG",3473,"PDX","SEA",30,129,8,22
2014,4,9,823,-7,1104,-10,"US","N620AW",471,"SEA","PHX",140,1107,8,23
2014,4,9,826,-4,1358,-25,"AS","N303AS",28,"SEA","ORD",193,1721,8,26
2014,4,9,827,27,912,22,"AS","N793AS",696,"SEA","GEG",34,224,8,27
2014,4,9,829,-1,1359,-16,"AA","N3EAAA",312,"SEA","DFW",192,1660,8,29
2014,4,9,829,-1,1100,-35,"AS","N563AS",861,"SEA","OGG",311,2640,8,29
2014,4,9,832,-12,1404,-41,"UA","N841UA",722,"PDX","ORD",191,1739,8,32
2014,4,9,832,-3,1621,-18,"AS","N435AS",32,"SEA","PHL",270,2378,8,32
2014,4,9,833,3,1018,3,"WN","N248WN",497,"PDX","OAK",90,543,8,33
2014,4,9,837,-8,1120,-30,"HA","N381HA",21,"SEA","HNL",323,2677,8,37
2014,4,9,839,-9,938,0,"OO","N234SW",5411,"SEA","PDX",35,129,8,39
2014,4,9,839,-6,1107,-6,"US","N675AW",440,"PDX","PHX",132,1009,8,39
2014,4,9,839,9,1334,-6,"DL","N587NW",2489,"SEA","MSP",154,1399,8,39
2014,4,9,840,0,1727,4,"AS","N514AS",38,"SEA","FLL",325,2717,8,40
2014,4,9,846,-5,1116,15,"UA","N854UA",294,"SEA","SFO",105,679,8,46
2014,4,9,849,-11,1132,-4,"AS","N568AS",502,"SEA","SNA",134,978,8,49
2014,4,9,852,-8,953,-1,"OO","N233SW",5428,"PDX","SEA",40,129,8,52
2014,4,9,857,57,1707,40,"AS","N413AS",18,"SEA","MCO",287,2554,8,57
2014,4,9,858,-2,1102,-3,"WN","N916WN",502,"SEA","SJC",104,697,8,58
2014,4,9,859,-1,1614,-15,"DL","N3773D",2464,"PDX","ATL",237,2172,8,59
2014,4,9,900,-5,1435,-15,"WN","N224WN",1726,"SEA","MKE",193,1694,9,0
2014,4,9,904,59,1426,41,"AA","N4XSAA",1220,"PDX","DFW",185,1616,9,4
2014,4,9,909,9,1141,-25,"AS","N588AS",875,"SEA","LIH",311,2701,9,9
2014,4,9,911,-9,1714,-27,"AS","N512AS",30,"PDX","BOS",285,2537,9,11
2014,4,9,912,-3,1147,3,"AS","N614AS",554,"SEA","PSP",133,987,9,12
2014,4,9,913,-2,1151,-14,"OO","N223AG",3466,"PDX","TUS",145,1119,9,13
2014,4,9,922,-13,1707,-33,"AS","N536AS",764,"PDX","DCA",258,2350,9,22
2014,4,9,928,-2,1210,7,"AS","N703AS",640,"PDX","PHX",138,1009,9,28
2014,4,9,929,-6,1145,-10,"AS","N527AS",602,"SEA","LAS",121,867,9,29
2014,4,9,946,-4,1217,-6,"AS","N625AS",238,"SEA","SAN",136,1050,9,46
2014,4,9,950,-10,1223,-37,"HA","N384HA",29,"SEA","OGG",313,2640,9,50
2014,4,9,952,-6,1132,-18,"UA","N822UA",699,"PDX","SFO",82,550,9,52
2014,4,9,953,-12,1146,-9,"AS","N564AS",344,"SEA","OAK",96,671,9,53
2014,4,9,956,1,1232,-3,"AS","N611AS",131,"PDX","ANC",204,1542,9,56
2014,4,9,958,-8,1218,-11,"OO","N822SK",4804,"SEA","LAS",126,867,9,58
2014,4,9,959,-1,1316,-14,"WN","N217JC",761,"PDX","DEN",121,991,9,59
2014,4,9,1000,-5,1212,-18,"WN","N8309C",318,"SEA","LAS",116,867,10,0
2014,4,9,1003,-2,1723,-27,"AS","N408AS",752,"PDX","ATL",239,2172,10,3
2014,4,9,1004,13,1211,4,"UA","N807UA",698,"SEA","SFO",105,679,10,4
2014,4,9,1009,-6,1325,10,"HA","N390HA",25,"PDX","HNL",306,2603,10,9
2014,4,9,1010,-5,1313,20,"AS","N794AS",87,"SEA","ANC",210,1448,10,10
2014,4,9,1012,-13,1116,1,"OO","N233SW",5325,"SEA","PDX",37,129,10,12
2014,4,9,1016,-3,1243,-5,"OO","N806SK",4802,"SEA","LAX",128,954,10,16
2014,4,9,1016,21,1224,24,"AS","N779AS",318,"SEA","SFO",102,679,10,16
2014,4,9,1016,1,1539,-25,"AS","N442AS",654,"PDX","DFW",184,1616,10,16
2014,4,9,1017,72,1823,60,"AS","N457AS",8,"SEA","EWR",283,2402,10,17
2014,4,9,1017,-3,1243,-62,"AS","N538AS",801,"PDX","LIH",308,2631,10,17
2014,4,9,1020,10,1238,12,"AS","N626AS",580,"PDX","SNA",122,859,10,20
2014,4,9,1020,-5,1304,-1,"DL","N371NB",2189,"PDX","SLC",83,630,10,20
2014,4,9,1023,-2,1315,-15,"AS","N566AS",843,"SEA","KOA",323,2688,10,23
2014,4,9,1023,3,1306,-5,"DL","N372NW",1857,"SEA","SLC",85,689,10,23
2014,4,9,1024,34,1815,5,"AS","N569AS",12,"SEA","BOS",270,2496,10,24
2014,4,9,1024,-6,1600,-30,"AS","N593AS",686,"PDX","ORD",198,1739,10,24
2014,4,9,1025,-7,1346,-22,"OO","N970SW",5576,"PDX","DEN",124,991,10,25
2014,4,9,1026,-4,1255,-8,"AS","N546AS",452,"SEA","LAX",127,954,10,26
2014,4,9,1029,-6,1300,5,"AS","N506AS",586,"SEA","LAS",123,867,10,29
2014,4,9,1034,4,1540,-12,"AS","N305AS",758,"SEA","MCI",170,1489,10,34
2014,4,9,1035,-10,1526,-24,"OO","N219AG",3468,"SEA","OMA",152,1368,10,35
2014,4,9,1038,-7,1254,-18,"OO","N218AG",3482,"SEA","SBA",119,908,10,38
2014,4,9,1040,-5,1311,-44,"AS","N534AS",851,"SEA","HNL",313,2677,10,40
2014,4,9,1041,6,1636,6,"WN","N399WN",570,"SEA","MDW",214,1733,10,41
2014,4,9,1042,-8,1301,-16,"OO","N705SK",6518,"PDX","LAX",117,834,10,42
2014,4,9,1042,0,1406,-13,"UA","N11206",156,"SEA","DEN",124,1024,10,42
2014,4,9,1043,6,1411,2,"F9","N213FR",240,"SEA","DEN",127,1024,10,43
2014,4,9,1046,-4,1249,-6,"WN","N726SW",4016,"PDX","LAS",108,763,10,46
2014,4,9,1047,7,1426,22,"F9","N922FR",788,"PDX","DEN",137,991,10,47
2014,4,9,1050,-5,1152,3,"OO","N234SW",5397,"PDX","SEA",39,129,10,50
2014,4,9,1051,-4,1316,-14,"VX","N835VA",784,"SEA","LAX",130,954,10,51
2014,4,9,1051,-4,1208,-7,"WN","N237WN",1617,"PDX","RNO",63,444,10,51
2014,4,9,1056,1,1311,1,"AS","N760AS",564,"PDX","LAX",115,834,10,56
2014,4,9,1059,6,1624,-32,"UA","N433UA",278,"SEA","ORD",190,1721,10,59
2014,4,9,1104,-7,1252,-11,"OO","N986SW",5197,"PDX","SFO",86,550,11,4
2014,4,9,1104,14,1309,18,"AS","N705AS",310,"SEA","SFO",102,679,11,4
2014,4,9,1107,47,1711,46,"AS","N453AS",730,"SEA","IAH",218,1874,11,7
2014,4,9,1108,-2,1242,-8,"WN","N744SW",1249,"PDX","SJC",82,569,11,8
2014,4,9,1109,-6,1648,-12,"AA","N3BPAA",1311,"SEA","DFW",195,1660,11,9
2014,4,9,1110,-5,1903,-29,"US","N604AW",668,"SEA","PHL",271,2378,11,10
2014,4,9,1111,-9,1332,-13,"OO","N606SK",4698,"PDX","LAX",117,834,11,11
2014,4,9,1112,-3,1433,-22,"AS","N644AS",672,"SEA","DEN",124,1024,11,12
2014,4,9,1113,-2,1917,-10,"DL","N707TW",2344,"SEA","JFK",273,2422,11,13
2014,4,9,1117,2,1357,1,"AS","N792AS",488,"SEA","SAN",139,1050,11,17
2014,4,9,1120,0,1315,-18,"UA","N483UA",842,"SEA","SFO",96,679,11,20
2014,4,9,1120,-5,1343,-14,"US","N820AW",634,"PDX","PHX",129,1009,11,20
2014,4,9,1120,-5,1405,0,"AS","N793AS",656,"SEA","PHX",148,1107,11,20
2014,4,9,1122,22,1442,7,"WN","N797MX",4296,"SEA","DEN",123,1024,11,22
2014,4,9,1126,-3,1814,-21,"DL","N379DA",2555,"PDX","DTW",210,1953,11,26
2014,4,9,1127,-3,1300,-10,"WN","N440LV",2587,"PDX","OAK",80,543,11,27
2014,4,9,1127,-3,1344,-5,"AS","N537AS",572,"PDX","SAN",123,933,11,27
2014,4,9,1129,-6,1358,-12,"B6","N706JB",107,"SEA","LGB",133,965,11,29
2014,4,9,1131,-9,1321,-4,"VX","N529VA",817,"PDX","SFO",85,550,11,31
2014,4,9,1135,0,1411,-10,"US","N625AW",614,"SEA","PHX",142,1107,11,35
2014,4,9,1136,11,1306,6,"AS","N587AS",75,"SEA","JNU",135,909,11,36
2014,4,9,1136,1,1718,-3,"AS","N307AS",670,"SEA","AUS",199,1770,11,36
2014,4,9,1137,-3,1422,-3,"WN","N628SW",942,"SEA","PHX",147,1107,11,37
2014,4,9,1137,17,1252,7,"WN","N774SW",3383,"PDX","SMF",65,479,11,37
2014,4,9,1139,-6,1340,-2,"OO","N217AG",3496,"SEA","FAT",99,748,11,39
2014,4,9,1141,11,1432,7,"WN","N903WN",785,"SEA","SLC",93,689,11,41
2014,4,9,1145,-5,1718,-18,"AS","N517AS",748,"SEA","STL",193,1709,11,45
2014,4,9,1145,-5,1410,-32,"AS","N581AS",809,"PDX","OGG",307,2562,11,45
2014,4,9,1146,-4,1237,-6,"AS","N799AS",684,"SEA","GEG",36,224,11,46
2014,4,9,1147,2,1836,-22,"DL","N812DN",2424,"SEA","DTW",209,1927,11,47
2014,4,9,1152,0,1428,-2,"OO","N708SK",6371,"SEA","LAX",134,954,11,52
2014,4,9,1158,-2,1742,-18,"AA","N3FBAA",1628,"SEA","ORD",196,1721,11,58
2014,4,9,1159,-7,1251,2,"OO","N233SW",5325,"PDX","RDM",31,116,11,59
2014,4,9,1159,-1,1407,6,"AS","N778AS",306,"SEA","SFO",101,679,11,59
2014,4,9,1159,-1,1956,-15,"DL","N702TW",541,"PDX","JFK",279,2454,11,59
2014,4,9,1202,-3,1439,1,"AS","N612AS",508,"SEA","SNA",135,978,12,2
2014,4,9,1202,17,1929,5,"DL","N695DL",1962,"SEA","ATL",242,2182,12,2
2014,4,9,1204,-6,1408,-7,"OO","N215AG",3454,"PDX","BUR",113,817,12,4
2014,4,9,1204,4,1400,0,"WN","N658SW",3864,"SEA","OAK",100,671,12,4
2014,4,9,1209,-2,1246,-4,"OO","N297SW",5411,"PDX","EUG",28,106,12,9
2014,4,9,1209,24,1359,29,"WN","N8609A",524,"SEA","SMF",84,605,12,9
2014,4,9,1209,-8,1500,-4,"AS","N431AS",658,"SEA","TUS",149,1216,12,9
2014,4,9,1210,19,1803,11,"UA","N27477",1175,"PDX","IAH",213,1825,12,10
2014,4,9,1210,25,1807,8,"UA","N38473",1246,"SEA","IAH",213,1874,12,10
2014,4,9,1217,11,1415,2,"UA","N68817",1238,"SEA","SFO",99,679,12,17
2014,4,9,1220,-11,1401,-19,"UA","N417UA",353,"PDX","SFO",85,550,12,20
2014,4,9,1223,13,1805,15,"AA","N200AA",1568,"PDX","DFW",191,1616,12,23
2014,4,9,1223,-7,1409,-11,"AS","N613AS",388,"PDX","SFO",83,550,12,23
2014,4,9,1228,3,2017,-13,"WN","N238WN",1291,"SEA","BWI",270,2335,12,28
2014,4,9,1236,1,1510,-5,"AS","N530AS",97,"SEA","ANC",201,1448,12,36
2014,4,9,1239,9,1459,8,"AS","N559AS",610,"SEA","LAS",120,867,12,39
2014,4,9,1240,0,1505,-10,"AS","N562AS",490,"SEA","SAN",135,1050,12,40
2014,4,9,1240,0,1821,-9,"AS","N318AS",692,"SEA","SAT",207,1774,12,40
2014,4,9,1245,0,1822,-23,"AS","N409AS",22,"SEA","ORD",194,1721,12,45
2014,4,9,1247,-3,1750,-14,"DL","N951DN",2164,"PDX","MSP",159,1426,12,47
2014,4,9,1253,-2,1501,6,"AS","N551AS",324,"SEA","SJC",107,697,12,53
2014,4,9,1254,-6,1453,-12,"WN","N8612K",579,"PDX","LAS",104,763,12,54
2014,4,9,1255,5,1425,0,"WN","N775SW",2408,"SEA","RNO",76,564,12,55
2014,4,9,1256,-4,1529,0,"AS","N754AS",552,"SEA","PSP",134,987,12,56
2014,4,9,1257,-3,1503,-1,"AS","N618AS",622,"PDX","LAS",110,763,12,57
2014,4,9,1258,-2,1433,-2,"WN","N957WN",980,"PDX","OAK",79,543,12,58
2014,4,9,1258,-2,1551,-4,"AS","N508AS",726,"SEA","SLC",92,689,12,58
2014,4,9,1259,-1,1524,0,"OO","N810SK",4828,"SEA","LAS",119,867,12,59
2014,4,9,1301,-4,1540,-5,"UA","N87527",1192,"SEA","ANC",197,1448,13,1
2014,4,9,1305,-10,2053,-30,"US","N555AY",1717,"SEA","CLT",261,2279,13,5
2014,4,9,1306,-9,1518,-16,"B6","N556JB",1521,"PDX","LGB",117,846,13,6
2014,4,9,1310,-5,1551,5,"OO","N812SK",4800,"SEA","LAX",126,954,13,10
2014,4,9,1310,0,1807,-13,"AS","N622AS",34,"SEA","MSP",164,1399,13,10
2014,4,9,1311,-4,1519,-4,"UA","N814UA",816,"SEA","SFO",102,679,13,11
2014,4,9,1313,-2,1416,11,"OO","N234SW",5342,"SEA","PDX",35,129,13,13
2014,4,9,1313,-2,1559,-9,"DL","N674DL",2157,"SEA","SLC",91,689,13,13
2014,4,9,1314,-6,1553,-10,"DL","N3755D",642,"PDX","SLC",84,630,13,14
2014,4,9,1315,-7,1455,-15,"UA","N825UA",367,"PDX","SFO",84,550,13,15
2014,4,9,1315,0,1848,-32,"AA","N3BMAA",115,"PDX","ORD",197,1739,13,15
2014,4,9,1317,14,2051,-9,"UA","N87513",1206,"SEA","IAD",253,2306,13,17
2014,4,9,1324,4,2050,1,"DL","N811DZ",773,"PDX","ATL",241,2172,13,24
2014,4,9,1327,7,1824,-8,"DL","N610DL",1950,"SEA","MSP",157,1399,13,27
2014,4,9,1330,5,1529,-1,"WN","N397SW",1716,"SEA","SJC",101,697,13,30
2014,4,9,1340,-5,1624,-11,"AS","N519AS",123,"SEA","FAI",205,1533,13,40
2014,4,9,1340,-5,1520,-12,"AS","N592AS",362,"SEA","SMF",82,605,13,40
2014,4,9,1341,16,2107,3,"DL","N121DE",1929,"SEA","ATL",239,2182,13,41
2014,4,9,1349,44,1922,33,"AS","N461AS",664,"SEA","DFW",187,1660,13,49
2014,4,9,1349,-1,2151,-8,"DL","N650DL",182,"SEA","JFK",279,2422,13,49
2014,4,9,1351,6,1612,-8,"WN","N7744A",532,"PDX","PHX",129,1009,13,51
2014,4,9,1352,187,1549,179,"VX","N528VA",753,"SEA","SFO",95,679,13,52
2014,4,9,1354,-6,2132,-26,"AS","N520AS",2,"SEA","DCA",254,2329,13,54
2014,4,9,1355,-5,1636,1,"AS","N607AS",512,"SEA","SNA",139,978,13,55
2014,4,9,1357,-8,1723,-12,"AS","N570AS",674,"SEA","DEN",122,1024,13,57
2014,4,9,1358,-1,2008,-5,"UA","N76516",1581,"SEA","IAH",227,1874,13,58
2014,4,9,1358,-2,1945,0,"AA","N3BSAA",2269,"SEA","DFW",198,1660,13,58
2014,4,9,1359,-6,1610,-10,"AS","N579AS",570,"PDX","LAX",117,834,13,59
2014,4,9,1400,0,1645,8,"AS","N767AS",105,"SEA","ANC",203,1448,14,0
2014,4,9,1403,1,1950,-9,"UA","N576UA",998,"SEA","ORD",191,1721,14,3
2014,4,9,1409,-1,1643,3,"AS","N769AS",538,"SEA","ONT",132,956,14,9
2014,4,9,1410,0,1639,12,"AS","N619AS",606,"SEA","LAS",120,867,14,10
2014,4,9,1413,-2,1957,-18,"AA","N3CYAA",125,"SEA","ORD",192,1721,14,13
2014,4,9,1414,4,2006,-4,"WN","N233LV",858,"PDX","MDW",214,1751,14,14
2014,4,9,1415,5,2009,4,"WN","N949WN",419,"SEA","MDW",208,1733,14,15
2014,4,9,1418,-1,2001,-14,"UA","N564UA",464,"PDX","ORD",201,1739,14,18
2014,4,9,1420,30,1648,33,"WN","N405WN",155,"SEA","LAS",121,867,14,20
2014,4,9,1427,-3,1513,-8,"OO","N297SW",5423,"PDX","SEA",34,129,14,27
2014,4,9,1427,12,1547,7,"WN","N364SW",274,"PDX","SMF",67,479,14,27
2014,4,9,1428,-2,1631,-1,"AS","N594AS",316,"SEA","SFO",99,679,14,28
2014,4,9,1429,24,2231,13,"B6","N705JB",598,"SEA","BOS",277,2496,14,29
2014,4,9,1434,-1,1802,-3,"F9","N925FR",140,"SEA","DEN",122,1024,14,34
2014,4,9,1434,-6,1708,-6,"AS","N756AS",494,"SEA","SAN",137,1050,14,34
2014,4,9,1437,-3,1635,-10,"VX","N843VA",755,"SEA","SFO",103,679,14,37
2014,4,9,1439,29,1819,19,"WN","N710SW",121,"SEA","ABQ",143,1180,14,39
2014,4,9,1441,-4,1809,-1,"F9","N923FR",234,"PDX","DEN",124,991,14,41
2014,4,9,1443,-17,1937,-37,"DL","N956DN",2430,"PDX","MSP",159,1426,14,43
2014,4,9,1444,14,1718,13,"AS","N459AS",472,"SEA","LAX",130,954,14,44
2014,4,9,1450,-5,1728,-12,"US","N644AW",500,"SEA","PHX",143,1107,14,50
2014,4,9,1454,-11,1720,0,"AS","N797AS",588,"PDX","PSP",120,873,14,54
2014,4,9,1459,-6,1719,-4,"AS","N627AS",520,"SEA","BUR",122,937,14,59
2014,4,9,1500,-5,1747,1,"AS","N799AS",650,"SEA","PHX",146,1107,15,0
2014,4,9,1501,-6,1828,-17,"UA","N473UA",457,"SEA","DEN",126,1024,15,1
2014,4,9,1502,-8,1630,20,"AS","N795AS",67,"SEA","KTN",124,680,15,2
2014,4,9,1504,-7,1655,-23,"UA","N485UA",319,"SEA","SFO",94,679,15,4
2014,4,9,1506,14,1727,14,"OO","N630SK",4761,"PDX","LAX",113,834,15,6
2014,4,9,1506,-4,1734,-7,"US","N658AW",494,"PDX","PHX",132,1009,15,6
2014,4,9,1510,10,1953,-20,"DL","N375NC",1770,"SEA","MSP",154,1399,15,10
2014,4,9,1512,2,1834,-4,"UA","N37253",1072,"PDX","DEN",122,991,15,12
2014,4,9,1517,12,1842,2,"WN","N368SW",1007,"SEA","DEN",124,1024,15,17
2014,4,9,1520,-10,2054,-21,"AA","N4XHAA",157,"PDX","DFW",189,1616,15,20
2014,4,9,1525,-5,2325,-15,"AS","N440AS",14,"SEA","EWR",282,2402,15,25
2014,4,9,1530,0,1805,7,"AS","N564AS",542,"SEA","LAX",128,954,15,30
2014,4,9,1532,2,1731,1,"WN","N633SW",715,"SEA","OAK",101,671,15,32
2014,4,9,1539,-7,1626,-10,"OO","N297SW",5395,"SEA","PDX",34,129,15,39
2014,4,9,1543,-7,2117,-8,"AA","N3GFAA",2248,"SEA","DFW",193,1660,15,43
2014,4,9,1544,29,1903,23,"WN","N704SW",466,"PDX","DEN",121,991,15,44
2014,4,9,1545,-5,1757,-10,"AS","N614AS",584,"PDX","SNA",120,859,15,45
2014,4,9,1549,-6,1743,-10,"AS","N558AS",322,"SEA","SJC",100,697,15,49
2014,4,9,1559,-6,1835,1,"AS","N779AS",115,"SEA","ANC",202,1448,15,59
2014,4,9,1559,-1,1750,-3,"AS","N615AS",346,"SEA","OAK",96,671,15,59
2014,4,9,1602,-7,1652,-8,"OO","N294SW",5404,"PDX","SEA",33,129,16,2
2014,4,9,1603,-2,2152,-8,"AA","N3AXAA",901,"SEA","ORD",198,1721,16,3
2014,4,9,1623,8,1900,0,"WN","N408WN",3484,"PDX","SLC",85,630,16,23
2014,4,9,1624,-1,1823,-12,"OO","N223AG",3494,"PDX","SBA",107,784,16,24
2014,4,9,1625,-5,1804,-2,"AS","N626AS",402,"PDX","SJC",83,569,16,25
2014,4,9,1626,-4,1814,-26,"UA","N834UA",587,"SEA","SFO",96,679,16,26
2014,4,9,1636,-4,1915,-35,"AS","N586AS",867,"SEA","OGG",321,2640,16,36
2014,4,9,1637,-4,1913,-9,"DL","N804DN",1194,"PDX","SLC",82,630,16,37
2014,4,9,1638,48,1827,47,"OO","N941SW",5212,"PDX","SFO",87,550,16,38
2014,4,9,1639,-6,1905,-3,"DL","N337NW",2410,"SEA","LAX",124,954,16,39
2014,4,9,1645,-5,1918,-9,"AS","N755AS",448,"SEA","LAX",131,954,16,45
2014,4,9,1649,15,1933,8,"DL","N810DN",2490,"SEA","SLC",87,689,16,49
