title,id,creation,activity,status
set better defaults for TCPServer options,36003,2019-02-15.13:44:39,2022-04-11.14:59:11,1
ssl - tls verify on Windows fails,36011,2019-02-16.18:36:12,2022-04-11.14:59:11,1
test_grp,36017,2019-02-17.21:15:28,2022-04-11.14:59:11,1
[Security][Windows] webbrowser: WindowsDefault uses os.startfile() and so can be abused to run arbitrary commands,36021,2019-02-18.11:00:53,2022-04-11.14:59:11,1
[Security] logging.config should not use eval(),36022,2019-02-18.11:29:28,2022-04-11.14:59:11,1
Improve configparser.ConfigParser repr,36023,2019-02-18.13:13:28,2022-04-11.14:59:11,1
Add method to get user defined command line arguments in unittest.main,36036,2019-02-19.13:06:20,2022-04-11.14:59:11,1
email: folding of quoted string in display_name violates RFC,36041,2019-02-19.16:45:39,2022-04-11.14:59:11,1
pkgutil.walk_packages jumps out from given path if there is package with the same name in sys.path,36053,2019-02-20.16:37:07,2022-04-11.14:59:11,1
"On Linux, os.count() should read cgroup cpu.shares and cpu.cfs (CPU count inside docker container)",36054,2019-02-20.16:56:22,2022-04-11.14:59:11,1
Improve file decoding before re.search,36058,2019-02-21.00:17:42,2022-04-11.14:59:11,1
"subprocess terminate() ""invalid handle"" error when process is gone",36067,2019-02-21.15:38:02,2022-04-11.14:59:11,1
sqlite crashes with converters mutating cursor,36073,2019-02-22.07:44:47,2022-04-11.14:59:11,1
"argparse: positional with type=int, default=SUPPRESS raise ValueError",36078,2019-02-22.14:18:34,2022-04-11.14:59:11,1
"pdb on setuptools ""ValueError: underlying buffer has been detached""",36079,2019-02-22.14:42:18,2022-04-11.14:59:11,1
Cannot set LDFLAGS containing $,36081,2019-02-22.16:05:17,2022-04-11.14:59:11,1
UnicodeEncodeError raise from smtplib.verify() method,36093,2019-02-23.07:59:18,2022-04-11.14:59:11,1
"When using an SMTP SSL connection,, get ValueError.",36094,2019-02-23.17:44:01,2022-04-11.14:59:11,1
"Document the differences between str.isdigit, isdecimal and isnumeric",36100,2019-02-24.09:02:22,2022-04-11.14:59:11,1
csv: Non global alternative to csv.field_size_limit,36121,2019-02-26.11:44:07,2022-04-11.14:59:11,1
Cannot cross-compile to more featureful but same tune,36125,2019-02-26.16:00:10,2022-04-11.14:59:11,1
io documentation unclear about flush() and close() semantics for wrapped streams,36129,2019-02-26.21:47:13,2022-04-11.14:59:11,1
Python cannot access hci_channel field in sockaddr_hci,36132,2019-02-27.11:10:31,2022-04-11.14:59:11,1
"ThreadPoolExecutor and ProcessPoolExecutor, dynamic worker count",36133,2019-02-27.11:40:15,2022-04-11.14:59:11,1
Improve documentation about converting datetime.timedelta to scalars,36138,2019-02-27.14:54:37,2022-04-11.14:59:11,1
configure: error: could not find pthreads on your system during cross compilation,36141,2019-02-27.19:51:13,2022-04-11.14:59:11,1
"android arm cross compilation fails, config issue",36145,2019-02-28.11:51:25,2022-04-11.14:59:11,1
Freeze support documentation is misleading.,36153,2019-03-01.00:49:32,2022-04-11.14:59:11,1
Modify Formatter Class to handle arbitrary objects,36159,2019-03-01.18:00:37,2022-04-11.14:59:11,1
Updating Py_InspectFlag programmatically,36164,2019-03-02.06:10:23,2022-04-11.14:59:11,1
mboxMessage.get_payload throws TypeError on malformed content type,36180,2019-03-04.11:03:37,2022-04-11.14:59:11,1
PyWeakref_NewRef docs are misleading,36203,2019-03-06.01:03:50,2022-04-11.14:59:12,1
robotsparser deny all with some rules,36207,2019-03-06.09:42:01,2022-04-11.14:59:12,1
AsyncIO V4MAPPED addresses with V6ONLY.,36208,2019-03-06.10:34:18,2022-04-11.14:59:12,1
subprocess.check_output() fails with OSError: [WinError 87] when current directory name is too long,36213,2019-03-06.14:37:16,2022-04-11.14:59:12,1
recvmsg support on Windows,36217,2019-03-06.18:01:03,2022-04-11.14:59:12,1
IDLE menu option to convert non-ascii quotes & other?,36219,2019-03-07.00:10:03,2022-04-11.14:59:12,1
Setting PYTHONASYNCIODEBUG breaks warnings,36221,2019-03-07.06:58:38,2022-04-11.14:59:12,1
[subinterpreters] Lingering subinterpreters should be implicitly cleared on shutdown,36225,2019-03-07.13:17:43,2022-04-11.14:59:12,1
multipart/related header causes false positive StartBoundaryNotFoundDefect and MultipartInvariantViolationDefect,36226,2019-03-07.15:31:17,2022-04-11.14:59:12,1
Please sort assertSetEqual's output,36230,2019-03-07.22:00:28,2022-04-11.14:59:12,1
Definitions of time,36240,2019-03-08.14:28:59,2022-04-11.14:59:12,1
Python os.listdir fails with FileNotFoundError when directory exists,36243,2019-03-08.17:22:58,2022-04-11.14:59:12,1
zipfile - extract truncates (existing) file when bad password provided (zip encryption weakness),36247,2019-03-08.22:56:50,2022-04-11.14:59:12,1
Incorrect docstring of the ssl module,36258,2019-03-10.22:19:05,2022-04-11.14:59:12,1
exception text is being sourced from the wrong file,36259,2019-03-11.01:51:16,2022-04-11.14:59:12,1
"User input to argparse raises Index_Error:  ""-a="" on a 'store_true' action",36267,2019-03-12.01:36:10,2022-04-11.14:59:12,1
eval is needlessly limited,36283,2019-03-13.23:31:43,2022-04-11.14:59:12,1
Make ast.dump() not output optional default fields,36287,2019-03-14.09:48:05,2022-04-11.14:59:12,1
Need to yield (sleep(0)) twice in asyncio,36295,2019-03-14.16:59:52,2022-04-11.14:59:12,1
array: Deprecate 'u' type in array module,36299,2019-03-15.05:50:02,2022-04-11.14:59:12,1
"When using bz2 and lzma in mode 'wt', the BOM is not written",36304,2019-03-15.13:19:03,2022-04-11.14:59:12,1
Inconsistent behavior of pathlib.WindowsPath with drive paths,36305,2019-03-15.15:37:05,2022-04-11.14:59:12,1
Remove tempfile.mktemp(),36309,2019-03-16.00:49:04,2022-04-11.14:59:12,1
IDLE: always display full grep path,36323,2019-03-17.02:48:55,2022-04-11.14:59:12,1
"use the right python ""make -C Doc/ serve""",36329,2019-03-17.18:57:38,2022-04-11.14:59:12,1
Warning about a potential dead code in timemodule and Clang,36330,2019-03-17.19:20:11,2022-04-11.14:59:12,1
Factor out / add bdb.Bdb.is_skipped_frame,36335,2019-03-18.03:30:29,2022-04-11.14:59:12,1
urlparse of urllib returns wrong hostname,36338,2019-03-18.08:06:11,2022-04-11.14:59:12,1
install_certificates.command too complicated,36344,2019-03-18.12:24:20,2022-04-11.14:59:12,1
Doc: make serve uses http.server instead of Tools/scripts/server.py,36345,2019-03-18.13:57:39,2022-04-11.14:59:12,1
Renaming the constants for the .flags of PyMemberDef,36347,2019-03-18.14:42:30,2022-04-11.14:59:12,1
the ipv6type variable in configure.ac may be set incorrectly when cross-compiling,36351,2019-03-18.16:10:33,2022-04-11.14:59:12,1
Remove documentation and internal use of the *RESTRICTED constants for PyMemberDef's flags field,36355,2019-03-18.19:18:19,2022-04-11.14:59:12,1
contextvars documentation unclear on thread-locality,36359,2019-03-19.07:26:24,2022-04-11.14:59:12,1
generate correct pyconfig.h when cross-compiling,36361,2019-03-19.09:31:36,2022-04-11.14:59:12,1
errors in multiprocessing.shared_memory examples,36364,2019-03-19.14:39:57,2022-04-11.14:59:12,1
Flawed handling of URL redirect,36372,2019-03-19.19:48:59,2022-04-11.14:59:12,1
"PEP 499 implementation: ""python -m foo"" binds the main module as both __main__ and foo in sys.modules",36375,2019-03-20.00:14:00,2022-04-11.14:59:12,1
pdb: do_debug installs sys.settrace handler when used inside post_mortem,36388,2019-03-21.08:28:00,2022-04-11.14:59:12,1
Add deferred single-threaded/fake executor to concurrent.futures,36395,2019-03-22.01:39:20,2022-04-11.14:59:12,1
multiprocessing: Queue does not work in virtualenv but works fine in main interpreter,36399,2019-03-22.08:51:16,2022-04-11.14:59:12,1
AsyncIterator on 3.7: __aiter__ no longer honors finally blocks,36403,2019-03-23.00:15:07,2022-04-11.14:59:12,1
"Tkinter multi-processing performance, Linux 10-25 times faster than Windows 10",36408,2019-03-23.15:57:48,2022-04-11.14:59:12,1
Python 3 f.tell() gets out of sync with file pointer in binary append+read mode,36411,2019-03-24.00:33:44,2022-04-11.14:59:12,1
Multiple test failures in GCC and Clang optional builds on Travis CI,36414,2019-03-24.07:35:20,2022-04-11.14:59:12,1
urllib.parse.*Result: support _replace for additional computed addresses,36418,2019-03-24.22:05:29,2022-04-11.14:59:12,1
Pickle fails on frozen dataclass that has slots,36424,2019-03-25.15:18:08,2022-04-11.14:59:13,1
Inconsistencies with datetime.fromtimestamp(t) when t < 0,36439,2019-03-26.15:18:26,2022-04-11.14:59:13,1
__aexit__ is not called when a context manager is used in an async generator,36449,2019-03-27.11:28:56,2022-04-11.14:59:13,1
pkgutil.get_importer only return the first valid path_hook(importer),36453,2019-03-28.00:11:08,2022-04-11.14:59:13,1
task.cancel unbound recursion if task is deadlocked,36456,2019-03-28.02:52:54,2022-04-11.14:59:13,1
functools.singledispatchmethod interacts poorly with subclasses,36457,2019-03-28.03:42:39,2022-04-11.14:59:13,1
Add AMP MIME type support,36460,2019-03-28.05:03:15,2022-04-11.14:59:13,1
timeit: Additional changes for autorange,36461,2019-03-28.09:49:28,2022-04-11.14:59:13,1
IDLE to help with invisible characters,36467,2019-03-29.07:28:51,2022-04-11.14:59:13,1
Runtime finalization assumes all other threads have exited.,36476,2019-03-29.20:38:26,2022-04-11.14:59:13,1
telnetlib process_rawq() callback,36481,2019-03-30.02:11:13,2022-04-11.14:59:13,1
Can't reorder TLS 1.3 ciphersuites,36484,2019-03-30.11:23:55,2022-04-11.14:59:13,1
Establish a uniform way to clear all caches in a given module,36485,2019-03-30.11:56:59,2022-04-11.14:59:13,1
Bugs and inconsistencies in unicodedata,36486,2019-03-30.14:41:13,2022-04-11.14:59:13,1
"os.sendfile() on BSD, macOS don't return bytes sent on EINTR",36488,2019-03-30.16:47:38,2022-04-11.14:59:13,1
add filename_extension_map and/or content-types_map dict(s) to mimetypes,36489,2019-03-30.21:18:32,2022-04-11.14:59:13,1
bdb.Bdb.set_trace: should set f_trace_lines = True,36494,2019-03-31.14:28:51,2022-04-11.14:59:13,1
Undocumented behavior in csv.Sniffer (preferred delimiters),36497,2019-04-01.13:54:16,2022-04-11.14:59:13,1
Add Windows ARM32 buildbot,36511,2019-04-02.19:09:21,2022-04-11.14:59:13,1
future_factory argument for Thread/ProcessPoolExecutor,36512,2019-04-02.19:52:53,2022-04-11.14:59:13,1
Python Launcher can not recognize pyw file as Python GUI Script file type correctly.,36516,2019-04-03.06:27:07,2022-04-11.14:59:13,1
typing.NamedTuple does not support mixins,36517,2019-04-03.13:07:30,2022-04-11.14:59:13,1
Blake2b/s implementations have minor GIL issues,36519,2019-04-03.15:04:35,2022-04-11.14:59:13,1
PyType_FromSpec wrong behavior with multiple Py_tp_members,36531,2019-04-04.23:53:40,2022-04-11.14:59:13,1
tarfile and zipfile: handling Windows (path) illegal characters in archive member names,36534,2019-04-05.10:04:31,2022-04-11.14:59:13,1
except statement block incorrectly assumes end of scope(?).,36537,2019-04-05.18:43:36,2022-04-11.14:59:13,1
_thread.interrupt_main() no longer interrupts Lock.wait,36538,2019-04-05.20:07:07,2022-04-11.14:59:13,1
Avoid creating AttributeError exceptions in the debugger,36550,2019-04-07.19:15:47,2022-04-11.14:59:13,1
inspect.is_decorator_call(frame),36553,2019-04-08.08:21:55,2022-04-11.14:59:13,1
pdbrc is read twice if current directory is the home directory,36563,2019-04-08.16:31:36,2022-04-11.14:59:13,1
"@staticmethod seems to work with setUpClass, but docs say it shouldn't",36569,2019-04-09.05:40:35,2022-04-11.14:59:13,1
zipfile zipfile.BadZipFile: Bad CRC-32 for file '11_02_2019.pdf',36573,2019-04-09.09:49:43,2022-04-11.14:59:13,1
__dir__ on unittest.mock not safe for all spec types,36581,2019-04-09.22:46:11,2022-04-11.14:59:13,1
IDLE: Add search to textview.ViewWindow,36595,2019-04-11.00:12:01,2022-04-11.14:59:13,1
tarfile module considers anything starting with 512 bytes of zero bytes to be a valid tar file,36596,2019-04-11.02:07:20,2022-04-11.14:59:13,1
Recursive directory list with pathlib.Path.iterdir,36602,2019-04-11.10:59:34,2022-04-11.14:59:13,1
should pty.openpty() set pty/tty inheritable?,36603,2019-04-11.15:17:03,2022-04-11.14:59:13,1
calling super() causes __class__ to be not defined when sys.settrace(trace) is set,36606,2019-04-11.17:18:57,2022-04-11.14:59:13,1
asyncio.all_tasks() crashes if asyncio is used in multiple threads,36607,2019-04-11.18:12:48,2022-04-11.14:59:13,1
Replace bundled pip and setuptools with a downloader in the ensurepip module,36608,2019-04-11.22:13:02,2022-04-11.14:59:13,1
activate.ps1 in venv for Windows should encoded with BOM,36609,2019-04-12.08:27:01,2022-04-11.14:59:13,1
Unittest document is not clear on SetUpClass calls,36612,2019-04-12.12:09:53,2022-04-11.14:59:13,1
Popen output on windows server 2019,36614,2019-04-12.14:01:34,2022-04-11.14:59:13,1
why call _Py_set_inheritable(0) from os.open() when O_CLOEXEC?,36615,2019-04-12.14:46:33,2022-04-11.14:59:13,1
The rich comparison operators are second class citizens,36617,2019-04-12.17:07:05,2022-04-11.14:59:13,1
when is os.posix_spawn(setsid=True) safe?,36619,2019-04-12.17:58:10,2022-04-11.14:59:13,1
cleanup the stdlib and tests with regard to sys.platform usage,36624,2019-04-13.12:25:43,2022-04-11.14:59:13,1
Improve documentation of slice.indices(),36644,2019-04-16.20:43:52,2022-04-11.14:59:14,1
"TextTestRunner doesn't honour ""buffer"" argument",36647,2019-04-17.14:24:22,2022-04-11.14:59:14,1
Add race-free os.link and os.symlink wrapper / helper,36656,2019-04-18.08:44:47,2022-04-11.14:59:14,1
asdict/astuple Dataclass methods,36662,2019-04-18.20:31:10,2022-04-11.14:59:14,1
argparse: parser aliases in subparsers stores alias in dest variable,36664,2019-04-18.23:30:32,2022-04-11.14:59:14,1
REPL doesn't ensure builtins are available when implicitly recreating __main__,36665,2019-04-19.01:01:55,2022-04-11.14:59:14,1
pdb: restore SIGINT handler in sigint_handler already,36667,2019-04-19.11:07:53,2022-04-11.14:59:14,1
Doctest directives and comments missing from code samples,36675,2019-04-20.10:43:50,2022-04-11.14:59:14,1
C implementation of xml.etree.ElementTree does not make a copy of attrib argument when creating new Element,36685,2019-04-21.00:07:40,2022-04-11.14:59:14,1
SystemExit & sys.exit : Allow both exit status and message,36691,2019-04-21.13:04:32,2022-04-11.14:59:14,1
Excessive memory use or memory fragmentation when unpickling many small objects,36694,2019-04-21.17:11:20,2022-04-11.14:59:14,1
inspect.getclosurevars returns wrong globals dict,36697,2019-04-22.08:49:29,2022-04-11.14:59:14,1
test_dtrace failed,36702,2019-04-23.06:48:53,2022-04-11.14:59:14,1
[Easy][Windows] test_subprocess: test_close_fds_with_stdio() has a race condition,36703,2019-04-23.08:00:42,2022-04-11.14:59:14,1
Tweak doctest 'example' regex to allow a leading ellipsis in 'want' line,36714,2019-04-24.16:22:38,2022-04-11.14:59:14,1
Add 'array_hook' for json module,36738,2019-04-27.01:56:58,2022-04-11.14:59:14,1
functools.singledispatch: Shouldn't require a positional argument if there is only one keyword argument,36744,2019-04-28.01:21:36,2022-04-11.14:59:14,1
test_socket leaks file descriptors on macOS,36750,2019-04-29.08:26:44,2022-04-11.14:59:14,1
Python modules not linking to libpython causes issues for RTLD_LOCAL system-wide,36753,2019-04-29.16:16:00,2022-04-11.14:59:14,1
Remove smart quotes in pydoc text,36754,2019-04-29.17:53:25,2022-04-11.14:59:14,1
tkinter tk.createcommand memory leak,36756,2019-04-30.09:09:45,2022-04-11.14:59:14,1
uuid constructor accept invalid strings (extra dash),36757,2019-04-30.09:19:48,2022-04-11.14:59:14,1
configured libdir not correctly passed to Python executable,36758,2019-04-30.11:15:47,2022-04-11.14:59:14,1
astimezone() fails on Windows for pre-epoch times,36759,2019-04-30.11:36:25,2022-04-11.14:59:14,1
"Teach ""import *"" to warn when overwriting globals or builtins",36762,2019-04-30.22:31:42,2022-04-11.14:59:14,1
stdlib - shutil.make_archive - add support for different ZIP compression method,36770,2019-05-01.14:36:08,2022-04-11.14:59:14,1
Feature Request: An option to os.walk() to return os.DirEntry lists instead of just filenames/dirnames,36771,2019-05-01.15:20:07,2022-04-11.14:59:14,1
unittest discover throws TypeError on namespace packages,36777,2019-05-02.16:47:03,2022-04-11.14:59:14,1
Interpreter exit blocks waiting for futures of shut-down ThreadPoolExecutors,36780,2019-05-03.09:28:03,2022-04-11.14:59:14,1
"[Windows] test_asyncio fails with application verifier! _cancel_overlapped() fails with ""The handle is invalid""",36790,2019-05-04.00:10:11,2022-04-11.14:59:14,1
Error handling cleanup in _testcapimodule.c,36796,2019-05-04.19:31:40,2022-04-11.14:59:14,1
Wait for connection_lost in StreamWriter.drain,36801,2019-05-05.13:44:32,2022-04-11.14:59:14,1
Python for Windows installer Repair option does not repair PIP,36804,2019-05-05.18:06:32,2022-04-11.14:59:14,1
Don't close subprocess stream if it's stdin is closed,36805,2019-05-05.18:30:29,2022-04-11.14:59:14,1
Crash during encoding using UTF-16/32 and custom error handler,36819,2019-05-06.18:51:21,2022-04-11.14:59:14,1
Termios module largely untested,36821,2019-05-06.22:47:32,2022-04-11.14:59:14,1
shutil.copytree copies directories and files but fails with that same directory with '[Errno 1] Operation not permitted'),36823,2019-05-07.03:47:46,2022-04-11.14:59:14,1
Refactor str tests to reflect that str and unicode are merged in Python 3,36824,2019-05-07.06:37:53,2022-04-11.14:59:14,1
Make TestCase aware of the command line arguments given to TestProgram,36825,2019-05-07.08:35:49,2022-04-11.14:59:14,1
Overriding __new__ method with itself changes behaviour of the class,36827,2019-05-07.11:42:08,2022-04-11.14:59:14,1
mock.patch.object does not persist __module__ name for functions,36834,2019-05-07.14:44:21,2022-04-11.14:59:14,1
Make il8n tools available from `python -m`,36837,2019-05-07.16:23:26,2022-04-11.14:59:14,1
Support the buffer protocol in code objects,36839,2019-05-07.19:56:26,2022-04-11.14:59:14,1
Supporting customization of float encoding in JSON,36841,2019-05-07.20:32:33,2022-04-11.14:59:14,1
Native libcurses on HP-UX not properly detected,36849,2019-05-08.07:12:14,2022-04-11.14:59:14,1
Python3.7.2 fails to cross-compile (yocto / openembedded) when target is mips softfloat,36852,2019-05-08.16:01:08,2022-04-11.14:59:14,1
inconsistencies in docs builds (Sphinx 2),36853,2019-05-08.16:03:28,2022-04-11.14:59:14,1
update tests relying on a copy of a TLS certificate (pem) to support two versions,36855,2019-05-08.17:05:33,2022-04-11.14:59:14,1
f-string '=' debugging output needs to be documented,36858,2019-05-08.20:36:56,2022-04-11.14:59:14,1
sqlite3 dml statement detection does not account for CTEs,36859,2019-05-08.23:08:24,2022-04-11.14:59:14,1
Certificate verification errors in urllib.request become URLError,36866,2019-05-09.15:48:32,2022-04-11.14:59:14,1
http.server: Document explicitly that symbolic links are followed,36873,2019-05-10.03:41:31,2022-04-11.14:59:15,1
Support CDATA by xml.etree.(c)ElementTree,36874,2019-05-10.09:51:15,2022-04-11.14:59:15,1
[subinterpreters] Global C variables are a problem,36876,2019-05-10.19:01:42,2022-04-11.14:59:15,1
Returning None from a callback with restype py_object decrements None's refcount too much,36880,2019-05-10.22:39:01,2022-04-11.14:59:15,1
isinstance raises TypeError for metaclass with metaclass=ABCMeta,36881,2019-05-11.02:29:04,2022-04-11.14:59:15,1
在ctypes里调用C库返回c_char_p类型时的问题,36882,2019-05-11.04:04:21,2022-04-11.14:59:15,1
"""Modules"" section in Tutorial contains incorrect description about __init__.py",36892,2019-05-11.23:00:01,2022-04-11.14:59:15,1
email.headerregistry.Address blocks Unicode local part addr_spec accepted elsewhere,36893,2019-05-12.11:06:18,2022-04-11.14:59:15,1
clarify in types.rst that FunctionTypes & co  constructors don't have stable signature,36896,2019-05-12.22:03:30,2022-04-11.14:59:15,1
shlex doesn't differentiate escaped characters in output,36897,2019-05-13.00:59:51,2022-04-11.14:59:15,1
Add parameter @case_sensitive to glob and rglob in pathlib,36898,2019-05-13.07:17:56,2022-04-11.14:59:15,1
Compile time textwrap.dedent() equivalent for str or bytes literals,36906,2019-05-13.18:40:31,2022-04-11.14:59:15,1
Certain Malformed email causes email.parser to throw AttributeError,36910,2019-05-14.01:48:39,2022-04-11.14:59:15,1
Missing documentation for decorators,36913,2019-05-14.07:35:28,2022-04-11.14:59:15,1
traceback docstrings should explicitly state return values instead of referring to other functions,36927,2019-05-15.17:04:45,2022-04-11.14:59:15,1
test_recursive_repr breaks tracing in test_xml_etree,36954,2019-05-18.01:23:46,2022-04-11.14:59:15,1
"Calling ""functions"" used to implement generators/comps easily cause crash",36956,2019-05-18.13:53:21,2022-04-11.14:59:15,1
ISO date errors in _strptime are jumbled,36959,2019-05-18.19:46:43,2022-04-11.14:59:15,1
Eliminate unnecessary check in _strptime when determining AM/PM,36967,2019-05-19.21:24:06,2022-04-11.14:59:15,1
test_json.test_recursion.TestPyRecursion.test_endless_recursion stack overflow in AMD64 Windows8.1 Non-Debug 3.x,36973,2019-05-20.17:45:36,2022-04-11.14:59:15,1
SharedMemoryManager should relase its resources when its parent process dies,36977,2019-05-20.20:00:33,2022-04-11.14:59:15,1
ncurses extension uses wrong include path,36979,2019-05-20.21:48:43,2022-04-11.14:59:15,1
tarfile: unexpected IsADirectoryError on extraction,36986,2019-05-21.07:13:29,2022-04-11.14:59:15,1
zipfile: string IndexError on extract,36988,2019-05-21.10:49:55,2022-04-11.14:59:15,1
[AIX] test_asyncio.test_create_connection_ipv6_scope fails(in mock test?),36990,2019-05-21.11:56:33,2022-04-11.14:59:15,1
Document that spwd is considered harmful,36997,2019-05-21.17:00:09,2022-04-11.14:59:15,1
PyType_FromSpec can't create immutable types,37002,2019-05-21.21:31:10,2022-04-11.14:59:15,1
Add top level await statement support for doctest,37006,2019-05-22.09:20:50,2022-04-11.14:59:15,1
Threading and THREAD_SAFE for AIX,37009,2019-05-22.12:01:09,2022-04-11.14:59:15,1
Review performance of inspect.getfullargspec,37010,2019-05-22.12:19:41,2022-04-11.14:59:15,1
pdb: restore original tracing function instead of sys.settrace(None),37011,2019-05-22.12:44:44,2022-04-11.14:59:15,1
Fatal Python error in socket.if_indextoname(),37013,2019-05-22.16:28:25,2022-04-11.14:59:15,1
put http.server on a diet,37018,2019-05-23.05:22:46,2022-04-11.14:59:15,1
socketserver: BaseServer.handle_request() infinite loop,37026,2019-05-23.22:06:55,2022-04-11.14:59:15,1
Lib/cmd.py: Hide undocumented commands in help and completenames,37030,2019-05-24.07:25:53,2022-04-11.14:59:15,1
Iterating a text file by line should not implicitly disable tell,37036,2019-05-24.16:08:32,2022-04-11.14:59:15,1
Enable rpath remapping in makefile,37037,2019-05-24.16:48:42,2022-04-11.14:59:15,1
"wait_for(coro, timeout=0) memleak",37042,2019-05-25.12:09:54,2022-04-11.14:59:15,1
Buildbots fail when new files are added,37043,2019-05-25.13:14:10,2022-04-11.14:59:15,1
Build/test artifacts not ignored for framework build,37044,2019-05-25.13:58:32,2022-04-11.14:59:15,1
ssl module: QUIC support for HTTP/3,37048,2019-05-25.19:44:14,2022-04-11.14:59:15,1
Add examples for mocking async for and async context manager in unittest.mock docs,37052,2019-05-26.07:51:03,2022-04-11.14:59:15,1
import ctypes fails with a statically linked interpreter due to dlopen() failure,37060,2019-05-27.00:02:41,2022-04-11.14:59:15,1
Incorrect application of func.__defaults__ by inspect's signature APIs,37063,2019-05-27.10:57:38,2022-04-11.14:59:15,1
Assignment expression symbol (walrus) not in built-in help(),37082,2019-05-28.18:26:23,2022-04-11.14:59:15,1
time.sleep error message misleading,37086,2019-05-29.10:37:02,2022-04-11.14:59:15,1
`import Lib.os` works on windows (but shouldn't),37089,2019-05-29.20:52:39,2022-04-11.14:59:15,1
http.client aborts header parsing upon encountering non-ASCII header names,37093,2019-05-29.23:32:09,2022-04-11.14:59:15,1
[Feature Request]: Add zstd support in tarfile,37095,2019-05-30.03:42:48,2022-04-11.14:59:15,1
Automatically dedent docstring constants by default,37102,2019-05-30.18:00:00,2022-04-11.14:59:16,1
Undo deprecation of optparse,37103,2019-05-30.19:50:25,2022-04-11.14:59:16,1
ensurepip --upgrade doesn't change the version of pip used by venv,37107,2019-05-31.06:14:55,2022-04-11.14:59:16,1
pathlib.Path.with_name() handles '.' and '..' inconsistently,37130,2019-06-02.01:18:12,2022-04-11.14:59:16,1
Allow multiple separators in Stream.readuntil,37141,2019-06-03.09:32:30,2022-04-11.14:59:16,1
tarfile.open: improper handling of path-like object,37144,2019-06-03.14:54:20,2022-04-11.14:59:16,1
shutil: add reflink=False to file copy functions to control clone/CoW copies (use copy_file_range),37157,2019-06-04.21:36:40,2022-04-11.14:59:16,1
Use copy_file_range() in shutil.copyfile() (server-side copy),37159,2019-06-05.05:24:51,2022-04-11.14:59:16,1
Pre-populate user editable text in input(),37161,2019-06-05.10:40:49,2022-04-11.14:59:16,1
Odd error awaiting a Future,37172,2019-06-06.10:29:59,2022-04-11.14:59:16,1
sched.py: run() is caught in delayfunc even if all events are cancelled.,37174,2019-06-06.12:06:26,2022-04-11.14:59:16,1
make install: make compileall optional,37175,2019-06-06.13:03:12,2022-04-11.14:59:16,1
suggesting option to raise exception if process exits nonzero in `with subprocess.Popen(...):`,37184,2019-06-06.22:16:29,2022-04-11.14:59:16,1
use  os.memfd_create in multiprocessing.shared_memory?,37185,2019-06-06.22:20:10,2022-04-11.14:59:16,1
CField.size from the ctypes module does not behave as documented on bitfields,37187,2019-06-07.03:46:36,2022-04-11.14:59:16,1
asyncio.iscoroutinefunction(<async_generator>.asend) returns False,37190,2019-06-07.08:57:50,2022-04-11.14:59:16,1
PyType_GenericAlloc might over-allocate memory,37200,2019-06-07.19:32:16,2022-04-11.14:59:16,1
obmalloc:  eliminate limit on pool size,37211,2019-06-10.00:36:19,2022-04-11.14:59:16,1
urllib missing voidresp breaks CacheFTPHandler,37222,2019-06-10.23:38:21,2022-04-11.14:59:16,1
Document BaseException constructor,37225,2019-06-11.07:11:42,2022-04-11.14:59:16,1
urljoin behavior unclear/not following RFC 3986,37235,2019-06-11.15:45:18,2022-04-11.14:59:16,1
sub-process  would be terminated when registered finalizers are still running,37242,2019-06-12.08:35:31,2022-04-11.14:59:16,1
http.cookiejar.DefaultCookiePolicy should use current timestamp instead of last updated timestamp value for checking expiry,37246,2019-06-12.11:59:44,2022-04-11.14:59:16,1
Mocking a MagicMock with a function spec results in an AsyncMock,37251,2019-06-12.14:00:18,2022-04-11.14:59:16,1
"POST large file to server (using http.server.CGIHTTPRequestHandler), always reset by server.",37254,2019-06-12.15:24:48,2022-04-11.14:59:16,1
shutil.rmtree() FileNotFoundError race condition,37260,2019-06-13.01:10:41,2022-04-11.14:59:16,1
spawn asyncio subprocesses in a thread pool,37263,2019-06-13.07:58:27,2022-04-11.14:59:16,1
Manage memory lifetime for all type-related objects.,37270,2019-06-13.21:31:34,2022-04-11.14:59:16,1
Incorrect number of running calls in ProcessPoolExecutor,37276,2019-06-14.06:08:05,2022-04-11.14:59:16,1
http.cookies.SimpleCookie does not parse attribute without value (rfc2109),37277,2019-06-14.08:41:30,2022-04-11.14:59:16,1
[doc] Add section on pickling to exceptions documentation,37287,2019-06-14.23:30:45,2022-04-11.14:59:16,1
[subinterpreters] _xxsubinterpreters: Can't unpickle objects defined in __main__,37292,2019-06-15.13:06:31,2022-04-11.14:59:16,1
concurrent.futures.InterpreterPoolExecutor,37293,2019-06-15.13:15:17,2022-04-11.14:59:16,1
Possible optimizations for math.comb(),37295,2019-06-15.19:17:40,2022-04-11.14:59:16,1
function changed when pickle bound method object,37297,2019-06-16.01:40:57,2022-04-11.14:59:16,1
IDLE: Revise html to tkinker converter for help.html,37298,2019-06-16.01:51:12,2022-04-11.14:59:16,1
CGIHTTPServer doesn't handle long POST requests,37301,2019-06-16.03:38:49,2022-04-11.14:59:16,1
"Add an ""onerror"" callback parameter to the tempfile.TemporaryDirectory member functions",37302,2019-06-16.04:46:07,2022-04-11.14:59:16,1
